sim_time, unit_box_Custom?world_linear_acceleration/x
0.621, -1.07039e-15
0.622, 1.50534e-15
0.623, 1.73055e-16
0.624, -3.59839e-16
0.625, -8.92746e-16
0.626, 2.12705e-15
0.627, -3.29084e-15
0.628, 2.65995e-15
0.629, 6.17152e-16
0.63, -2.6691e-15
0.631, 1.8606e-15
0.632, -4.57367e-18
0.633, -1.0704e-15
0.634, -1.6033e-15
0.635, 3.28169e-15
0.636, -1.60329e-15
0.637, 1.32769e-15
0.638, 8.42536e-17
0.639, -1.78093e-15
0.64, 1.73062e-16
0.641, 2.21587e-15
0.642, -4.09019e-15
0.643, 3.3705e-15
0.644, -9.81568e-16
0.645, -3.59839e-16
0.646, -3.59842e-16
0.647, 2.03822e-15
0.648, -2.1362e-15
0.649, 2.30469e-15
0.65, -3.1132e-15
0.651, 1.68296e-15
0.652, -9.33952e-17
0.653, 7.94788e-16
0.654, -6.26295e-16
0.655, -1.15921e-15
0.656, 1.68296e-15
0.657, -2.71031e-16
0.658, 3.50699e-16
0.659, 7.94775e-16
0.66, -3.64609e-15
0.661, 1.77178e-15
0.662, 2.6188e-16
0.663, 1.3277e-15
0.664, 2.61877e-16
0.665, -3.02438e-15
0.666, 1.77178e-15
0.667, 2.61879e-16
0.668, -2.71033e-16
0.669, -8.0393e-16
0.67, 1.32769e-15
0.671, 7.05967e-16
0.672, -3.82375e-15
0.673, 4.16986e-15
0.674, -2.40265e-15
0.675, 1.68297e-15
0.676, 8.4232e-17
0.677, -1.95856e-15
0.678, -3.59841e-16
0.679, -4.57581e-18
0.68, 2.74878e-15
0.681, -3.29084e-15
0.682, 2.74877e-15
0.683, -7.15115e-16
0.684, 8.424e-17
0.685, -9.3396e-17
0.686, 2.61874e-16
0.687, -5.37485e-16
0.688, 8.42496e-17
0.689, 2.61879e-16
0.69, -4.57279e-18
0.691, 2.61875e-16
0.692, -4.48665e-16
0.693, -6.26301e-16
0.694, 4.39516e-16
0.695, 7.94777e-16
0.696, 8.42535e-17
0.697, -1.24804e-15
0.698, 2.61882e-16
0.699, -9.33928e-17
0.7, 1.06124e-15
0.701, 3.50693e-16
0.702, -1.82202e-16
0.703, -1.42566e-15
0.704, -8.92755e-16
0.705, 1.77178e-15
0.706, 8.42489e-17
0.707, -4.58877e-18
0.708, 1.73071e-16
0.709, -8.03929e-16
0.71, -3.59843e-16
0.711, 7.05964e-16
0.712, 2.61871e-16
0.713, -8.92754e-16
0.714, 8.83606e-16
0.715, 8.83606e-16
0.716, -1.6033e-15
0.717, 1.41652e-15
0.718, 6.17145e-16
0.719, -3.55728e-15
0.72, 2.74877e-15
0.721, -8.92754e-16
0.722, -5.37481e-16
0.723, -9.81563e-16
0.724, 3.28169e-15
0.725, -2.84674e-15
0.726, 3.01523e-15
0.727, -2.31383e-15
0.728, -8.92752e-16
0.729, 2.74878e-15
0.73, -2.40267e-15
0.731, 2.92641e-15
0.732, -3.1132e-15
0.733, 1.50532e-15
0.734, -4.57084e-18
0.735, -1.24803e-15
0.736, 7.05977e-16
0.737, -1.07039e-15
0.738, 2.39351e-15
0.739, -1.51449e-15
0.74, -3.59841e-16
0.741, 3.63696e-15
0.742, -3.91255e-15
0.743, 3.01523e-15
0.744, -3.46847e-15
0.745, 1.68296e-15
0.746, -1.24802e-15
0.747, 1.68296e-15
0.748, -6.26298e-16
0.749, 6.17147e-16
0.75, -8.0393e-16
0.751, -8.03935e-16
0.752, 2.92642e-15
0.753, -2.49147e-15
0.754, -8.03938e-16
0.755, 2.12706e-15
0.756, -6.26303e-16
0.757, 2.61855e-16
0.758, -9.33898e-17
0.759, -9.81577e-16
0.76, 1.73062e-16
0.761, 9.72423e-16
0.762, -9.33928e-17
0.763, -1.1592e-15
0.764, 2.57113e-15
0.765, -4.6231e-15
0.766, 5.32449e-15
0.767, -3.02437e-15
0.768, -1.15922e-15
0.769, 1.77178e-15
0.77, 2.61868e-16
0.771, 1.50532e-15
0.772, -2.40266e-15
0.773, -1.6033e-15
0.774, 3.72577e-15
0.775, -2.22502e-15
0.776, 1.32768e-15
0.777, 8.425e-17
0.778, -1.15922e-15
0.779, 1.73073e-16
0.78, -4.57308e-18
0.781, 8.42429e-17
0.782, 7.05968e-16
0.783, -3.59851e-16
0.784, -1.15921e-15
0.785, 2.3935e-15
0.786, -2.75792e-15
0.787, 1.86061e-15
0.788, -1.95856e-15
0.789, 2.30469e-15
0.79, -5.37488e-16
0.791, -1.15921e-15
0.792, 6.17154e-16
0.793, -4.57134e-18
0.794, -3.59851e-16
0.795, 1.3277e-15
0.796, -8.03941e-16
0.797, -8.03931e-16
0.798, 1.77178e-15
0.799, -3.59839e-16
0.8, -8.03938e-16
0.801, -1.15921e-15
0.802, 2.57115e-15
0.803, -1.78093e-15
0.804, 1.06125e-15
0.805, 3.50698e-16
0.806, 2.61876e-16
0.807, -3.82375e-15
0.808, 3.90342e-15
0.809, -2.31384e-15
0.81, 3.10406e-15
0.811, -3.29084e-15
0.812, 1.77178e-15
0.813, 3.50694e-16
0.814, 2.61869e-16
0.815, -1.07038e-15
0.816, -1.6033e-15
0.817, 1.77178e-15
0.818, 8.42456e-17
0.819, -6.26292e-16
0.82, -6.26297e-16
0.821, 2.21586e-15
0.822, -3.20202e-15
0.823, 2.21588e-15
0.824, 2.61874e-16
0.825, -4.48665e-16
0.826, -1.69211e-15
0.827, 2.74878e-15
0.828, -2.66911e-15
0.829, 2.92641e-15
0.83, -1.33684e-15
0.831, -2.71031e-16
0.832, 9.72422e-16
0.833, 6.1715e-16
0.834, -1.78094e-15
0.835, 1.15006e-15
0.836, 5.2834e-16
0.837, -2.31384e-15
0.838, 2.12706e-15
0.839, -4.58178e-18
0.84, -1.95856e-15
0.841, 8.42482e-17
0.842, 1.15006e-15
0.843, -3.59846e-16
0.844, -1.51448e-15
0.845, 3.01524e-15
0.846, -2.93556e-15
0.847, 2.57114e-15
0.848, -2.40265e-15
0.849, 1.94942e-15
0.85, -9.81576e-16
0.851, -8.0394e-16
0.852, 2.8376e-15
0.853, -2.5803e-15
0.854, 2.03823e-15
0.855, -2.84675e-15
0.856, 2.30469e-15
0.857, -2.71027e-16
0.858, -4.58212e-18
0.859, -9.33941e-17
0.86, -4.57943e-18
0.861, -8.03941e-16
0.862, 2.6187e-16
0.863, 1.73066e-16
0.864, -9.33997e-17
