sim_time, unit_box_Custom?world_angular_acceleration/z
0.713, -1.08886e-19
0.714, 2.9358e-19
0.715, -1.67115e-19
0.716, 2.56534e-19
0.717, -2.84331e-19
0.718, 3.09427e-19
0.719, -5.09701e-19
0.72, 2.84047e-19
0.721, 3.66589e-19
0.722, -3.53359e-19
0.723, -2.69047e-19
0.724, 5.74281e-20
0.725, 1.203e-19
0.726, -1.27649e-19
0.727, -1.02101e-19
0.728, 3.46848e-20
0.729, 1.64944e-19
0.73, 8.45628e-20
0.731, 7.94871e-20
0.732, -5.77753e-20
0.733, 1.62972e-19
0.734, -1.95816e-19
0.735, 1.18848e-19
0.736, -2.83171e-19
0.737, 7.23968e-20
0.738, 5.04622e-20
0.739, 3.59128e-20
0.74, -1.81047e-19
0.741, 3.57456e-19
0.742, -5.65895e-19
0.743, 8.66581e-20
0.744, 2.41127e-19
0.745, 1.11008e-19
0.746, -3.44226e-19
0.747, 3.56231e-19
0.748, -2.85889e-19
0.749, -1.89429e-20
0.75, 5.48385e-20
0.751, 1.43784e-19
0.752, -2.42381e-19
0.753, 1.9581e-19
0.754, 4.0162e-20
0.755, -2.22823e-19
0.756, 4.95519e-20
0.757, 1.86617e-19
0.758, 5.50673e-20
0.759, 3.63396e-19
0.76, -5.48898e-19
0.761, 1.94602e-19
0.762, 1.33833e-20
0.763, -4.01199e-19
0.764, 4.60587e-19
0.765, -2.69703e-19
0.766, 3.50964e-19
0.767, -5.2209e-19
0.768, 2.21313e-19
0.769, -1.61459e-19
0.77, 2.35856e-19
0.771, 2.47508e-19
0.772, -8.51577e-20
0.773, -5.21973e-20
0.774, -1.81792e-19
0.775, -3.3639e-19
0.776, 3.94341e-19
0.777, -3.10444e-19
0.778, 4.89959e-19
0.779, -3.94913e-19
0.78, 3.16366e-19
0.781, 1.2025e-19
0.782, -2.10451e-19
0.783, 7.52677e-20
0.784, -1.46743e-19
0.785, 5.34224e-19
0.786, -2.67697e-19
0.787, -2.41696e-19
0.788, -4.89513e-19
0.789, 4.12814e-19
0.79, 2.25966e-19
0.791, -7.82955e-20
0.792, -6.38003e-20
0.793, -9.77627e-20
0.794, 4.22261e-19
0.795, -4.95545e-19
0.796, 2.08274e-19
0.797, -2.27031e-19
0.798, -3.65852e-21
0.799, 5.33246e-20
0.8, 1.47871e-19
0.801, -3.97372e-20
0.802, 6.12122e-22
0.803, 1.03699e-19
0.804, 4.85023e-20
0.805, -8.25597e-20
0.806, -6.29357e-20
0.807, 7.77738e-20
0.808, 1.03821e-19
0.809, -1.7061e-19
0.81, -1.25145e-19
0.811, 1.84311e-19
0.812, -3.04793e-19
0.813, 5.03149e-19
0.814, -5.85678e-20
0.815, -1.05491e-19
0.816, -1.90074e-19
0.817, 2.23976e-19
0.818, 1.36259e-19
0.819, -4.06018e-19
0.82, -3.39044e-20
0.821, 4.19243e-19
0.822, -8.86243e-20
0.823, -3.15606e-19
0.824, 8.88404e-20
0.825, 6.69777e-20
0.826, -2.13666e-19
0.827, 2.6358e-19
0.828, 1.6282e-20
0.829, 7.41228e-20
0.83, 5.82682e-20
0.831, -2.0705e-20
0.832, 1.377e-20
0.833, -1.72484e-19
0.834, 2.70774e-19
0.835, -1.59285e-19
0.836, -7.02821e-20
0.837, -5.49067e-20
0.838, -1.00629e-19
0.839, 1.65135e-20
0.84, -1.30956e-19
0.841, -5.2966e-20
0.842, 3.47807e-19
0.843, 2.7224e-20
0.844, 3.35942e-20
0.845, -8.69488e-20
0.846, -1.28107e-19
0.847, 1.36782e-19
0.848, -9.54835e-20
0.849, -5.74406e-20
0.85, 7.60478e-20
0.851, 2.45905e-19
0.852, -3.93952e-19
0.853, 1.5683e-19
0.854, 6.27336e-20
0.855, 1.69967e-19
0.856, 9.32237e-23
0.857, -5.46008e-20
0.858, -1.25793e-19
0.859, 9.52039e-20
0.86, -7.26855e-20
0.861, 1.62202e-19
0.862, -3.23884e-20
0.863, -4.23661e-19
0.864, 3.66532e-19
0.865, 1.03769e-19
0.866, -2.81298e-19
0.867, -9.4202e-20
0.868, 3.89213e-19
0.869, -3.60381e-19
0.87, -6.61178e-20
0.871, 5.24186e-21
0.872, 2.52941e-19
0.873, 1.09677e-19
0.874, -8.21856e-20
0.875, -3.48322e-19
0.876, 2.12365e-19
0.877, -5.13094e-20
0.878, 8.35728e-20
0.879, -1.84935e-19
0.88, 2.09951e-19
0.881, 8.75618e-20
0.882, 1.0749e-21
0.883, -5.88763e-19
0.884, 5.78806e-19
0.885, -2.9636e-19
0.886, 4.79713e-20
0.887, 2.92008e-19
0.888, 3.52961e-21
0.889, -2.84464e-19
0.89, -1.129e-19
0.891, -2.58539e-20
0.892, 1.38099e-19
0.893, 3.02065e-19
0.894, -3.56014e-19
0.895, 4.28978e-19
0.896, -2.40127e-19
0.897, -1.2507e-19
0.898, 2.96819e-19
0.899, -2.25722e-19
0.9, 1.79461e-19
0.901, -2.73987e-19
0.902, 2.00058e-19
0.903, 1.65081e-19
0.904, -2.43709e-19
0.905, 6.15024e-21
0.906, -5.48016e-21
0.907, -2.88904e-20
0.908, 1.89045e-19
0.909, -5.98978e-19
0.91, 6.22418e-19
0.911, -8.71357e-20
0.912, -3.2509e-19
0.913, 7.11844e-19
0.914, -4.60542e-19
0.915, 1.37421e-19
0.916, -2.39718e-19
0.917, -3.01668e-20
0.918, 1.20308e-19
0.919, 4.24113e-20
0.92, -8.18167e-20
0.921, -3.89372e-20
0.922, 3.32517e-19
0.923, 2.8854e-19
0.924, -8.54e-19
0.925, 5.16942e-19
0.926, -1.79338e-19
0.927, 1.25692e-19
0.928, -3.44226e-19
0.929, 1.60453e-19
0.93, 3.19876e-19
0.931, -2.81431e-19
0.932, 2.54011e-19
0.933, -1.32859e-19
0.934, 1.03976e-19
0.935, -1.85927e-20
0.936, -9.42667e-20
0.937, -3.30086e-20
0.938, 6.21125e-20
0.939, -2.97218e-19
0.94, 7.69979e-20
0.941, 2.58252e-19
0.942, -3.78247e-19
0.943, 2.74264e-19
0.944, -2.57934e-19
0.945, 6.30471e-20
0.946, 4.00896e-19
0.947, -3.90881e-19
0.948, 4.42644e-20
0.949, 1.39393e-19
0.95, -4.93558e-20
0.951, -2.0119e-19
0.952, -1.07893e-19
0.953, 7.5731e-19
0.954, -5.46519e-19
0.955, 4.71425e-19
0.956, -3.52087e-19
0.957, -2.45442e-19
0.958, 2.69959e-19
0.959, -2.52729e-19
0.96, 1.58412e-19
0.961, -2.33405e-20
0.962, -3.72264e-20
0.963, 5.29044e-20
0.964, 1.43836e-19
0.965, -1.82385e-19
0.966, 1.11097e-19
0.967, -8.27165e-20
0.968, -5.18091e-20
0.969, -1.17013e-19
0.97, 2.38166e-19
0.971, 4.53413e-20
0.972, -1.50501e-19
0.973, 2.33439e-19
0.974, -2.74623e-19
0.975, -1.32203e-19
0.976, 8.179e-20
0.977, 1.94829e-19
0.978, 3.36324e-19
0.979, -2.71894e-19
0.98, 1.09797e-19
0.981, -5.92333e-20
0.982, -1.27672e-19
0.983, -6.73238e-20
0.984, 7.6818e-20
0.985, 6.22712e-20
0.986, -9.64866e-20
0.987, 7.05477e-20
0.988, 1.53177e-19
0.989, -2.97953e-19
0.99, 3.43357e-19
0.991, -5.46273e-20
0.992, -3.05608e-19
0.993, 3.76381e-20
0.994, 1.05594e-19
0.995, 9.52039e-20
0.996, -2.25941e-19
0.997, -1.19955e-19
0.998, 4.42015e-20
0.999, -1.08169e-19
1, 1.52386e-19
1.001, -1.24347e-19
1.002, 6.58959e-19
1.003, -1.90585e-19
1.004, -2.94208e-20
1.005, -4.23661e-19
1.006, 1.11456e-19
1.007, 1.02189e-19
1.008, 8.19292e-20
1.009, 8.06739e-20
1.01, -3.18061e-19
1.011, 1.8238e-19
1.012, -1.16489e-19
1.013, 5.19589e-19
1.014, -5.02864e-19
1.015, 2.01328e-19
1.016, -1.75935e-19
1.017, 5.21062e-20
1.018, -4.57998e-21
1.019, 8.34258e-20
1.02, -5.97188e-20
1.021, -2.78661e-19
1.022, 1.17049e-19
1.023, 7.60461e-21
1.024, 4.00593e-19
1.025, -3.45755e-19
1.026, 7.63495e-21
1.027, -1.063e-19
1.028, 1.90831e-19
1.029, 2.2614e-19
1.03, -1.73066e-19
1.031, 1.40162e-19
1.032, -8.57783e-20
1.033, 2.86499e-20
1.034, 2.1554e-21
1.035, -1.37768e-19
1.036, -2.72152e-19
1.037, 2.51376e-19
1.038, -4.3154e-20
1.039, -3.88565e-19
1.04, 8.11031e-19
1.041, -1.65796e-19
1.042, -1.88169e-19
1.043, -2.57033e-20
1.044, 9.22803e-20
1.045, -6.1698e-20
1.046, -1.38215e-19
1.047, 5.41511e-19
1.048, -5.32211e-19
1.049, 1.07747e-19
1.05, 2.25622e-19
1.051, 6.34874e-20
1.052, -8.4651e-20
1.053, -2.90646e-19
1.054, -4.34923e-20
1.055, 1.99459e-19
1.056, -4.23849e-20
1.057, 2.04564e-19
1.058, -1.32991e-19
1.059, -2.18608e-19
1.06, 4.44489e-19
1.061, -1.57412e-20
1.062, -4.00213e-19
1.063, 1.66741e-19
1.064, -2.00336e-19
1.065, 2.32513e-19
1.066, 3.22032e-20
1.067, 1.24797e-19
