sim_time, unit_box_Custom?world_angular_acceleration/y
0.843, -7.19692e-16
0.844, -3.02897e-15
0.845, 6.03047e-15
0.846, -5.87112e-15
0.847, 5.14229e-15
0.848, -4.80532e-15
0.849, 3.89884e-15
0.85, -1.96315e-15
0.851, -1.60786e-15
0.852, 5.67516e-15
0.853, -5.16059e-15
0.854, 4.07646e-15
0.855, -5.69347e-15
0.856, 4.60938e-15
0.857, -5.42053e-16
0.858, -9.17159e-18
0.859, -1.86789e-16
0.86, -9.17045e-18
0.861, -1.60786e-15
0.862, 5.23728e-16
0.863, 3.46105e-16
0.864, -1.86773e-16
0.865, 1.68493e-16
0.866, 5.23725e-16
0.867, -8.97331e-16
0.868, -3.64406e-16
0.869, 2.12245e-15
0.87, 1.68488e-16
0.871, -1.07497e-15
0.872, -1.07495e-15
0.873, 1.58958e-15
0.874, 2.65538e-15
0.875, -3.91713e-15
0.876, -1.43023e-15
0.877, 4.25411e-15
0.878, -7.64748e-15
0.879, 7.80681e-15
0.88, -4.62768e-15
0.881, 3.54357e-15
0.882, -7.1969e-16
0.883, -2.67372e-15
0.884, 2.6554e-15
0.885, -3.64426e-16
0.886, -8.97321e-16
0.887, -1.2526e-15
0.888, 6.38573e-15
0.889, -5.51585e-15
0.89, -1.96315e-15
0.891, 5.49756e-15
0.892, -3.56188e-15
0.893, 8.79041e-16
0.894, -7.19725e-16
0.895, 2.83304e-15
0.896, 2.65537e-15
0.897, -8.35804e-15
0.898, 3.36595e-15
0.899, 8.79011e-16
0.9, 7.01393e-16
0.901, -3.64434e-16
0.902, -7.19685e-16
0.903, -2.67367e-15
0.904, 3.01064e-15
0.905, -8.97324e-16
0.906, 5.23755e-16
0.907, -1.78551e-15
0.908, 4.78701e-15
0.909, -6.0488e-15
0.91, 4.96466e-15
0.911, 5.23749e-16
0.912, -6.04876e-15
0.913, 5.31994e-15
0.914, 8.7901e-16
0.915, -4.09477e-15
0.916, 3.89884e-15
0.917, -6.93695e-15
0.918, 5.6752e-15
0.919, 3.46128e-16
0.92, -1.78551e-15
0.921, -7.19687e-16
0.922, 1.76722e-15
0.923, 4.07648e-15
0.924, -3.38426e-15
0.925, -3.64409e-16
0.926, -3.02895e-15
0.927, 3.36593e-15
0.928, -2.49606e-15
0.929, -3.20658e-15
0.93, 5.14229e-15
0.931, 1.4119e-15
0.932, -4.45001e-15
0.933, 3.54355e-15
0.934, -1.60787e-15
0.935, -3.64417e-16
0.936, 2.65537e-15
0.937, 5.23759e-16
0.938, -4.45005e-15
0.939, 2.83301e-15
0.94, 1.05667e-15
0.941, 3.46126e-16
0.942, -5.69349e-15
0.943, 4.25412e-15
0.944, -1.2526e-15
0.945, -1.96313e-15
0.946, 5.1423e-15
0.947, -6.04877e-15
0.948, 3.72118e-15
0.949, 1.41194e-15
0.95, -1.07497e-15
0.951, -2.14077e-15
0.952, 1.68479e-16
0.953, -9.12442e-18
0.954, 1.7672e-15
0.955, 2.47777e-15
0.956, -1.43026e-15
0.957, -3.02894e-15
0.958, 1.2343e-15
0.959, -1.60788e-15
0.96, 5.14231e-15
0.961, -4.27243e-15
0.962, 5.23753e-16
0.963, 8.79041e-16
0.964, 2.65538e-15
0.965, -5.16058e-15
0.966, 5.49757e-15
0.967, -6.22641e-15
0.968, 4.43173e-15
0.969, -9.14484e-18
0.97, -2.3184e-15
0.971, -1.60786e-15
0.972, 3.36592e-15
0.973, -1.2526e-15
0.974, 8.79015e-16
0.975, -1.43022e-15
0.976, -1.7855e-15
0.977, 3.89885e-15
0.978, 1.23431e-15
0.979, -4.62771e-15
0.98, 4.43175e-15
0.981, -7.29223e-15
0.982, 4.25411e-15
0.983, 2.47776e-15
0.984, 1.7672e-15
0.985, -4.27241e-15
0.986, -8.97321e-16
0.987, 1.23431e-15
0.988, 1.23431e-15
0.989, 8.79025e-16
0.99, 1.68507e-16
0.991, -2.67369e-15
0.992, -3.20661e-15
0.993, 3.72119e-15
0.994, -9.16184e-18
0.995, -1.86789e-16
0.996, -9.17107e-18
0.997, -1.78551e-15
0.998, 4.07647e-15
0.999, 1.68474e-16
1, -6.22639e-15
1.001, 4.25411e-15
1.002, 1.58959e-15
1.003, -2.31842e-15
1.004, 5.23731e-16
1.005, 3.46105e-16
1.006, -1.96312e-15
1.007, 5.31992e-15
1.008, -5.87112e-15
1.009, 3.36592e-15
1.01, -2.49607e-15
1.011, -2.14077e-15
1.012, 4.25409e-15
1.013, 1.5896e-15
1.014, -5.87114e-15
1.015, 5.49755e-15
1.016, -9.15007e-18
1.017, -3.02894e-15
1.018, 5.23752e-16
1.019, 5.23763e-16
1.02, -1.07497e-15
1.021, -1.25261e-15
1.022, 2.47776e-15
1.023, 1.23429e-15
1.024, -3.64401e-16
1.025, -1.60788e-15
1.026, -7.19682e-16
1.027, -7.19705e-16
1.028, 7.27392e-15
1.029, -3.38423e-15
1.03, -2.49605e-15
1.031, 5.23736e-16
1.032, -5.42046e-16
1.033, -1.86794e-16
1.034, 3.46118e-16
1.035, 1.41191e-15
1.036, -1.2526e-15
1.037, -1.96314e-15
1.038, 2.83301e-15
1.039, -8.97336e-16
1.04, 2.12251e-15
1.041, 5.23729e-16
1.042, -6.58167e-15
1.043, 6.74102e-15
1.044, -2.31842e-15
1.045, 3.46126e-16
1.046, -1.07497e-15
1.047, 1.58959e-15
1.048, -1.96315e-15
1.049, -8.97326e-16
1.05, 6.74102e-15
1.051, -4.80532e-15
1.052, 5.23732e-16
1.053, -1.78552e-15
1.054, 2.12247e-15
1.055, 5.23727e-16
1.056, -9.16133e-18
1.057, -1.78549e-15
1.058, -2.14077e-15
1.059, 6.20809e-15
1.06, -5.3382e-15
1.061, 3.01065e-15
1.062, -3.20661e-15
1.063, 2.30013e-15
1.064, -9.15733e-18
1.065, -2.31842e-15
