sim_time, unit_box_Custom?world_angular_acceleration/y
0.968, -1.81593
0.969, 12.8371
0.97, 1.86151
0.971, -12.8843
0.972, -1.81542
0.973, 12.8366
0.974, 1.86197
0.975, -12.8848
0.976, -1.81491
0.977, 12.836
0.978, 1.86245
0.979, -12.8852
0.98, -1.81437
0.981, 12.8354
0.982, 1.86293
0.983, -12.8858
0.984, -1.81383
0.985, 12.8348
0.986, 1.86343
0.987, -12.8863
0.988, -1.81327
0.989, 12.8342
0.99, 1.86393
0.991, -12.8868
0.992, -1.81269
0.993, 12.8335
0.994, 1.86445
0.995, -12.8873
0.996, -1.8121
0.997, 12.8328
0.998, 1.86498
0.999, -12.8879
1, -1.8115
1.001, 12.8322
1.002, 1.86552
1.003, -12.8884
1.004, -1.81087
1.005, 12.8314
1.006, 1.86608
1.007, -12.889
1.008, -1.81023
1.009, 12.8307
1.01, 1.86671
1.011, -12.8895
1.012, -1.8097
1.013, 12.8124
1.014, 1.90212
1.015, -12.8598
1.016, -1.84985
1.017, 12.7882
1.018, 1.90472
1.019, -12.8314
1.02, -1.86147
1.021, 12.8382
1.022, 1.87376
1.023, -12.8079
1.024, -1.8799
1.025, 12.8443
1.026, 1.86759
1.027, -12.8092
1.028, -1.87883
1.029, 12.8393
1.03, 1.87032
1.031, -12.8116
1.032, -1.8752
1.033, 12.8343
1.034, 1.87236
1.035, -12.8111
1.036, -1.87275
1.037, 12.8298
1.038, 1.87289
1.039, -12.8144
1.04, -1.85863
1.041, 12.8338
1.042, 1.86022
1.043, -12.8281
1.044, -1.84735
1.045, 12.8319
1.046, 1.8585
1.047, -12.8179
1.048, -1.84918
1.049, 12.8283
1.05, 1.85492
1.051, -12.8089
1.052, -1.84959
1.053, 12.8218
1.054, 1.85267
1.055, -12.8001
1.056, -1.84876
1.057, 12.8133
1.058, 6.35273e-22
1.059, -9.92303
1.06, -1.0368
1.061, 11.2489
1.062, -5.70094
1.063, -2.54109e-21
1.064, -0.434977
1.065, 1.32243e-38
1.066, 0.806368
1.067, -2.64485e-38
1.068, -0.744069
1.069, 3.17637e-22
1.07, 0.72164
1.071, 2.38228e-22
1.072, -0.659225
1.073, 0.206513
1.074, -6.35273e-22
1.075, -1.27055e-21
1.076, -0.346626
1.077, -0.156287
1.078, 5.77424
1.079, -10.0628
1.08, -2.77497
1.081, 13.2258
1.082, 1.45309
1.083, -12.4551
1.084, -2.19769
1.085, 13.0516
1.086, 1.66529
1.087, -12.6899
1.088, -2.00476
1.089, 12.9028
1.09, 1.79441
1.091, -12.7852
1.092, -1.91966
1.093, 12.845
1.094, 1.84498
1.095, -12.8169
1.096, -1.8887
1.097, 12.8233
1.098, 1.86202
1.099, -12.8251
1.1, 5.5278
1.101, -9.92615e-24
1.102, -8.07145e-43
1.103, 0.00897013
1.104, -0.216304
1.105, 0.448567
1.106, 5.22784
1.107, -10.5679
1.108, 5.0855
1.109, 4.96307e-24
1.11, 4.96307e-24
1.111, 0.110163
1.112, -0.0812058
1.113, -5.34627
1.114, 10.6706
1.115, -2.76299
1.116, -5.11992
1.117, 2.47046
1.118, 0.0891105
1.119, 7.7548e-26
1.12, -0.0066203
1.121, 0.00529417
1.122, 4.20591
1.123, -8.40584
1.124, -4.45481
1.125, 17.3003
1.126, 0.8652
1.127, -19.0051
1.128, -0.229507
1.129, 19.4259
1.13, 0.0726386
1.131, -19.5298
1.132, -0.0339244
1.133, 19.5555
1.134, 0.0243404
1.135, -19.5618
1.136, -0.0219977
1.137, 19.5634
1.138, 0.0213958
1.139, -19.5638
1.14, -0.0212724
1.141, 19.5639
1.142, 0.0212164
1.143, -19.5639
1.144, -0.0212262
1.145, 19.5639
1.146, 0.0212049
1.147, -19.5639
1.148, -0.0212233
1.149, 19.5639
1.15, 0.0212042
1.151, -19.5639
1.152, -0.0212231
1.153, 19.5639
1.154, 0.0212042
1.155, -19.5639
1.156, -0.0212231
1.157, 19.5639
1.158, 0.0212042
1.159, -19.5639
1.16, -0.0212231
1.161, 19.5639
1.162, 0.0212042
1.163, -19.5639
1.164, -0.0212231
1.165, 19.5639
1.166, 0.0212042
1.167, -19.5639
1.168, -0.0212231
1.169, 19.5639
1.17, 0.0212042
1.171, -19.5639
1.172, -0.0212231
1.173, 19.5639
1.174, 0.0212042
1.175, -19.5639
1.176, -0.0212231
1.177, 19.5639
1.178, 0.0212042
1.179, -19.5639
1.18, -0.0212231
1.181, 19.5639
1.182, 0.0212042
1.183, -19.5639
1.184, -0.0212231
1.185, 19.5639
1.186, 0.0212042
1.187, -19.5639
1.188, -0.0212231
1.189, 19.5639
1.19, 0.0212042
1.191, -19.5639
1.192, -0.0212231
1.193, 19.5639
1.194, 0.0212042
1.195, -19.5639
1.196, -0.0212231
1.197, 19.5639
1.198, 0.0212042
1.199, -19.5639
1.2, -0.0212231
1.201, 19.5639
1.202, 0.0212042
1.203, -19.5639
1.204, -0.0212231
1.205, 19.5639
1.206, 0.0212042
1.207, -19.5639
1.208, -0.0212231
1.209, 19.5639
1.21, 0.0212042
1.211, -19.5639
1.212, -0.0212231
1.213, 19.5639
1.214, 0.0212042
1.215, -19.5639
1.216, -0.0212231
1.217, 19.5639
1.218, 0.0212042
1.219, -19.5639
1.22, -0.0212231
1.221, 19.5639
1.222, 0.0212042
1.223, -19.5639
1.224, -0.0212231
1.225, 19.5639
1.226, 0.0212042
1.227, -19.5639
1.228, -0.0212231
1.229, 19.5639
1.23, 0.0212042
1.231, -19.5639
1.232, -0.0212231
1.233, 19.5639
1.234, 0.0212042
1.235, -19.5639
1.236, -0.0212231
1.237, 19.5639
1.238, 0.0212042
1.239, -19.5639
1.24, -0.0212231
1.241, 19.5639
1.242, 0.0212042
1.243, -19.5639
1.244, -0.0212231
1.245, 19.5639
1.246, 0.0212042
1.247, -19.5639
1.248, -0.0212231
1.249, 19.5639
1.25, 0.0212042
1.251, -19.5639
1.252, -0.0212231
1.253, 19.5639
1.254, 0.0212042
1.255, -19.5639
1.256, -0.0212231
1.257, 19.5639
1.258, 0.0212042
1.259, -19.5639
1.26, -0.0212231
1.261, 19.5639
1.262, 0.0212042
1.263, -19.5639
1.264, -0.0212231
1.265, 19.5639
1.266, 0.0212042
1.267, -19.5639
1.268, -0.0212231
1.269, 19.5639
1.27, 0.0212042
1.271, -19.5639
1.272, -0.0212231
1.273, 19.5639
1.274, 0.0212042
1.275, -19.5639
1.276, -0.0212231
1.277, 19.5639
1.278, 0.0212042
1.279, -19.5639
1.28, -0.0212231
1.281, 19.5639
1.282, 0.0212042
1.283, -19.5639
1.284, -0.0212231
1.285, 19.5639
1.286, 0.0212042
1.287, -19.5639
1.288, -0.0212231
1.289, 19.5639
1.29, 0.0212042
1.291, -19.5639
1.292, -0.0212231
1.293, 19.5639
1.294, 0.0212042
1.295, -19.5639
1.296, -0.0212231
1.297, 19.5639
1.298, 0.0212042
1.299, -19.5639
1.3, -0.0212231
1.301, 19.5639
1.302, 0.0212042
1.303, -19.5639
1.304, -0.0212231
1.305, 19.5639
1.306, 0.0212042
1.307, -19.5639
1.308, -0.0212231
1.309, 19.5639
1.31, 0.0212042
1.311, -19.5639
1.312, -0.0212231
1.313, 19.5639
1.314, 0.0212042
1.315, -19.5639
1.316, -0.0212231
1.317, 19.5639
1.318, 0.0212042
1.319, -19.5639
1.32, -0.0212231
1.321, 19.5639
1.322, 0.0212042
1.323, -19.5639
1.324, -0.0212231
