sim_time, unit_box_Custom?world_angular_velocity/y
1.507, -0.00977135
1.508, -0.00979257
1.509, 0.00977136
1.51, 0.00979256
1.511, -0.00977135
1.512, -0.00979257
1.513, 0.00977136
1.514, 0.00979256
1.515, -0.00977135
1.516, -0.00979257
1.517, 0.00977136
1.518, 0.00979256
1.519, -0.00977135
1.52, -0.00979257
1.521, 0.00977136
1.522, 0.00979256
1.523, -0.00977135
1.524, -0.00979257
1.525, 0.00977136
1.526, 0.00979256
1.527, -0.00977135
1.528, -0.00979257
1.529, 0.00977136
1.53, 0.00979256
1.531, -0.00977135
1.532, -0.00979257
1.533, 0.00977136
1.534, 0.00979256
1.535, -0.00977135
1.536, -0.00979257
1.537, 0.00977136
1.538, 0.00979256
1.539, -0.00977135
1.54, -0.00979257
1.541, 0.00977136
1.542, 0.00979256
1.543, -0.00977135
1.544, -0.00979257
1.545, 0.00977136
1.546, 0.00979256
1.547, -0.00977135
1.548, -0.00979257
1.549, 0.00977136
1.55, 0.00979256
1.551, -0.00977135
1.552, -0.00979257
1.553, 0.00977136
1.554, 0.00979256
1.555, -0.00977135
1.556, -0.00979257
1.557, 0.00977136
1.558, 0.00979256
1.559, -0.00977135
1.56, -0.00979257
1.561, 0.00977136
1.562, 0.00979256
1.563, -0.00977135
1.564, -0.00979257
1.565, 0.00977136
1.566, 0.00979256
1.567, -0.00977135
1.568, -0.00979257
1.569, 0.00977136
1.57, 0.00979256
1.571, -0.00977135
1.572, -0.00979257
1.573, 0.00977136
1.574, 0.00979256
1.575, -0.00977135
1.576, -0.00979257
1.577, 0.00977136
1.578, 0.00979256
1.579, -0.00977135
1.58, -0.00979257
1.581, 0.00977136
1.582, 0.00979256
1.583, -0.00977135
1.584, -0.00979257
1.585, 0.00977136
1.586, 0.00979256
1.587, -0.00977135
1.588, -0.00979257
1.589, 0.00977136
1.59, 0.00979256
1.591, -0.00977135
1.592, -0.00979257
1.593, 0.00977136
1.594, 0.00979256
1.595, -0.00977135
1.596, -0.00979257
1.597, 0.00977136
1.598, 0.00979256
1.599, -0.00977135
1.6, -0.00979257
1.601, 0.00977136
1.602, 0.00979256
