sim_time, unit_box_Custom?world_pose/orientation/roll
0.001, 2.83259e-20
0.002, -1.34691e-10
0.003, -5.9923e-08
0.004, -1.16077e-07
0.005, -1.72304e-07
0.006, -2.28492e-07
0.007, -2.84723e-07
0.008, -3.40918e-07
0.009, -3.97212e-07
0.01, -4.5347e-07
0.011, -5.09792e-07
0.012, -5.6608e-07
0.013, -6.22492e-07
0.014, -6.78875e-07
0.015, -7.3534e-07
0.016, -7.91772e-07
0.017, -8.48357e-07
0.018, -9.04919e-07
0.019, -9.61579e-07
0.02, -1.01821e-06
0.021, -1.07502e-06
0.022, -1.13182e-06
0.023, -1.18872e-06
0.024, -1.2456e-06
0.025, -1.3027e-06
0.026, -1.35978e-06
0.027, -1.41698e-06
0.028, -1.47417e-06
0.029, -1.5316e-06
0.03, -1.58902e-06
0.031, -1.64658e-06
0.032, -1.70412e-06
0.033, -1.76194e-06
0.034, -1.81975e-06
0.035, -1.87772e-06
0.036, -1.93567e-06
0.037, -1.99394e-06
0.038, -2.0522e-06
0.039, -2.11064e-06
0.04, -2.16905e-06
0.041, -2.22781e-06
0.042, -2.28658e-06
0.043, -2.34553e-06
0.044, -2.40447e-06
0.045, -2.46378e-06
0.046, -2.52311e-06
0.047, -2.58264e-06
0.048, -2.64215e-06
0.049, -2.70207e-06
0.05, -2.76201e-06
0.051, -2.82217e-06
0.052, -2.88231e-06
0.053, -2.9429e-06
0.054, -3.00351e-06
0.055, -3.06436e-06
0.056, -3.12519e-06
0.057, -3.18651e-06
0.058, -3.24784e-06
0.059, -3.30943e-06
0.06, -3.37101e-06
0.061, -3.4331e-06
0.062, -3.49523e-06
0.063, -3.55762e-06
0.064, -3.62e-06
0.065, -3.68293e-06
0.066, -3.7459e-06
0.067, -3.80915e-06
0.068, -3.8724e-06
0.069, -3.93623e-06
0.07, -4.00009e-06
0.071, -4.06427e-06
0.072, -4.12844e-06
0.073, -4.19322e-06
0.074, -4.25805e-06
0.075, -4.32321e-06
0.076, -4.38836e-06
0.077, -4.45417e-06
0.078, -4.52002e-06
0.079, -4.58621e-06
0.08, -4.65241e-06
0.081, -4.7193e-06
0.082, -4.78624e-06
0.083, -4.85354e-06
0.084, -4.92084e-06
0.085, -4.98887e-06
0.086, -5.05696e-06
0.087, -5.12543e-06
0.088, -5.1939e-06
0.089, -5.26314e-06
0.09, -5.33244e-06
0.091, -5.40214e-06
0.092, -5.47185e-06
0.093, -5.54236e-06
0.094, -5.61294e-06
0.095, -5.68393e-06
0.096, -5.75494e-06
0.097, -5.82679e-06
0.098, -5.89872e-06
0.099, -5.97108e-06
0.1, -6.04345e-06
0.101, -6.11671e-06
0.102, -6.19005e-06
0.103, -6.26384e-06
0.104, -6.33765e-06
0.105, -6.41238e-06
0.106, -6.4872e-06
0.107, -6.56249e-06
0.108, -6.63781e-06
0.109, -6.71408e-06
0.11, -6.79045e-06
0.111, -6.86732e-06
0.112, -6.94421e-06
0.113, -7.0221e-06
0.114, -7.1001e-06
0.115, -7.17861e-06
0.116, -7.25715e-06
0.117, -7.33673e-06
0.118, -7.41642e-06
0.119, -7.49665e-06
0.12, -7.57691e-06
0.121, -7.65826e-06
0.122, -7.73972e-06
0.123, -7.82175e-06
0.124, -7.90381e-06
0.125, -7.987e-06
0.126, -8.07031e-06
0.127, -8.1542e-06
0.128, -8.23814e-06
0.129, -8.32325e-06
0.13, -8.40848e-06
0.131, -8.49433e-06
0.132, -8.58022e-06
0.133, -8.66733e-06
0.134, -8.75457e-06
0.135, -8.84245e-06
0.136, -8.93038e-06
0.137, -9.01957e-06
0.138, -9.1089e-06
0.139, -9.19889e-06
0.14, -9.28893e-06
0.141, -9.38029e-06
0.142, -9.47179e-06
0.143, -9.56398e-06
0.144, -9.65623e-06
0.145, -9.74984e-06
0.146, -9.8436e-06
0.147, -9.93808e-06
0.148, -1.00326e-05
0.149, -1.01286e-05
0.15, -1.02247e-05
0.151, -1.03215e-05
0.152, -1.04184e-05
0.153, -1.05168e-05
0.154, -1.06154e-05
0.155, -1.07147e-05
0.156, -1.08141e-05
0.157, -1.0915e-05
0.158, -1.1016e-05
0.159, -1.11179e-05
0.16, -1.12199e-05
0.161, -1.13234e-05
0.162, -1.14271e-05
0.163, -1.15316e-05
0.164, -1.16362e-05
0.165, -1.17424e-05
0.166, -1.18489e-05
0.167, -1.19562e-05
0.168, -1.20635e-05
0.169, -1.21726e-05
0.17, -1.22818e-05
0.171, -1.23919e-05
0.172, -1.25022e-05
0.173, -1.26141e-05
0.174, -1.27263e-05
0.175, -1.28394e-05
0.176, -1.29526e-05
0.177, -1.30676e-05
0.178, -1.31828e-05
0.179, -1.32989e-05
0.18, -1.34152e-05
0.181, -1.35333e-05
0.182, -1.36516e-05
0.183, -1.3771e-05
0.184, -1.38904e-05
0.185, -1.40118e-05
0.186, -1.41334e-05
0.187, -1.4256e-05
0.188, -1.43787e-05
0.189, -1.45034e-05
0.19, -1.46284e-05
0.191, -1.47544e-05
0.192, -1.48806e-05
0.193, -1.50087e-05
0.194, -1.51372e-05
0.195, -1.52667e-05
0.196, -1.53964e-05
0.197, -1.55282e-05
0.198, -1.56602e-05
0.199, -1.57934e-05
0.2, -1.59267e-05
0.201, -1.60622e-05
0.202, -1.61979e-05
0.203, -1.63349e-05
0.204, -1.6472e-05
0.205, -1.66113e-05
0.206, -1.67509e-05
0.207, -1.68918e-05
0.208, -1.70328e-05
0.209, -1.71761e-05
0.21, -1.73197e-05
0.211, -1.74646e-05
0.212, -1.76096e-05
0.213, -1.7757e-05
0.214, -1.79047e-05
0.215, -1.80538e-05
0.216, -1.8203e-05
0.217, -1.83547e-05
0.218, -1.85066e-05
0.219, -1.866e-05
0.22, -1.88135e-05
0.221, -1.89696e-05
0.222, -1.9126e-05
0.223, -1.92838e-05
0.224, -1.94418e-05
0.225, -1.96023e-05
0.226, -1.97633e-05
0.227, -1.99257e-05
0.228, -2.00883e-05
0.229, -2.02535e-05
0.23, -2.04192e-05
0.231, -2.05863e-05
0.232, -2.07537e-05
0.233, -2.09238e-05
0.234, -2.10943e-05
0.235, -2.12664e-05
0.236, -2.14386e-05
0.237, -2.16137e-05
0.238, -2.17892e-05
0.239, -2.19664e-05
0.24, -2.21437e-05
0.241, -2.2324e-05
0.242, -2.25047e-05
0.243, -2.26871e-05
0.244, -2.28697e-05
0.245, -2.30553e-05
0.246, -2.32413e-05
0.247, -2.34291e-05
0.248, -2.36172e-05
0.249, -2.38083e-05
0.25, -2.39999e-05
0.251, -2.41932e-05
0.252, -2.43869e-05
0.253, -2.45837e-05
0.254, -2.47809e-05
0.255, -2.49801e-05
0.256, -2.51795e-05
0.257, -2.53822e-05
0.258, -2.55853e-05
0.259, -2.57905e-05
0.26, -2.59958e-05
0.261, -2.62046e-05
0.262, -2.64138e-05
0.263, -2.66251e-05
0.264, -2.68366e-05
0.265, -2.70517e-05
0.266, -2.72672e-05
0.267, -2.74848e-05
0.268, -2.77027e-05
0.269, -2.79242e-05
0.27, -2.81461e-05
0.271, -2.83703e-05
0.272, -2.85948e-05
0.273, -2.88229e-05
0.274, -2.90516e-05
0.275, -2.92826e-05
0.276, -2.95138e-05
0.277, -2.97488e-05
0.278, -2.99844e-05
0.279, -3.02223e-05
0.28, -3.04606e-05
0.281, -3.07027e-05
0.282, -3.09454e-05
0.283, -3.11906e-05
0.284, -3.1436e-05
0.285, -3.16855e-05
0.286, -3.19356e-05
0.287, -3.21881e-05
0.288, -3.2441e-05
0.289, -3.26981e-05
0.29, -3.29558e-05
0.291, -3.3216e-05
0.292, -3.34766e-05
0.293, -3.37415e-05
0.294, -3.4007e-05
0.295, -3.42751e-05
0.296, -3.45436e-05
0.297, -3.48166e-05
0.298, -3.50902e-05
0.299, -3.53665e-05
0.3, -3.56432e-05
0.301, -3.59245e-05
0.302, -3.62064e-05
0.303, -3.64911e-05
0.304, -3.67763e-05
0.305, -3.70661e-05
0.306, -3.73566e-05
0.307, -3.76501e-05
0.308, -3.7944e-05
0.309, -3.82427e-05
0.31, -3.85421e-05
0.311, -3.88445e-05
0.312, -3.91474e-05
0.313, -3.94552e-05
0.314, -3.97638e-05
0.315, -4.00755e-05
0.316, -4.03876e-05
0.317, -4.07049e-05
0.318, -4.10229e-05
0.319, -4.13442e-05
0.32, -4.16659e-05
0.321, -4.19929e-05
0.322, -4.23206e-05
0.323, -4.26517e-05
0.324, -4.29833e-05
0.325, -4.33203e-05
0.326, -4.36581e-05
0.327, -4.39994e-05
0.328, -4.43412e-05
0.329, -4.46886e-05
0.33, -4.50367e-05
0.331, -4.53885e-05
0.332, -4.57408e-05
0.333, -4.60989e-05
0.334, -4.64577e-05
0.335, -4.68204e-05
0.336, -4.71835e-05
0.337, -4.75526e-05
0.338, -4.79224e-05
0.339, -4.82962e-05
0.34, -4.86705e-05
0.341, -4.9051e-05
0.342, -4.94322e-05
0.343, -4.98176e-05
0.344, -5.02034e-05
0.345, -5.05956e-05
0.346, -5.09886e-05
0.347, -5.13858e-05
0.348, -5.17835e-05
0.349, -5.21877e-05
0.35, -5.25929e-05
0.351, -5.30023e-05
0.352, -5.34123e-05
0.353, -5.3829e-05
0.354, -5.42467e-05
0.355, -5.46687e-05
0.356, -5.50914e-05
0.357, -5.5521e-05
0.358, -5.59515e-05
0.359, -5.63866e-05
0.36, -5.68224e-05
0.361, -5.72652e-05
0.362, -5.7709e-05
0.363, -5.81575e-05
0.364, -5.86068e-05
0.365, -5.90632e-05
0.366, -5.95208e-05
0.367, -5.99832e-05
0.368, -6.04463e-05
0.369, -6.09169e-05
0.37, -6.13886e-05
0.371, -6.18653e-05
0.372, -6.23427e-05
0.373, -6.28279e-05
0.374, -6.33141e-05
0.375, -6.38056e-05
0.376, -6.42978e-05
0.377, -6.4798e-05
0.378, -6.52993e-05
0.379, -6.5806e-05
0.38, -6.63134e-05
0.381, -6.68291e-05
0.382, -6.73459e-05
0.383, -6.78683e-05
0.384, -6.83915e-05
0.385, -6.89231e-05
0.386, -6.94558e-05
0.387, -6.99944e-05
0.388, -7.05338e-05
0.389, -7.10819e-05
0.39, -7.16312e-05
0.391, -7.21864e-05
0.392, -7.27426e-05
0.393, -7.33076e-05
0.394, -7.38739e-05
0.395, -7.44464e-05
