sim_time, unit_box_Custom?world_linear_velocity/z
1.273, 0.00489116
1.274, -0.00489116
1.275, 0.00489116
1.276, -0.00489116
1.277, 0.00489116
1.278, -0.00489116
1.279, 0.00489116
1.28, -0.00489116
1.281, 0.00489116
1.282, -0.00489116
1.283, 0.00489116
1.284, -0.00489116
1.285, 0.00489116
1.286, -0.00489116
1.287, 0.00489116
1.288, -0.00489116
1.289, 0.00489116
1.29, -0.00489116
1.291, 0.00489116
1.292, -0.00489116
1.293, 0.00489116
1.294, -0.00489116
1.295, 0.00489116
1.296, -0.00489116
1.297, 0.00489116
1.298, -0.00489116
1.299, 0.00489116
1.3, -0.00489116
1.301, 0.00489116
1.302, -0.00489116
1.303, 0.00489116
1.304, -0.00489116
1.305, 0.00489116
1.306, -0.00489116
1.307, 0.00489116
1.308, -0.00489116
1.309, 0.00489116
1.31, -0.00489116
1.311, 0.00489116
1.312, -0.00489116
1.313, 0.00489116
1.314, -0.00489116
1.315, 0.00489116
1.316, -0.00489116
1.317, 0.00489116
1.318, -0.00489116
1.319, 0.00489116
1.32, -0.00489116
1.321, 0.00489116
1.322, -0.00489116
1.323, 0.00489116
1.324, -0.00489116
1.325, 0.00489116
1.326, -0.00489116
1.327, 0.00489116
1.328, -0.00489116
1.329, 0.00489116
1.33, -0.00489116
1.331, 0.00489116
1.332, -0.00489116
1.333, 0.00489116
1.334, -0.00489116
1.335, 0.00489116
1.336, -0.00489116
1.337, 0.00489116
1.338, -0.00489116
1.339, 0.00489116
1.34, -0.00489116
1.341, 0.00489116
1.342, -0.00489116
1.343, 0.00489116
1.344, -0.00489116
1.345, 0.00489116
1.346, -0.00489116
1.347, 0.00489116
1.348, -0.00489116
1.349, 0.00489116
1.35, -0.00489116
1.351, 0.00489116
1.352, -0.00489116
1.353, 0.00489116
1.354, -0.00489116
1.355, 0.00489116
1.356, -0.00489116
1.357, 0.00489116
1.358, -0.00489116
1.359, 0.00489116
1.36, -0.00489116
1.361, 0.00489116
1.362, -0.00489116
1.363, 0.00489116
1.364, -0.00489116
1.365, 0.00489116
1.366, -0.00489116
1.367, 0.00489116
1.368, -0.00489116
1.369, 0.00489116
1.37, -0.00489116
1.371, 0.00489116
1.372, -0.00489116
1.373, 0.00489116
1.374, -0.00489116
1.375, 0.00489116
1.376, -0.00489116
1.377, 0.00489116
1.378, -0.00489116
1.379, 0.00489116
1.38, -0.00489116
1.381, 0.00489116
1.382, -0.00489116
1.383, 0.00489116
1.384, -0.00489116
1.385, 0.00489116
1.386, -0.00489116
1.387, 0.00489116
1.388, -0.00489116
1.389, 0.00489116
1.39, -0.00489116
1.391, 0.00489116
1.392, -0.00489116
1.393, 0.00489116
1.394, -0.00489116
1.395, 0.00489116
1.396, -0.00489116
1.397, 0.00489116
1.398, -0.00489116
1.399, 0.00489116
1.4, -0.00489116
1.401, 0.00489116
1.402, -0.00489116
1.403, 0.00489116
1.404, -0.00489116
1.405, 0.00489116
1.406, -0.00489116
1.407, 0.00489116
1.408, -0.00489116
1.409, 0.00489116
1.41, -0.00489116
1.411, 0.00489116
1.412, -0.00489116
1.413, 0.00489116
1.414, -0.00489116
1.415, 0.00489116
1.416, -0.00489116
1.417, 0.00489116
1.418, -0.00489116
1.419, 0.00489116
1.42, -0.00489116
1.421, 0.00489116
1.422, -0.00489116
1.423, 0.00489116
1.424, -0.00489116
1.425, 0.00489116
1.426, -0.00489116
1.427, 0.00489116
1.428, -0.00489116
1.429, 0.00489116
1.43, -0.00489116
1.431, 0.00489116
1.432, -0.00489116
1.433, 0.00489116
1.434, -0.00489116
1.435, 0.00489116
1.436, -0.00489116
1.437, 0.00489116
1.438, -0.00489116
1.439, 0.00489116
1.44, -0.00489116
1.441, 0.00489116
1.442, -0.00489116
1.443, 0.00489116
1.444, -0.00489116
1.445, 0.00489116
1.446, -0.00489116
1.447, 0.00489116
1.448, -0.00489116
1.449, 0.00489116
1.45, -0.00489116
1.451, 0.00489116
1.452, -0.00489116
1.453, 0.00489116
1.454, -0.00489116
1.455, 0.00489116
1.456, -0.00489116
1.457, 0.00489116
1.458, -0.00489116
1.459, 0.00489116
1.46, -0.00489116
1.461, 0.00489116
1.462, -0.00489116
1.463, 0.00489116
1.464, -0.00489116
1.465, 0.00489116
1.466, -0.00489116
1.467, 0.00489116
1.468, -0.00489116
1.469, 0.00489116
1.47, -0.00489116
1.471, 0.00489116
1.472, -0.00489116
1.473, 0.00489116
1.474, -0.00489116
1.475, 0.00489116
1.476, -0.00489116
1.477, 0.00489116
1.478, -0.00489116
1.479, 0.00489116
1.48, -0.00489116
1.481, 0.00489116
1.482, -0.00489116
1.483, 0.00489116
1.484, -0.00489116
1.485, 0.00489116
1.486, -0.00489116
1.487, 0.00489116
1.488, -0.00489116
1.489, 0.00489116
1.49, -0.00489116
1.491, 0.00489116
1.492, -0.00489116
1.493, 0.00489116
1.494, -0.00489116
1.495, 0.00489116
1.496, -0.00489116
1.497, 0.00489116
1.498, -0.00489116
1.499, 0.00489116
1.5, -0.00489116
1.501, 0.00489116
1.502, -0.00489116
1.503, 0.00489116
1.504, -0.00489116
1.505, 0.00489116
1.506, -0.00489116
1.507, 0.00489116
1.508, -0.00489116
1.509, 0.00489116
1.51, -0.00489116
1.511, 0.00489116
1.512, -0.00489116
1.513, 0.00489116
1.514, -0.00489116
1.515, 0.00489116
1.516, -0.00489116
1.517, 0.00489116
1.518, -0.00489116
1.519, 0.00489116
1.52, -0.00489116
1.521, 0.00489116
1.522, -0.00489116
1.523, 0.00489116
1.524, -0.00489116
1.525, 0.00489116
1.526, -0.00489116
1.527, 0.00489116
1.528, -0.00489116
1.529, 0.00489116
1.53, -0.00489116
1.531, 0.00489116
1.532, -0.00489116
1.533, 0.00489116
1.534, -0.00489116
1.535, 0.00489116
1.536, -0.00489116
1.537, 0.00489116
1.538, -0.00489116
1.539, 0.00489116
1.54, -0.00489116
1.541, 0.00489116
1.542, -0.00489116
1.543, 0.00489116
1.544, -0.00489116
1.545, 0.00489116
1.546, -0.00489116
1.547, 0.00489116
1.548, -0.00489116
1.549, 0.00489116
1.55, -0.00489116
1.551, 0.00489116
1.552, -0.00489116
1.553, 0.00489116
1.554, -0.00489116
1.555, 0.00489116
1.556, -0.00489116
1.557, 0.00489116
1.558, -0.00489116
1.559, 0.00489116
1.56, -0.00489116
1.561, 0.00489116
1.562, -0.00489116
1.563, 0.00489116
1.564, -0.00489116
1.565, 0.00489116
1.566, -0.00489116
1.567, 0.00489116
1.568, -0.00489116
1.569, 0.00489116
1.57, -0.00489116
1.571, 0.00489116
1.572, -0.00489116
1.573, 0.00489116
1.574, -0.00489116
1.575, 0.00489116
1.576, -0.00489116
1.577, 0.00489116
1.578, -0.00489116
1.579, 0.00489116
1.58, -0.00489116
1.581, 0.00489116
1.582, -0.00489116
1.583, 0.00489116
1.584, -0.00489116
1.585, 0.00489116
1.586, -0.00489116
1.587, 0.00489116
1.588, -0.00489116
1.589, 0.00489116
1.59, -0.00489116
1.591, 0.00489116
1.592, -0.00489116
1.593, 0.00489116
1.594, -0.00489116
1.595, 0.00489116
1.596, -0.00489116
1.597, 0.00489116
1.598, -0.00489116
1.599, 0.00489116
1.6, -0.00489116
1.601, 0.00489116
1.602, -0.00489116
1.603, 0.00489116
1.604, -0.00489116
1.605, 0.00489116
1.606, -0.00489116
1.607, 0.00489116
1.608, -0.00489116
1.609, 0.00489116
1.61, -0.00489116
1.611, 0.00489116
1.612, -0.00489116
1.613, 0.00489116
1.614, -0.00489116
1.615, 0.00489116
1.616, -0.00489116
1.617, 0.00489116
1.618, -0.00489116
1.619, 0.00489116
1.62, -0.00489116
1.621, 0.00489116
1.622, -0.00489116
1.623, 0.00489116
1.624, -0.00489116
1.625, 0.00489116
1.626, -0.00489116
1.627, 0.00489116
1.628, -0.00489116
1.629, 0.00489116
1.63, -0.00489116
1.631, 0.00489116
1.632, -0.00489116
1.633, 0.00489116
1.634, -0.00489116
1.635, 0.00489116
1.636, -0.00489116
1.637, 0.00489116
1.638, -0.00489116
1.639, 0.00489116
1.64, -0.00489116
1.641, 0.00489116
1.642, -0.00489116
1.643, 0.00489116
1.644, -0.00489116
1.645, 0.00489116
1.646, -0.00489116
1.647, 0.00489116
1.648, -0.00489116
1.649, 0.00489116
1.65, -0.00489116
1.651, 0.00489116
1.652, -0.00489116
1.653, 0.00489116
1.654, -0.00489116
1.655, 0.00489116
1.656, -0.00489116
1.657, 0.00489116
1.658, -0.00489116
1.659, 0.00489116
1.66, -0.00489116
1.661, 0.00489116
1.662, -0.00489116
1.663, 0.00489116
1.664, -0.00489116
1.665, 0.00489116
1.666, -0.00489116
1.667, 0.00489116
1.668, -0.00489116
1.669, 0.00489116
1.67, -0.00489116
1.671, 0.00489116
1.672, -0.00489116
1.673, 0.00489116
1.674, -0.00489116
1.675, 0.00489116
1.676, -0.00489116
1.677, 0.00489116
1.678, -0.00489116
1.679, 0.00489116
1.68, -0.00489116
1.681, 0.00489116
1.682, -0.00489116
1.683, 0.00489116
1.684, -0.00489116
1.685, 0.00489116
1.686, -0.00489116
1.687, 0.00489116
1.688, -0.00489116
1.689, 0.00489116
1.69, -0.00489116
1.691, 0.00489116
1.692, -0.00489116
1.693, 0.00489116
1.694, -0.00489116
1.695, 0.00489116
1.696, -0.00489116
1.697, 0.00489116
1.698, -0.00489116
1.699, 0.00489116
1.7, -0.00489116
1.701, 0.00489116
1.702, -0.00489116
1.703, 0.00489116
1.704, -0.00489116
1.705, 0.00489116
1.706, -0.00489116
1.707, 0.00489116
1.708, -0.00489116
1.709, 0.00489116
1.71, -0.00489116
1.711, 0.00489116
1.712, -0.00489116
1.713, 0.00489116
1.714, -0.00489116
1.715, 0.00489116
1.716, -0.00489116
1.717, 0.00489116
1.718, -0.00489116
1.719, 0.00489116
1.72, -0.00489116
1.721, 0.00489116
1.722, -0.00489116
1.723, 0.00489116
1.724, -0.00489116
1.725, 0.00489116
1.726, -0.00489116
1.727, 0.00489116
1.728, -0.00489116
1.729, 0.00489116
1.73, -0.00489116
1.731, 0.00489116
1.732, -0.00489116
1.733, 0.00489116
1.734, -0.00489116
1.735, 0.00489116
1.736, -0.00489116
1.737, 0.00489116
1.738, -0.00489116
1.739, 0.00489116
1.74, -0.00489116
1.741, 0.00489116
1.742, -0.00489116
1.743, 0.00489116
1.744, -0.00489116
1.745, 0.00489116
1.746, -0.00489116
1.747, 0.00489116
1.748, -0.00489116
1.749, 0.00489116
1.75, -0.00489116
1.751, 0.00489116
1.752, -0.00489116
1.753, 0.00489116
1.754, -0.00489116
1.755, 0.00489116
1.756, -0.00489116
1.757, 0.00489116
1.758, -0.00489116
1.759, 0.00489116
1.76, -0.00489116
1.761, 0.00489116
1.762, -0.00489116
1.763, 0.00489116
1.764, -0.00489116
1.765, 0.00489116
1.766, -0.00489116
1.767, 0.00489116
1.768, -0.00489116
1.769, 0.00489116
1.77, -0.00489116
1.771, 0.00489116
1.772, -0.00489116
1.773, 0.00489116
1.774, -0.00489116
1.775, 0.00489116
1.776, -0.00489116
1.777, 0.00489116
1.778, -0.00489116
1.779, 0.00489116
1.78, -0.00489116
1.781, 0.00489116
1.782, -0.00489116
1.783, 0.00489116
1.784, -0.00489116
1.785, 0.00489116
1.786, -0.00489116
1.787, 0.00489116
1.788, -0.00489116
1.789, 0.00489116
1.79, -0.00489116
1.791, 0.00489116
1.792, -0.00489116
1.793, 0.00489116
1.794, -0.00489116
1.795, 0.00489116
1.796, -0.00489116
1.797, 0.00489116
1.798, -0.00489116
1.799, 0.00489116
1.8, -0.00489116
1.801, 0.00489116
1.802, -0.00489116
1.803, 0.00489116
1.804, -0.00489116
1.805, 0.00489116
1.806, -0.00489116
1.807, 0.00489116
1.808, -0.00489116
1.809, 0.00489116
1.81, -0.00489116
1.811, 0.00489116
1.812, -0.00489116
1.813, 0.00489116
1.814, -0.00489116
1.815, 0.00489116
1.816, -0.00489116
1.817, 0.00489116
1.818, -0.00489116
1.819, 0.00489116
1.82, -0.00489116
1.821, 0.00489116
1.822, -0.00489116
1.823, 0.00489116
1.824, -0.00489116
1.825, 0.00489116
1.826, -0.00489116
1.827, 0.00489116
1.828, -0.00489116
1.829, 0.00489116
1.83, -0.00489116
1.831, 0.00489116
1.832, -0.00489116
1.833, 0.00489116
1.834, -0.00489116
1.835, 0.00489116
1.836, -0.00489116
1.837, 0.00489116
1.838, -0.00489116
1.839, 0.00489116
1.84, -0.00489116
1.841, 0.00489116
1.842, -0.00489116
1.843, 0.00489116
1.844, -0.00489116
1.845, 0.00489116
1.846, -0.00489116
1.847, 0.00489116
1.848, -0.00489116
1.849, 0.00489116
1.85, -0.00489116
1.851, 0.00489116
1.852, -0.00489116
1.853, 0.00489116
1.854, -0.00489116
1.855, 0.00489116
1.856, -0.00489116
1.857, 0.00489116
1.858, -0.00489116
1.859, 0.00489116
1.86, -0.00489116
1.861, 0.00489116
1.862, -0.00489116
1.863, 0.00489116
1.864, -0.00489116
1.865, 0.00489116
1.866, -0.00489116
1.867, 0.00489116
1.868, -0.00489116
1.869, 0.00489116
1.87, -0.00489116
1.871, 0.00489116
1.872, -0.00489116
1.873, 0.00489116
1.874, -0.00489116
1.875, 0.00489116
1.876, -0.00489116
1.877, 0.00489116
1.878, -0.00489116
1.879, 0.00489116
1.88, -0.00489116
1.881, 0.00489116
1.882, -0.00489116
1.883, 0.00489116
1.884, -0.00489116
1.885, 0.00489116
1.886, -0.00489116
1.887, 0.00489116
1.888, -0.00489116
1.889, 0.00489116
1.89, -0.00489116
1.891, 0.00489116
1.892, -0.00489116
1.893, 0.00489116
1.894, -0.00489116
1.895, 0.00489116
1.896, -0.00489116
1.897, 0.00489116
1.898, -0.00489116
1.899, 0.00489116
1.9, -0.00489116
1.901, 0.00489116
1.902, -0.00489116
1.903, 0.00489116
1.904, -0.00489116
1.905, 0.00489116
1.906, -0.00489116
1.907, 0.00489116
1.908, -0.00489116
1.909, 0.00489116
1.91, -0.00489116
1.911, 0.00489116
1.912, -0.00489116
1.913, 0.00489116
1.914, -0.00489116
1.915, 0.00489116
1.916, -0.00489116
1.917, 0.00489116
1.918, -0.00489116
1.919, 0.00489116
1.92, -0.00489116
1.921, 0.00489116
1.922, -0.00489116
1.923, 0.00489116
1.924, -0.00489116
1.925, 0.00489116
1.926, -0.00489116
1.927, 0.00489116
1.928, -0.00489116
1.929, 0.00489116
1.93, -0.00489116
1.931, 0.00489116
1.932, -0.00489116
1.933, 0.00489116
1.934, -0.00489116
1.935, 0.00489116
1.936, -0.00489116
1.937, 0.00489116
1.938, -0.00489116
1.939, 0.00489116
1.94, -0.00489116
1.941, 0.00489116
1.942, -0.00489116
1.943, 0.00489116
1.944, -0.00489116
1.945, 0.00489116
1.946, -0.00489116
1.947, 0.00489116
1.948, -0.00489116
1.949, 0.00489116
1.95, -0.00489116
1.951, 0.00489116
1.952, -0.00489116
1.953, 0.00489116
1.954, -0.00489116
1.955, 0.00489116
1.956, -0.00489116
1.957, 0.00489116
1.958, -0.00489116
1.959, 0.00489116
1.96, -0.00489116
1.961, 0.00489116
1.962, -0.00489116
1.963, 0.00489116
1.964, -0.00489116
1.965, 0.00489116
1.966, -0.00489116
1.967, 0.00489116
1.968, -0.00489116
1.969, 0.00489116
1.97, -0.00489116
1.971, 0.00489116
1.972, -0.00489116
1.973, 0.00489116
1.974, -0.00489116
1.975, 0.00489116
1.976, -0.00489116
1.977, 0.00489116
1.978, -0.00489116
1.979, 0.00489116
1.98, -0.00489116
1.981, 0.00489116
1.982, -0.00489116
1.983, 0.00489116
1.984, -0.00489116
1.985, 0.00489116
1.986, -0.00489116
1.987, 0.00489116
1.988, -0.00489116
1.989, 0.00489116
1.99, -0.00489116
1.991, 0.00489116
1.992, -0.00489116
1.993, 0.00489116
1.994, -0.00489116
1.995, 0.00489116
1.996, -0.00489116
1.997, 0.00489116
1.998, -0.00489116
1.999, 0.00489116
2, -0.00489116
2.001, 0.00489116
2.002, -0.00489116
2.003, 0.00489116
2.004, -0.00489116
2.005, 0.00489116
2.006, -0.00489116
2.007, 0.00489116
2.008, -0.00489116
2.009, 0.00489116
2.01, -0.00489116
2.011, 0.00489116
2.012, -0.00489116
2.013, 0.00489116
2.014, -0.00489116
2.015, 0.00489116
2.016, -0.00489116
2.017, 0.00489116
2.018, -0.00489116
2.019, 0.00489116
2.02, -0.00489116
2.021, 0.00489116
2.022, -0.00489116
2.023, 0.00489116
2.024, -0.00489116
2.025, 0.00489116
2.026, -0.00489116
2.027, 0.00489116
2.028, -0.00489116
2.029, 0.00489116
2.03, -0.00489116
2.031, 0.00489116
2.032, -0.00489116
2.033, 0.00489116
2.034, -0.00489116
2.035, 0.00489116
2.036, -0.00489116
2.037, 0.00489116
2.038, -0.00489116
2.039, 0.00489116
2.04, -0.00489116
2.041, 0.00489116
2.042, -0.00489116
2.043, 0.00489116
2.044, -0.00489116
2.045, 0.00489116
2.046, -0.00489116
2.047, 0.00489116
2.048, -0.00489116
2.049, 0.00489116
2.05, -0.00489116
2.051, 0.00489116
2.052, -0.00489116
2.053, 0.00489116
2.054, -0.00489116
2.055, 0.00489116
2.056, -0.00489116
2.057, 0.00489116
2.058, -0.00489116
2.059, 0.00489116
2.06, -0.00489116
2.061, 0.00489116
2.062, -0.00489116
2.063, 0.00489116
2.064, -0.00489116
2.065, 0.00489116
2.066, -0.00489116
2.067, 0.00489116
2.068, -0.00489116
2.069, 0.00489116
2.07, -0.00489116
2.071, 0.00489116
2.072, -0.00489116
2.073, 0.00489116
2.074, -0.00489116
2.075, 0.00489116
2.076, -0.00489116
2.077, 0.00489116
2.078, -0.00489116
2.079, 0.00489116
2.08, -0.00489116
2.081, 0.00489116
2.082, -0.00489116
2.083, 0.00489116
2.084, -0.00489116
2.085, 0.00489116
2.086, -0.00489116
2.087, 0.00489116
2.088, -0.00489116
2.089, 0.00489116
2.09, -0.00489116
2.091, 0.00489116
2.092, -0.00489116
2.093, 0.00489116
2.094, -0.00489116
2.095, 0.00489116
2.096, -0.00489116
2.097, 0.00489116
2.098, -0.00489116
2.099, 0.00489116
2.1, -0.00489116
2.101, 0.00489116
2.102, 0
2.103, 0
2.104, 0
2.105, 0
2.106, 0
2.107, 0
2.108, 0
2.109, 0
2.11, 0
2.111, 0
2.112, 0
2.113, 0
2.114, 0
2.115, 0
2.116, 0
2.117, 0
2.118, 0
2.119, 0
2.12, 0
2.121, 0
2.122, 0
2.123, 0
2.124, 0
2.125, 0
2.126, 0
2.127, 0
2.128, 0
2.129, 0
2.13, 0
2.131, 0
2.132, 0
2.133, 0
2.134, 0
2.135, 0
2.136, 0
2.137, 0
2.138, 0
2.139, 0
2.14, 0
2.141, 0
2.142, 0
2.143, 0
2.144, 0
2.145, 0
2.146, 0
2.147, 0
2.148, 0
2.149, 0
2.15, 0
2.151, 0
2.152, 0
2.153, 0
2.154, 0
2.155, 0
2.156, 0
2.157, 0
2.158, 0
2.159, 0
2.16, 0
2.161, 0
2.162, 0
2.163, 0
2.164, 0
2.165, 0
2.166, 0
2.167, 0
2.168, 0
2.169, 0
2.17, 0
2.171, 0
2.172, 0
2.173, 0
2.174, 0
2.175, 0
2.176, 0
2.177, 0
2.178, 0
2.179, 0
2.18, 0
2.181, 0
2.182, 0
2.183, 0
2.184, 0
2.185, 0
2.186, 0
2.187, 0
2.188, 0
2.189, 0
2.19, 0
2.191, 0
2.192, 0
2.193, 0
2.194, 0
2.195, 0
2.196, 0
2.197, 0
2.198, 0
2.199, 0
2.2, 0
2.201, 0
2.202, 0
2.203, 0
2.204, 0
2.205, 0
2.206, 0
2.207, 0
2.208, 0
2.209, 0
2.21, 0
2.211, 0
2.212, 0
2.213, 0
2.214, 0
2.215, 0
2.216, 0
2.217, 0
2.218, 0
2.219, 0
2.22, 0
2.221, 0
2.222, 0
2.223, 0
2.224, 0
2.225, 0
2.226, 0
2.227, 0
2.228, 0
2.229, 0
2.23, 0
2.231, 0
2.232, 0
2.233, 0
2.234, 0
2.235, 0
2.236, 0
2.237, 0
2.238, 0
2.239, 0
2.24, 0
2.241, 0
2.242, 0
2.243, 0
2.244, 0
2.245, 0
2.246, 0
2.247, 0
2.248, 0
2.249, 0
2.25, 0
2.251, 0
2.252, 0
2.253, 0
2.254, 0
2.255, 0
2.256, 0
2.257, 0
2.258, 0
2.259, 0
2.26, 0
2.261, 0
2.262, 0
2.263, 0
2.264, 0
2.265, 0
2.266, 0
2.267, 0
2.268, 0
2.269, 0
2.27, 0
2.271, 0
2.272, 0
2.273, 0
2.274, 0
2.275, 0
2.276, 0
2.277, 0
2.278, 0
2.279, 0
2.28, 0
2.281, 0
2.282, 0
2.283, 0
2.284, 0
2.285, 0
2.286, 0
2.287, 0
2.288, 0
2.289, 0
2.29, 0
2.291, 0
2.292, 0
2.293, 0
2.294, 0
2.295, 0
2.296, 0
2.297, 0
2.298, 0
2.299, 0
2.3, 0
2.301, 0
2.302, 0
2.303, 0
2.304, 0
2.305, 0
2.306, 0
2.307, 0
2.308, 0
2.309, 0
2.31, 0
2.311, 0
2.312, 0
2.313, 0
2.314, 0
2.315, 0
2.316, 0
2.317, 0
2.318, 0
2.319, 0
2.32, 0
2.321, 0
2.322, 0
2.323, 0
2.324, 0
2.325, 0
2.326, 0
2.327, 0
2.328, 0
2.329, 0
2.33, 0
2.331, 0
2.332, 0
2.333, 0
2.334, 0
2.335, 0
2.336, 0
2.337, 0
2.338, 0
2.339, 0
2.34, 0
2.341, 0
2.342, 0
2.343, 0
2.344, 0
2.345, 0
2.346, 0
2.347, 0
2.348, 0
2.349, 0
2.35, 0
2.351, 0
2.352, 0
2.353, 0
2.354, 0
2.355, 0
2.356, 0
2.357, 0
2.358, 0
2.359, 0
2.36, 0
2.361, 0
2.362, 0
2.363, 0
2.364, 0
2.365, 0
2.366, 0
2.367, 0
2.368, 0
2.369, 0
2.37, 0
2.371, 0
2.372, 0
2.373, 0
2.374, 0
2.375, 0
2.376, 0
2.377, 0
2.378, 0
2.379, 0
2.38, 0
2.381, 0
2.382, 0
2.383, 0
2.384, 0
2.385, 0
2.386, 0
2.387, 0
2.388, 0
2.389, 0
2.39, 0
2.391, 0
2.392, 0
2.393, 0
2.394, 0
2.395, 0
2.396, 0
2.397, 0
2.398, 0
2.399, 0
2.4, 0
2.401, 0
2.402, 0
2.403, 0
2.404, 0
2.405, 0
2.406, 0
2.407, 0
2.408, 0
2.409, 0
2.41, 0
2.411, 0
2.412, 0
2.413, 0
2.414, 0
2.415, 0
2.416, 0
2.417, 0
2.418, 0
2.419, 0
2.42, 0
2.421, 0
2.422, 0
2.423, 0
2.424, 0
2.425, 0
2.426, 0
2.427, 0
2.428, 0
2.429, 0
2.43, 0
2.431, 0
2.432, 0
2.433, 0
2.434, 0
2.435, 0
2.436, 0
2.437, 0
2.438, 0
2.439, 0
2.44, 0
2.441, 0
2.442, 0
2.443, 0
2.444, 0
2.445, 0
2.446, 0
2.447, 0
2.448, 0
2.449, 0
2.45, 0
2.451, 0
2.452, 0
2.453, 0
2.454, 0
2.455, 0
2.456, 0
2.457, 0
2.458, 0
2.459, 0
2.46, 0
2.461, 0
2.462, 0
2.463, 0
2.464, 0
2.465, 0
2.466, 0
2.467, 0
2.468, 0
2.469, 0
2.47, 0
2.471, 0
2.472, 0
2.473, 0
2.474, 0
2.475, 0
2.476, 0
2.477, 0
2.478, 0
2.479, 0
2.48, 0
2.481, 0
2.482, 0
2.483, 0
2.484, 0
2.485, 0
2.486, 0
2.487, 0
2.488, 0
2.489, 0
2.49, 0
2.491, 0
2.492, 0
2.493, 0
2.494, 0
2.495, 0
2.496, 0
2.497, 0
2.498, 0
2.499, 0
2.5, 0
2.501, 0
2.502, 0
2.503, 0
2.504, 0
2.505, 0
2.506, 0
2.507, 0
2.508, 0
2.509, 0
2.51, 0
2.511, 0
2.512, 0
2.513, 0
2.514, 0
2.515, 0
2.516, 0
2.517, 0
2.518, 0
2.519, 0
2.52, 0
2.521, 0
2.522, 0
2.523, 0
2.524, 0
2.525, 0
2.526, 0
2.527, 0
2.528, 0
2.529, 0
2.53, 0
2.531, 0
2.532, 0
2.533, 0
2.534, 0
2.535, 0
2.536, 0
2.537, 0
2.538, 0
2.539, 0
2.54, 0
2.541, 0
2.542, 0
2.543, 0
2.544, 0
2.545, 0
2.546, 0
2.547, 0
2.548, 0
2.549, 0
2.55, 0
2.551, 0
2.552, 0
2.553, 0
2.554, 0
2.555, 0
2.556, 0
2.557, 0
2.558, 0
2.559, 0
2.56, 0
2.561, 0
2.562, 0
2.563, 0
2.564, 0
2.565, 0
2.566, 0
2.567, 0
2.568, 0
2.569, 0
2.57, 0
2.571, 0
2.572, 0
2.573, 0
2.574, 0
2.575, 0
2.576, 0
2.577, 0
2.578, 0
2.579, 0
2.58, 0
2.581, 0
2.582, 0
2.583, 0
2.584, 0
2.585, 0
2.586, 0
2.587, 0
2.588, 0
2.589, 0
2.59, 0
2.591, 0
2.592, 0
2.593, 0
2.594, 0
2.595, 0
2.596, 0
2.597, 0
2.598, 0
2.599, 0
2.6, 0
2.601, 0
2.602, 0
2.603, 0
2.604, 0
2.605, 0
2.606, 0
2.607, 0
2.608, 0
2.609, 0
2.61, 0
2.611, 0
2.612, 0
2.613, 0
2.614, 0
2.615, 0
2.616, 0
2.617, 0
2.618, 0
2.619, 0
2.62, 0
2.621, 0
2.622, 0
2.623, 0
2.624, 0
2.625, 0
2.626, 0
2.627, 0
2.628, 0
2.629, 0
2.63, 0
2.631, 0
2.632, 0
2.633, 0
2.634, 0
2.635, 0
2.636, 0
2.637, 0
2.638, 0
2.639, 0
2.64, 0
2.641, 0
2.642, 0
2.643, 0
2.644, 0
2.645, 0
2.646, 0
2.647, 0
2.648, 0
2.649, 0
2.65, 0
2.651, 0
2.652, 0
2.653, 0
2.654, 0
2.655, 0
2.656, 0
2.657, 0
2.658, 0
2.659, 0
2.66, 0
2.661, 0
2.662, 0
2.663, 0
2.664, 0
2.665, 0
2.666, 0
2.667, 0
2.668, 0
2.669, 0
2.67, 0
2.671, 0
2.672, 0
2.673, 0
2.674, 0
2.675, 0
2.676, 0
2.677, 0
2.678, 0
2.679, 0
2.68, 0
2.681, 0
2.682, 0
2.683, 0
2.684, 0
2.685, 0
2.686, 0
2.687, 0
2.688, 0
2.689, 0
2.69, 0
2.691, 0
2.692, 0
2.693, 0
2.694, 0
2.695, 0
2.696, 0
2.697, 0
2.698, 0
2.699, 0
2.7, 0
2.701, 0
2.702, 0
2.703, 0
2.704, 0
2.705, 0
2.706, 0
2.707, 0
2.708, 0
2.709, 0
2.71, 0
2.711, 0
2.712, 0
2.713, 0
2.714, 0
2.715, 0
2.716, 0
2.717, 0
2.718, 0
2.719, 0
2.72, 0
2.721, 0
2.722, 0
2.723, 0
2.724, 0
2.725, 0
2.726, 0
2.727, 0
2.728, 0
2.729, 0
2.73, 0
2.731, 0
2.732, 0
2.733, 0
2.734, 0
2.735, 0
2.736, 0
2.737, 0
2.738, 0
2.739, 0
2.74, 0
2.741, 0
2.742, 0
2.743, 0
2.744, 0
2.745, 0
2.746, 0
2.747, 0
2.748, 0
2.749, 0
2.75, 0
2.751, 0
2.752, 0
2.753, 0
2.754, 0
2.755, 0
2.756, 0
2.757, 0
2.758, 0
2.759, 0
2.76, 0
2.761, 0
2.762, 0
2.763, 0
2.764, 0
2.765, 0
2.766, 0
2.767, 0
2.768, 0
2.769, 0
2.77, 0
2.771, 0
2.772, 0
2.773, 0
2.774, 0
2.775, 0
2.776, 0
2.777, 0
2.778, 0
2.779, 0
2.78, 0
2.781, 0
2.782, 0
2.783, 0
2.784, 0
2.785, 0
2.786, 0
2.787, 0
2.788, 0
2.789, 0
2.79, 0
2.791, 0
2.792, 0
2.793, 0
2.794, 0
2.795, 0
