sim_time, unit_box_Custom?world_angular_acceleration/x
0.542, -0.00394816
0.543, -0.0198549
0.544, -0.0028816
0.545, -0.0279269
0.546, -0.00406484
0.547, -0.0205203
0.548, -0.00297804
0.549, -0.0287515
0.55, -0.00418503
0.551, -0.0212074
0.552, -0.00307762
0.553, -0.0296008
0.554, -0.00430885
0.555, -0.0219168
0.556, -0.00318043
0.557, -0.0304757
0.558, -0.0044364
0.559, -0.0226494
0.56, -0.00328659
0.561, -0.031377
0.562, -0.0045678
0.563, -0.0234057
0.564, -0.00339619
0.565, -0.0323053
0.566, -0.00470317
0.567, -0.0241866
0.568, -0.00350934
0.569, -0.0332617
0.57, -0.00484263
0.571, -0.024993
0.572, -0.00362617
0.573, -0.0342469
0.574, -0.0049863
0.575, -0.0258255
0.576, -0.00374678
0.577, -0.0352617
0.578, -0.00513431
0.579, -0.026685
0.58, -0.0038713
0.581, -0.0363072
0.582, -0.0052868
0.583, -0.0275725
0.584, -0.00399985
0.585, -0.0373843
0.586, -0.00544391
0.587, -0.0284887
0.588, -0.00413256
0.589, -0.0384939
0.59, -0.00560577
0.591, -0.0294346
0.592, -0.00426957
0.593, -0.039637
0.594, -0.00577254
0.595, -0.0304112
0.596, -0.00441101
0.597, -0.0408147
0.598, -0.00594437
0.599, -0.0314195
0.6, -0.00455701
0.601, -0.0420279
0.602, -0.0061214
0.603, -0.0324604
0.604, -0.00470774
0.605, -0.0432779
0.606, -0.00630381
0.607, -0.033535
0.608, -0.00486334
0.609, -0.0445658
0.61, -0.00649176
0.611, -0.0346443
0.612, -0.00502395
0.613, -0.0458926
0.614, -0.00668542
0.615, -0.0357896
0.616, -0.00518976
0.617, -0.0472597
0.618, -0.00688496
0.619, -0.0369719
0.62, -0.00536091
0.621, -0.0486681
0.622, -0.00709058
0.623, -0.0381925
0.624, -0.00553758
0.625, -0.0501193
0.626, -0.00730244
0.627, -0.0394525
0.628, -0.00571994
0.629, -0.0516146
0.63, -0.00752076
0.631, -0.0407532
0.632, -0.00590818
0.633, -0.0531552
0.634, -0.00774573
0.635, -0.0420959
0.636, -0.00610249
0.637, -0.0547426
0.638, -0.00797755
0.639, -0.0434819
0.64, -0.00630305
0.641, -0.0563782
0.642, -0.00821644
0.643, -0.0449128
0.644, -0.00651007
0.645, -0.0580636
0.646, -0.00846262
0.647, -0.0463897
0.648, -0.00672375
0.649, -0.0598002
0.65, -0.00871631
0.651, -0.0479144
0.652, -0.0069443
0.653, -0.0615896
0.654, -0.00897775
0.655, -0.0494882
0.656, -0.00717195
0.657, -0.0634335
0.658, -0.00924717
0.659, -0.0511128
0.66, -0.00740691
0.661, -0.0653335
0.662, -0.00952483
0.663, -0.0527897
0.664, -0.00764943
0.665, -0.0672914
0.666, -0.00981098
0.667, -0.0545207
0.668, -0.00789974
0.669, -0.069309
0.67, -0.0101059
0.671, -0.0563075
0.672, -0.00815809
0.673, -0.0713881
0.674, -0.0104098
0.675, -0.0581519
0.676, -0.00842473
0.677, -0.0735306
0.678, -0.0107231
0.679, -0.0600557
0.68, -0.00869994
0.681, -0.0757385
0.682, -0.0110459
0.683, -0.0620207
0.684, -0.00898397
0.685, -0.0780139
0.686, -0.0113787
0.687, -0.0640491
0.688, -0.00927713
