sim_time, unit_box_Custom?world_linear_velocity/x
0.225, 0.00554183
0.226, 0.00739531
0.227, -0.00545281
0.228, -0.00730499
0.229, 0.0055425
0.23, 0.007396
0.231, -0.00545215
0.232, -0.00730432
0.233, 0.00554318
0.234, 0.0073967
0.235, -0.00545149
0.236, -0.00730364
0.237, 0.00554388
0.238, 0.00739742
0.239, -0.0054508
0.24, -0.00730295
0.241, 0.00554459
0.242, 0.00739815
0.243, -0.0054501
0.244, -0.00730223
0.245, 0.00554532
0.246, 0.00739891
0.247, -0.00544939
0.248, -0.00730151
0.249, 0.00554607
0.25, 0.00739968
0.251, -0.00544866
0.252, -0.00730076
0.253, 0.00554684
0.254, 0.00740047
0.255, -0.00544791
0.256, -0.0073
0.257, 0.00554762
0.258, 0.00740127
0.259, -0.00544714
0.26, -0.00729922
0.261, 0.00554843
0.262, 0.0074021
0.263, -0.00544635
0.264, -0.00729842
0.265, 0.00554925
0.266, 0.00740294
0.267, -0.00544555
0.268, -0.00729761
0.269, 0.00555008
0.27, 0.0074038
0.271, -0.00544473
0.272, -0.00729677
0.273, 0.00555094
0.274, 0.00740468
0.275, -0.0054439
0.276, -0.00729592
0.277, 0.00555182
0.278, 0.00740559
0.279, -0.00544304
0.28, -0.00729505
0.281, 0.00555272
0.282, 0.00740651
0.283, -0.00544216
0.284, -0.00729416
0.285, 0.00555363
0.286, 0.00740745
0.287, -0.00544127
0.288, -0.00729325
0.289, 0.00555457
0.29, 0.00740841
0.291, -0.00544036
0.292, -0.00729233
0.293, 0.00555553
0.294, 0.0074094
0.295, -0.00543942
0.296, -0.00729138
0.297, 0.0055565
0.298, 0.0074104
0.299, -0.00543847
0.3, -0.00729041
0.301, 0.0055575
0.302, 0.00741143
0.303, -0.00543749
0.304, -0.00728942
0.305, 0.00555852
0.306, 0.00741248
0.307, -0.0054365
0.308, -0.00728841
0.309, 0.00555957
0.31, 0.00741355
0.311, -0.00543548
0.312, -0.00728738
0.313, 0.00556063
0.314, 0.00741464
0.315, -0.00543445
