Time,X Velocity,Y Velocity,Z Velocity,X Position,Y Position,Z Position,Roll,Yaw,Pitch,X Angular Velocity,Y Angular Velocity,Z Angular Velocity,X Force Applied,Y Force Applied,Z Force Applied
0.00038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001662,0.000001,0.000004,0.000005,0.0,0.0,0.0,0.0,0.0,0.0,-0.000011,0.000004,0.000001,0.0,0.2,0.0
0.002944,-0.000003,0.000048,0.000004,0.0,0.0,0.0,0.0,0.0,0.0,-0.000045,0.000004,-0.000004,0.0,0.4,0.0
0.004226,-0.000008,0.000104,0.000008,0.0,0.0,0.0,0.0,0.0,0.0,-0.000097,0.000007,-0.000009,0.0,0.6,0.0
0.005508,-0.000013,0.000162,0.000013,0.0,0.0,0.0,0.0,0.0,0.0,-0.000152,0.000011,-0.000014,0.0,0.8,0.0
0.00679,-0.000018,0.00022,0.000017,0.0,0.0,0.0,0.0,0.0,0.0,-0.000206,0.000014,-0.000019,0.0,1.0,0.0
0.008073,-0.000023,0.000278,0.000022,0.0,0.0,0.0,0.0,0.0,0.0,-0.000261,0.000018,-0.000024,0.0,1.2,0.0
0.009355,-0.000028,0.000336,0.000026,0.0,0.0,0.0,0.0,0.0,0.0,-0.000315,0.000022,-0.000029,0.0,1.4,0.0
0.010637,-0.000641,-0.000724,-0.000398,0.0,0.0,0.0,0.0,0.0,0.0,0.000621,-0.000731,0.000067,0.0,1.6,0.0
0.011919,0.000527,-0.00017,-0.000733,0.0,0.0,0.0,0.0,0.0,0.0,0.000371,0.00069,-0.000088,0.0,1.8,0.0
0.013201,0.000045,0.000424,0.000021,0.0,0.0,0.0,0.0,0.0,0.0,-0.000369,0.000093,-0.000036,0.0,2.0,0.0
0.014483,0.000017,-0.000848,0.000085,0.0,0.0,0.0,0.0,0.0,0.0,0.000715,-0.000071,0.000066,0.0,2.2,0.0
0.015765,-0.00005,0.00027,-0.001208,0.0,0.0,0.0,0.0,0.0,0.0,0.000018,0.00014,-0.000113,0.0,2.4,0.0
0.017047,-0.000052,0.000619,0.000049,0.0,0.0,0.0,0.0,0.0,0.0,-0.000581,0.000039,-0.000053,0.0,2.6,0.0
0.018329,-0.00001,-0.000674,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.000547,-0.00007,0.000051,0.0,2.8,0.0
0.019611,-0.000066,0.000443,-0.001194,0.0,0.0,0.0,0.0,0.0,0.0,-0.000146,0.00015,-0.000128,0.0,3.0,0.0
0.020894,-0.000016,-0.000612,0.000105,0.0,0.0,0.0,0.0,0.0,0.0,0.000489,-0.000067,0.000046,0.0,3.2,0.0
0.022176,0.000571,-0.000987,-0.001118,0.0,0.0,0.0,0.0,0.0,0.0,0.001238,0.000634,0.000028,0.0,3.4,0.0
0.023458,-0.000626,0.000942,-0.000434,0.0,0.0,0.0,0.0,0.0,0.0,-0.000826,-0.000525,-0.000068,0.0,3.6,0.0
0.02474,-0.000112,-0.000405,0.000134,0.0,0.0,0.0,0.0,0.0,0.0,0.000267,-0.000118,0.000028,0.0,3.8,0.0
0.026022,-0.000101,0.000726,-0.00117,0.0,0.0,0.0,0.0,0.0,0.0,-0.000415,0.000158,-0.000152,0.0,4.0,0.0
