Time,X Velocity,Y Velocity,Z Velocity,X Position,Y Position,Z Position,Roll,Yaw,Pitch,X Angular Velocity,Y Angular Velocity,Z Angular Velocity,X Force Applied,Y Force Applied,Z Force Applied,X Angular Acceleration,Y Angular Acceleration,Z Angular Acceleration,X Linear Acceleration,Y Linear Acceleration,Z Linear Acceleration
0.001,-1.92E-06,0.000197165,2.83E-06,-1.92E-09,1.97E-07,0.5,-7.73E-10,-2.79E-09,-2.81E-09,-7.73E-07,-2.81E-06,-2.79E-06,0,10,0,-0.000773078,-0.00281441,-0.00278963,-0.00191828,0.197165,0.00283483
0.002,-1.92E-06,0.0101972,-0.00979717,-3.84E-09,1.04E-05,0.49999,-1.55E-09,-5.58E-09,-5.63E-09,-7.73E-07,-2.81E-06,-2.79E-06,0,10,0,0,0,0,0,10,-9.8
0.003,3.54E-06,1.03E-06,0.00979611,-2.97E-10,1.04E-05,0.5,-1.78E-09,-2.40E-09,2.84E-10,-2.35E-07,5.91E-06,3.18E-06,0,10,0,0.00053836,0.00872719,0.00597083,0.00545753,-10.1961,19.5933
0.004,3.54E-06,0.010001,-3.89E-06,3.24E-09,2.04E-05,0.5,-2.02E-09,7.83E-10,6.20E-09,-2.35E-07,5.91E-06,3.18E-06,0,10,0,-1.23E-54,-2.48E-28,4.96E-28,0,10,-9.8
0.005,1.51E-06,0.0101931,4.05E-06,4.75E-09,3.06E-05,0.5,-2.85E-09,1.02E-09,9.17E-09,-8.35E-07,2.97E-06,2.37E-07,0,10,0,-0.000599936,-0.00294177,-0.00294395,-0.00203074,0.192063,0.00793723
0.006,-2.44E-07,0.0103984,-1.24E-06,4.51E-09,4.10E-05,0.5,-4.21E-09,-1.66E-09,9.20E-09,-1.36E-06,3.31E-08,-2.68E-06,0,10,0,-0.000523378,-0.00293789,-0.00291974,-0.00175216,0.205293,-0.00529309
0.007,-1.99E-06,0.0106002,-3.11E-06,2.51E-09,5.16E-05,0.5,-5.99E-09,-7.25E-09,6.30E-09,-1.78E-06,-2.91E-06,-5.58E-06,0,10,0,-0.000424506,-0.00293892,-0.00290064,-0.00175082,0.201864,-0.00186364
0.008,-4.22E-06,0.0107881,9.03E-06,-1.71E-09,6.24E-05,0.5,-8.23E-09,-1.53E-08,8.13E-10,-2.24E-06,-5.48E-06,-8.08E-06,0,10,0,-0.000457836,-0.00257589,-0.00250182,-0.00222759,0.187862,0.0121379
0.009,-4.22E-06,0.0207881,-0.00979097,-5.93E-09,8.32E-05,0.49999,-1.05E-08,-2.34E-08,-4.67E-09,-2.24E-06,-5.48E-06,-8.08E-06,0,10,0,-7.94E-27,-3.20E-50,-1.99E-27,0,10,-9.8
0.01,-4.98E-08,0.00140959,0.00978755,-5.98E-09,8.46E-05,0.5,-1.27E-08,-2.48E-08,-3.42E-09,-2.24E-06,1.25E-06,-1.35E-06,0,10,0,-5.83E-11,0.00673356,0.00673356,0.0041723,-19.3785,19.5785
0.011,-4.44E-08,0.0113918,5.36E-06,-6.03E-09,9.60E-05,0.5,-1.50E-08,-2.61E-08,-2.16E-09,-2.24E-06,1.26E-06,-1.35E-06,0,10,0,-2.18E-14,5.34E-06,5.34E-06,5.34E-06,9.98219,-9.78219
0.012,2.89E-06,0.0115981,-9.96E-07,-3.13E-09,0.000107564,0.5,-1.72E-08,-2.45E-08,2.04E-09,-2.24E-06,4.19E-06,1.59E-06,0,10,0,-1.75E-11,0.00293721,0.00293721,0.00293721,0.206357,-0.00635742
0.013,4.97E-07,0.0117985,-1.40E-06,-2.64E-09,0.000119362,0.5,-1.94E-08,-2.53E-08,3.83E-09,-2.24E-06,1.80E-06,-8.04E-07,0,10,0,-1.65E-10,-0.00239559,-0.00239559,-0.00239559,0.200403,-0.000402762
0.014,-1.87E-06,0.0119955,1.65E-06,-4.50E-09,0.000131358,0.5,-2.17E-08,-2.85E-08,3.27E-09,-2.24E-06,-5.66E-07,-3.17E-06,0,10,0,-1.83E-10,-0.00236489,-0.00236489,-0.00236489,0.196955,0.00304491
0.015,-4.08E-06,0.0121934,3.70E-06,-8.58E-09,0.000143551,0.5,-2.39E-08,-3.39E-08,4.92E-10,-2.24E-06,-2.78E-06,-5.38E-06,0,10,0,-1.98E-10,-0.00221034,-0.00221034,-0.00221034,0.197948,0.00205247
0.016,-6.03E-06,0.0123916,5.51E-06,-1.46E-08,0.000155943,0.5,-2.62E-08,-4.12E-08,-4.23E-09,-2.24E-06,-4.72E-06,-7.33E-06,0,10,0,-2.08E-10,-0.00194769,-0.00194769,-0.00194769,0.198191,0.00180859
0.017,-6.03E-06,0.0223916,-0.00979449,-2.06E-08,0.000178335,0.49999,-2.84E-08,-4.85E-08,-8.96E-09,-2.24E-06,-4.72E-06,-7.33E-06,0,10,0,-2.78E-26,5.96E-27,4.04E-51,0,10,-9.8
0.018,8.94E-07,0.00301061,0.00978653,-1.97E-08,0.000181345,0.5,-3.06E-08,-4.89E-08,-6.76E-09,-2.24E-06,2.20E-06,-4.08E-07,0,10,0,-2.27E-10,0.00691928,0.00691928,0.00691928,-19.381,19.581
0.019,9.01E-07,0.0129875,9.67E-06,-1.88E-08,0.000194333,0.5,-3.29E-08,-4.93E-08,-4.56E-09,-2.24E-06,2.20E-06,-4.01E-07,0,10,0,-1.33E-13,6.94E-06,6.94E-06,6.94E-06,9.97687,-9.77687
