Time,Y Velocity,Y Position
0.001,10,0.01
0.002,9.98038,0.01998038
0.003,9.97057,0.029955855
0.004,9.96076,0.03992152
0.005,9.95095,0.049877375
0.006,9.94114,0.05982342
0.007,9.93133,0.069759655
0.008,9.92152,0.07968608
0.009,9.91171,0.089602695
0.01,9.9019,0.0995095
0.011,9.89209,0.109406495
0.012,9.88228,0.11929368
0.013,9.87247,0.129171055
0.014,9.86266,0.13903862
0.015,9.85285,0.148896375
0.016,9.84304,0.15874432
0.017,9.83323,0.168582455
0.018,9.82342,0.17841078
0.019,9.81361,0.188229295
0.02,9.8038,0.198038
0.021,9.79399,0.207836895
0.022,9.78418,0.21762598
0.023,9.77437,0.227405255
0.024,9.76456,0.23717472
0.025,9.75475,0.246934375
0.026,9.74494,0.25668422
0.027,9.73513,0.266424255
0.028,9.72532,0.27615448
0.029,9.71551,0.285874895
0.03,9.7057,0.2955855
0.031,9.69589,0.305286295
0.032,9.68608,0.31497728
0.033,9.67627,0.324658455
0.034,9.66646,0.33432982
0.035,9.65665,0.343991375
0.036,9.64684,0.35364312
0.037,9.63703,0.363285055
0.038,9.62722,0.37291718
0.039,9.61741,0.382539495
0.04,9.6076,0.392152
0.041,9.59779,0.401754695
0.042,9.58798,0.41134758
0.043,9.57817,0.420930655
0.044,9.56836,0.43050392
0.045,9.55855,0.440067375
0.046,9.54874,0.44962102
0.047,9.53893,0.459164855
0.048,9.52912,0.46869888
0.049,9.51931,0.478223095
0.05,9.5095,0.4877375
0.051,9.49969,0.497242095
0.052,9.48988,0.50673688
0.053,9.48007,0.516221855
0.054,9.47026,0.52569702
0.055,9.46045,0.535162375
0.056,9.45064,0.54461792
0.057,9.44083,0.554063655
0.058,9.43102,0.56349958
0.059,9.42121,0.572925695
0.06,9.4114,0.582342
0.061,9.40159,0.591748495
0.062,9.39178,0.60114518
0.063,9.38197,0.610532055
0.064,9.37216,0.61990912
0.065,9.36235,0.629276375
0.066,9.35254,0.63863382
0.067,9.34273,0.647981455
0.068,9.33292,0.65731928
0.069,9.32311,0.666647295
0.07,9.3133,0.6759655
0.071,9.30349,0.685273895
0.072,9.29368,0.69457248
0.073,9.28387,0.703861255
0.074,9.27406,0.71314022
0.075,9.26425,0.722409375
0.076,9.25444,0.73166872
0.077,9.24463,0.740918255
0.078,9.23482,0.75015798
0.079,9.22501,0.759387895
0.08,9.2152,0.768608
0.081,9.20539,0.777818295
0.082,9.19558,0.78701878
0.083,9.18577,0.796209455
0.084,9.17596,0.80539032
0.085,9.16615,0.814561375
0.086,9.15634,0.82372262
0.087,9.14653,0.832874055
0.088,9.13672,0.84201568
0.089,9.12691,0.851147495
0.09,9.1171,0.8602695
0.091,9.10729,0.869381695
0.092,9.09748,0.87848408
0.093,9.08767,0.887576655
0.094,9.07786,0.89665942
0.095,9.06805,0.905732375
0.096,9.05824,0.91479552
0.097,9.04843,0.923848855
0.098,9.03862,0.93289238
0.099,9.02881,0.941926095
0.1,9.019,0.95095
0.101,9.00919,0.959964095
0.102,8.99938,0.96896838
0.103,8.98957,0.977962855
0.104,8.97976,0.98694752
0.105,8.96995,0.995922375
0.106,8.96014,1.00488742
0.107,8.95033,1.013842655
0.108,8.94052,1.02278808
0.109,8.93071,1.031723695
0.11,8.9209,1.0406495
0.111,8.91109,1.049565495
0.112,8.90128,1.05847168
0.113,8.89147,1.067368055
0.114,8.88166,1.07625462
0.115,8.87185,1.085131375
0.116,8.86204,1.09399832
0.117,8.85223,1.102855455
0.118,8.84242,1.11170278
0.119,8.83261,1.120540295
0.12,8.8228,1.129368
0.121,8.81299,1.138185895
0.122,8.80318,1.14699398
0.123,8.79337,1.155792255
0.124,8.78356,1.16458072
0.125,8.77375,1.173359375
0.126,8.76394,1.18212822
0.127,8.75413,1.190887255
0.128,8.74432,1.19963648
0.129,8.73451,1.208375895
0.13,8.7247,1.2171055
0.131,8.71489,1.225825295
0.132,8.70508,1.23453528
0.133,8.69527,1.243235455
0.134,8.68546,1.25192582
0.135,8.67565,1.260606375
0.136,8.66584,1.26927712
0.137,8.65603,1.277938055
0.138,8.64622,1.28658918
0.139,8.63641,1.295230495
0.14,8.6266,1.303862
0.141,8.61679,1.312483695
0.142,8.60698,1.32109558
0.143,8.59717,1.329697655
0.144,8.58736,1.33828992
0.145,8.57755,1.346872375
0.146,8.56774,1.35544502
0.147,8.55793,1.364007855
0.148,8.54812,1.37256088
0.149,8.53831,1.381104095
0.15,8.5285,1.3896375
0.151,8.51869,1.398161095
0.152,8.50888,1.40667488
0.153,8.49907,1.415178855
0.154,8.48926,1.42367302
0.155,8.47945,1.432157375
0.156,8.46964,1.44063192
0.157,8.45983,1.449096655
0.158,8.45002,1.45755158
0.159,8.44021,1.465996695
0.16,8.4304,1.474432
0.161,8.42059,1.482857495
0.162,8.41078,1.49127318
0.163,8.40097,1.499679055
0.164,8.39116,1.50807512
0.165,8.38135,1.516461375
0.166,8.37154,1.52483782
0.167,8.36173,1.533204455
0.168,8.35192,1.54156128
0.169,8.34211,1.549908295
0.17,8.3323,1.5582455
0.171,8.32249,1.566572895
0.172,8.31268,1.57489048
0.173,8.30287,1.583198255
0.174,8.29306,1.59149622
0.175,8.28325,1.599784375
0.176,8.27344,1.60806272
0.177,8.26363,1.616331255
0.178,8.25382,1.62458998
0.179,8.24401,1.632838895
0.18,8.2342,1.641078
0.181,8.22439,1.649307295
0.182,8.21458,1.65752678
0.183,8.20477,1.665736455
0.184,8.19496,1.67393632
0.185,8.18515,1.682126375
0.186,8.17534,1.69030662
0.187,8.16553,1.698477055
0.188,8.15572,1.70663768
0.189,8.14591,1.714788495
0.19,8.1361,1.7229295
0.191,8.12629,1.731060695
0.192,8.11648,1.73918208
0.193,8.10667,1.747293655
0.194,8.09686,1.75539542
0.195,8.08705,1.763487375
0.196,8.07724,1.77156952
0.197,8.06743,1.779641855
0.198,8.05762,1.78770438
0.199,8.04781,1.795757095
0.2,8.038,1.8038
0.201,8.02819,1.811833095
0.202,8.01838,1.81985638
0.203,8.00857,1.827869855
0.204,7.99876,1.83587352
0.205,7.98895,1.843867375
0.206,7.97914,1.85185142
0.207,7.96933,1.859825655
0.208,7.95952,1.86779008
0.209,7.94971,1.875744695
0.21,7.9399,1.8836895
0.211,7.93009,1.891624495
0.212,7.92028,1.89954968
0.213,7.91047,1.907465055
0.214,7.90066,1.91537062
0.215,7.89085,1.923266375
0.216,7.88104,1.93115232
0.217,7.87123,1.939028455
0.218,7.86142,1.94689478
0.219,7.85161,1.954751295
0.22,7.8418,1.962598
0.221,7.83199,1.970434895
0.222,7.82218,1.97826198
0.223,7.81237,1.986079255
0.224,7.80256,1.99388672
