sim_time, unit_box_Custom?world_angular_velocity/x
0.089, -1.27578e-17
0.09, -8.79253e-18
0.091, -2.07389e-17
0.092, -1.22572e-17
0.093, -1.4065e-17
0.094, -1.10557e-17
0.095, -1.6928e-17
0.096, -1.06667e-17
0.097, -1.63958e-17
0.098, -1.45754e-17
0.099, -1.60069e-17
0.1, -1.11534e-17
0.101, -1.96226e-17
0.102, -1.24732e-17
0.103, -1.10969e-17
0.104, -2.1711e-17
0.105, -1.50055e-17
0.106, -1.49615e-17
0.107, -1.49175e-17
0.108, -1.22089e-17
0.109, -1.83821e-17
0.11, -9.01222e-18
0.111, -8.96817e-18
0.112, -1.15887e-17
0.113, -1.99823e-17
0.114, -1.15006e-17
0.115, -1.63415e-17
0.116, -8.74798e-18
0.117, -1.53653e-17
0.118, -1.31008e-17
0.119, -9.05996e-18
0.12, -1.16805e-17
0.121, -1.74096e-17
0.122, -1.4701e-17
0.123, -1.15483e-17
0.124, -1.32807e-17
0.125, -1.27926e-17
0.126, -1.31926e-17
0.127, -1.44809e-17
0.128, -1.48809e-17
0.129, -1.57251e-17
0.13, -1.30165e-17
0.131, -1.16402e-17
0.132, -1.47048e-17
0.133, -1.06639e-17
0.134, -1.46167e-17
0.135, -1.1464e-17
0.136, -1.49727e-17
0.137, -9.59958e-18
0.138, -8.22329e-18
0.139, -1.61729e-17
0.14, -1.25761e-17
0.141, -1.51966e-17
0.142, -1.82612e-17
0.143, -1.33322e-17
0.144, -1.06236e-17
0.145, -1.41323e-17
0.146, -1.36442e-17
0.147, -1.40442e-17
0.148, -1.17797e-17
0.149, -1.52884e-17
0.15, -1.25798e-17
0.151, -8.53899e-18
0.152, -2.00688e-17
0.153, -1.06989e-17
0.154, -1.5984e-17
0.155, -2.06356e-17
0.156, -1.12656e-17
0.157, -1.56625e-17
0.158, -1.69783e-17
0.159, -1.42697e-17
0.16, -1.64461e-17
0.161, -1.17718e-17
0.162, -1.43923e-17
0.163, -1.34601e-17
0.164, -1.522e-17
0.165, -1.56201e-17
0.166, -1.15793e-17
0.167, -1.22341e-17
0.168, -1.26341e-17
0.169, -8.14919e-18
0.17, -1.2546e-17
0.171, -1.09804e-17
0.172, -1.31846e-17
0.173, -1.40562e-17
0.174, -1.09036e-17
0.175, -1.17477e-17
0.176, -1.48124e-17
0.177, -1.65722e-17
0.178, -1.54507e-17
0.179, -1.61054e-17
0.18, -9.84414e-18
0.181, -1.60173e-17
0.182, -1.33088e-17
0.183, -1.08549e-17
0.184, -1.97204e-17
0.185, -1.21544e-17
0.186, -1.74394e-17
0.187, -1.07619e-17
0.188, -1.25218e-17
0.189, -1.33659e-17
0.19, -1.77903e-17
0.191, -1.68856e-17
0.192, -9.73616e-18
0.193, -1.06081e-17
0.194, -1.50327e-17
0.195, -1.32123e-17
0.196, -1.4084e-17
0.197, -1.31796e-17
0.198, -1.22473e-17
0.199, -1.62276e-17
0.2, -1.26586e-17
0.201, -9.95009e-18
0.202, -1.61233e-17
0.203, -1.65234e-17
0.204, -1.55912e-17
0.205, -1.42148e-17
0.206, -1.28386e-17
0.207, -1.41268e-17
0.208, -1.31946e-17
0.209, -9.15375e-18
0.21, -1.48829e-17
0.211, -1.35066e-17
0.212, -1.39067e-17
0.213, -1.51949e-17
0.214, -1.29304e-17
0.215, -1.24423e-17
0.216, -1.28423e-17
0.217, -1.32424e-17
0.218, -1.36425e-17
0.219, -1.31543e-17
0.22, -1.1778e-17
0.221, -1.92835e-17
0.222, -1.83513e-17
0.223, -1.25341e-17
0.224, -1.42664e-17
0.225, -1.46665e-17
0.226, -1.59547e-17
0.227, -1.10257e-17
0.228, -1.2758e-17
0.229, -1.09377e-17
0.23, -1.48904e-17
0.231, -1.52905e-17
0.232, -1.3026e-17
0.233, -1.3426e-17
0.234, -1.11616e-17
0.235, -1.68907e-17
0.236, -1.68467e-17
0.237, -1.63585e-17
0.238, -1.18736e-17
0.239, -1.84909e-17
0.24, -1.26737e-17
0.241, -9.52102e-18
0.242, -1.39179e-17
0.243, -1.4762e-17
0.244, -1.78266e-17
0.245, -1.55621e-17
0.246, -1.37417e-17
0.247, -1.05891e-17
0.248, -1.543e-17
0.249, -1.93827e-17
0.25, -1.0901e-17
0.251, -1.39656e-17
0.252, -1.34774e-17
0.253, -9.4366e-18
0.254, -9.39256e-18
0.255, -1.11249e-17
0.256, -1.50776e-17
0.257, -1.59218e-17
0.258, -1.63219e-17
0.259, -4.28742e-18
0.26, -1.75661e-17
0.261, -1.17489e-17
0.262, -1.61458e-17
0.263, -1.03286e-17
0.264, -1.38372e-17
0.265, -1.24609e-17
0.266, -1.2861e-17
0.267, -1.68137e-17
0.268, -1.58815e-17
0.269, -1.71697e-17
0.27, -1.00202e-17
0.271, -1.44171e-17
0.272, -1.25967e-17
0.273, -1.16645e-17
0.274, -1.87259e-17
0.275, -1.95701e-17
0.276, -7.97975e-18
0.277, -1.32648e-17
0.278, -1.58853e-17
0.279, -1.76176e-17
0.28, -1.18004e-17
0.281, -1.84177e-17
0.282, -1.17124e-17
0.283, -1.47769e-17
0.284, -1.16243e-17
0.285, -1.5577e-17
0.286, -1.46448e-17
0.287, -9.71582e-18
0.288, -1.36686e-17
0.289, -1.40687e-17
0.29, -1.44687e-17
0.291, -1.17601e-17
0.292, -1.43806e-17
0.293, -1.6113e-17
0.294, -1.1628e-17
0.295, -1.6469e-17
0.296, -1.50927e-17
0.297, -1.37164e-17
0.298, -9.23146e-18
0.299, -1.76251e-17
0.3, -1.26961e-17
0.301, -1.17639e-17
0.302, -2.10457e-17
0.303, -1.2564e-17
0.304, -1.29641e-17
0.305, -1.33641e-17
0.306, -1.73169e-17
0.307, -1.23879e-17
0.308, -1.50084e-17
0.309, -1.05234e-17
0.31, -1.3588e-17
0.311, -1.13236e-17
0.312, -1.79409e-17
0.313, -1.47882e-17
0.314, -1.47442e-17
0.315, -1.4256e-17
0.316, -1.19916e-17
0.317, -1.77207e-17
0.318, -1.50121e-17
0.319, -1.36359e-17
0.32, -1.31477e-17
0.321, -1.488e-17
0.322, -1.39478e-17
0.323, -1.39037e-17
0.324, -1.0751e-17
0.325, -1.33715e-17
0.326, -1.64361e-17
0.327, -1.41717e-17
0.328, -1.32394e-17
0.329, -1.45277e-17
0.33, -1.31513e-17
0.331, -1.04428e-17
0.332, -1.6616e-17
0.333, -1.70161e-17
0.334, -1.38635e-17
0.335, -1.47075e-17
0.336, -1.33313e-17
0.337, -1.59518e-17
0.338, -1.94604e-17
0.339, -1.00906e-17
0.34, -1.35992e-17
0.341, -1.66638e-17
0.342, -9.07027e-18
0.343, -1.16908e-17
0.344, -1.51995e-17
0.345, -1.07146e-17
0.346, -1.64437e-17
0.347, -1.28469e-17
0.348, -1.72438e-17
0.349, -1.54234e-17
0.35, -1.22707e-17
0.351, -1.31149e-17
0.352, -1.12945e-17
0.353, -1.54847e-17
0.354, -1.20808e-17
0.355, -1.51454e-17
0.356, -1.37691e-17
0.357, -1.41691e-17
0.358, -8.10059e-18
0.359, -1.762e-17
0.36, -1.19955e-17
0.361, -1.86129e-17
0.362, -1.59043e-17
0.363, -1.76366e-17
0.364, -1.46767e-17
0.365, -1.39821e-17
0.366, -1.27985e-17
0.367, -9.64586e-18
0.368, -1.18223e-17
0.369, -1.88837e-17
0.37, -1.1927e-17
0.371, -1.30087e-17
0.372, -1.49338e-17
0.373, -1.53338e-17
0.374, -1.21812e-17
0.375, -1.1249e-17
0.376, -1.8503e-17
0.377, -1.20348e-17
0.378, -1.48481e-17
0.379, -9.0309e-18
0.38, -1.476e-17
0.381, -1.24955e-17
0.382, -1.35324e-17
0.383, -1.77226e-17
0.384, -9.87776e-18
0.385, -1.42746e-17
0.386, -1.28983e-17
0.387, -1.32984e-17
0.388, -1.47794e-17
0.389, -1.23084e-17
0.39, -1.73421e-17
0.391, -1.37454e-17
0.392, -1.7254e-17
0.393, -1.47382e-17
0.394, -1.46942e-17
0.395, -1.46501e-17
0.396, -1.61759e-17
0.397, -1.03587e-17
0.398, -1.91965e-17
0.399, -1.4505e-17
0.4, -1.49051e-17
0.401, -1.21965e-17
0.402, -1.57052e-17
0.403, -1.03321e-17
0.404, -1.07321e-17
0.405, -1.06881e-17
0.406, -1.86376e-17
0.407, -1.23764e-17
0.408, -1.49968e-17
0.409, -1.22883e-17
0.41, -1.35765e-17
0.411, -9.53573e-18
0.412, -1.52649e-17
0.413, -1.78854e-17
0.414, -1.42886e-17
0.415, -9.80368e-18
0.416, -1.46446e-17
0.417, -1.32683e-17
0.418, -1.14479e-17
0.419, -1.89534e-17
0.42, -1.80212e-17
0.421, -1.08717e-17
0.422, -9.49541e-18
0.423, -1.56686e-17
0.424, -2.13977e-17
0.425, -1.06955e-17
0.426, -1.50924e-17
0.427, -1.23838e-17
0.428, -1.23398e-17
0.429, -1.22957e-17
0.43, -1.22517e-17
0.431, -1.3984e-17
0.432, -1.26077e-17
0.433, -1.07873e-17
0.434, -1.82928e-17
0.435, -1.82488e-17
0.436, -1.55402e-17
0.437, -1.14994e-17
0.438, -1.18994e-17
0.439, -1.18554e-17
0.44, -1.26995e-17
0.441, -1.13232e-17
0.442, -1.74964e-17
0.443, -1.47879e-17
0.444, -9.85888e-18
0.445, -1.51439e-17
0.446, -1.82085e-17
0.447, -6.17405e-18
0.448, -1.19032e-17
0.449, -1.71883e-17
0.45, -1.04829e-17
0.451, -1.35475e-17
0.452, -1.48357e-17
0.453, -1.03508e-17
0.454, -1.51918e-17
0.455, -1.42596e-17
0.456, -1.42155e-17
0.457, -1.23951e-17
0.458, -1.36834e-17
0.459, -1.31953e-17
0.46, -1.62599e-17
0.461, -1.44395e-17
0.462, -1.83923e-17
0.463, -1.65719e-17
0.464, -1.03106e-17
0.465, -1.60397e-17
0.466, -1.42193e-17
0.467, -1.10667e-17
0.468, -1.50194e-17
0.469, -1.2755e-17
0.47, -1.09346e-17
0.471, -1.71078e-17
0.472, -1.04025e-17
0.473, -1.03584e-17
0.474, -1.51994e-17
0.475, -1.02704e-17
0.476, -1.37791e-17
0.477, -1.72877e-17
0.478, -1.32469e-17
0.479, -1.18706e-17
0.48, -1.8932e-17
0.481, -1.62234e-17
0.482, -5.07718e-18
0.483, -1.70236e-17
0.484, -1.4315e-17
0.485, -1.29387e-17
0.486, -8.89788e-18
0.487, -1.37388e-17
0.488, -9.69798e-18
0.489, -1.36508e-17
0.49, -1.18304e-17
0.491, -1.75595e-17
0.492, -1.21863e-17
0.493, -1.48068e-17
0.494, -1.0766e-17
0.495, -1.47187e-17
0.496, -1.77833e-17
0.497, -1.01898e-17
0.498, -1.28103e-17
0.499, -1.76512e-17
0.5, -1.44986e-17
0.501, -1.48986e-17
0.502, -1.219e-17
0.503, -1.17019e-17
0.504, -1.2102e-17
0.505, -1.20579e-17
0.506, -1.29021e-17
0.507, -1.15258e-17
0.508, -1.90313e-17
0.509, -1.49904e-17
0.51, -1.18378e-17
0.511, -1.26819e-17
0.512, -1.3526e-17
0.513, -1.48143e-17
0.514, -1.65466e-17
0.515, -1.3838e-17
0.516, -1.06854e-17
0.517, -1.01972e-17
0.518, -1.19296e-17
0.519, -1.58823e-17
0.52, -9.17697e-18
0.521, -8.24478e-18
0.522, -1.88589e-17
0.523, -8.15673e-18
0.524, -1.21095e-17
0.525, -1.33978e-17
0.526, -1.06892e-17
0.527, -1.55301e-17
0.528, -1.85947e-17
0.529, -1.23333e-17
0.53, -1.40657e-17
0.531, -1.5798e-17
0.532, -1.88626e-17
0.533, -1.34894e-17
0.534, -9.00453e-18
0.535, -1.47337e-17
0.536, -1.55777e-17
0.537, -1.42014e-17
0.538, -1.50456e-17
0.539, -1.7222e-17
0.54, -1.2737e-17
0.541, -1.13607e-17
0.542, -1.62017e-17
0.543, -1.12727e-17
0.544, -1.789e-17
0.545, -1.20727e-17
0.546, -1.3361e-17
0.547, -7.54384e-18
0.548, -1.50493e-17
0.549, -1.8558e-17
0.55, -9.18813e-18
0.551, -1.3585e-17
0.552, -1.66496e-17
0.553, -1.34969e-17
0.554, -1.30088e-17
0.555, -1.07443e-17
0.556, -1.60294e-17
0.557, -1.19885e-17
0.558, -1.68294e-17
0.559, -1.5009e-17
0.56, -1.62972e-17
0.561, -1.09241e-17
0.562, -1.53209e-17
0.563, -1.26124e-17
0.564, -1.5677e-17
0.565, -1.56329e-17
0.566, -1.47007e-17
0.567, -1.33244e-17
0.568, -1.50567e-17
0.569, -1.81213e-17
0.57, -1.27482e-17
0.571, -1.1816e-17
0.572, -2.28741e-17
0.573, -1.48365e-17
0.574, -1.34602e-17
0.575, -8.97528e-18
0.576, -1.47044e-17
0.577, -1.33281e-17
0.578, -1.50604e-17
0.579, -1.63487e-17
0.58, -1.67487e-17
0.581, -1.40401e-17
0.582, -1.26638e-17
0.583, -1.48402e-17
0.584, -1.56844e-17
0.585, -1.47521e-17
0.586, -1.60404e-17
0.587, -1.33318e-17
0.588, -1.4176e-17
0.589, -1.14674e-17
0.59, -1.63083e-17
0.591, -1.44879e-17
0.592, -1.57761e-17
0.593, -1.26234e-17
0.594, -8.13849e-18
0.595, -1.29794e-17
0.596, -1.16031e-17
0.597, -1.46677e-17
0.598, -1.50678e-17
0.599, -1.05829e-17
0.6, -1.54238e-17
0.601, -1.1383e-17
0.602, -1.26712e-17
0.603, -1.30712e-17
0.604, -9.91856e-18
0.605, -1.34273e-17
0.606, -1.51596e-17
0.607, -1.51155e-17
0.608, -1.2407e-17
0.609, -1.72479e-17
0.61, -1.23189e-17
0.611, -1.31631e-17
0.612, -1.26749e-17
0.613, -1.35191e-17
0.614, -1.48073e-17
0.615, -1.16546e-17
0.616, -1.51633e-17
0.617, -9.79017e-18
0.618, -1.01902e-17
0.619, -1.23666e-17
0.62, -1.49871e-17
0.621, -1.58312e-17
0.622, -1.80076e-17
0.623, -7.3055e-18
0.624, -2.014e-17
0.625, -1.74314e-17
0.626, -1.07261e-17
0.627, -1.20143e-17
0.628, -1.81876e-17
0.629, -1.10381e-17
0.63, -1.0994e-17
0.631, -1.27264e-17
0.632, -1.35705e-17
0.633, -1.66351e-17
0.634, -1.17061e-17
0.635, -1.87675e-17
0.636, -1.29503e-17
0.637, -8.46533e-18
0.638, -1.81912e-17
0.639, -1.37063e-17
0.64, -9.66546e-18
0.641, -1.62827e-17
0.642, -9.13329e-18
0.643, -1.53065e-17
0.644, -1.48184e-17
0.645, -1.52185e-17
0.646, -1.56185e-17
0.647, -1.11336e-17
0.648, -1.10896e-17
0.649, -1.90391e-17
0.65, -1.01133e-17
0.651, -1.05134e-17
0.652, -1.49102e-17
0.653, -1.35339e-17
0.654, -1.48221e-17
0.655, -1.389e-17
0.656, -1.38459e-17
0.657, -1.38019e-17
0.658, -1.24256e-17
0.659, -1.54901e-17
0.66, -1.54461e-17
0.661, -1.14053e-17
0.662, -9.58487e-18
0.663, -1.22054e-17
0.664, -1.5714e-17
0.665, -1.30054e-17
0.666, -8.07646e-18
0.667, -1.60261e-17
0.668, -1.42057e-17
0.669, -1.28294e-17
0.67, -1.72262e-17
0.671, -1.36295e-17
0.672, -1.80263e-17
0.673, -1.39855e-17
0.674, -1.26093e-17
0.675, -1.70061e-17
0.676, -1.29653e-17
0.677, -1.46976e-17
0.678, -1.46536e-17
0.679, -1.41654e-17
0.68, -1.32332e-17
0.681, -1.27451e-17
0.682, -1.09247e-17
0.683, -1.39893e-17
0.684, -1.79421e-17
0.685, -1.52335e-17
0.686, -1.60776e-17
0.687, -1.02604e-17
0.688, -1.821e-17
0.689, -1.41692e-17
0.69, -1.27929e-17
0.691, -1.45252e-17
0.692, -1.58134e-17
0.693, -1.93221e-17
0.694, -1.3949e-17
0.695, -8.57588e-18
0.696, -1.38609e-17
0.697, -1.20405e-17
0.698, -1.68815e-17
0.699, -9.73201e-18
0.7, -1.36848e-17
0.701, -1.76375e-17
0.702, -1.22644e-17
0.703, -1.35526e-17
0.704, -1.30645e-17
0.705, -1.12441e-17
0.706, -1.6085e-17
0.707, -1.1156e-17
0.708, -1.68851e-17
0.709, -1.50647e-17
0.71, -1.41325e-17
0.711, -1.1868e-17
0.712, -1.13799e-17
0.713, -1.79972e-17
0.714, -1.52887e-17
0.715, -1.08037e-17
0.716, -8.98333e-18
0.717, -1.47125e-17
0.718, -1.60007e-17
0.719, -1.41803e-17
0.72, -1.23599e-17
0.721, -1.85331e-17
0.722, -1.13837e-17
0.723, -1.04514e-17
0.724, -1.61806e-17
0.725, -1.21397e-17
0.726, -1.8757e-17
0.727, -1.3828e-17
0.728, -1.11194e-17
0.729, -1.4184e-17
0.73, -1.36958e-17
0.731, -9.21091e-18
0.732, -1.44959e-17
0.733, -1.26755e-17
0.734, -1.39638e-17
0.735, -1.74724e-17
0.736, -1.60961e-17
0.737, -1.42757e-17
0.738, -1.37876e-17
0.739, -1.0635e-17
0.74, -1.592e-17
0.741, -1.89846e-17
0.742, -1.6276e-17
0.743, -1.1347e-17
0.744, -1.92966e-17
0.745, -9.92664e-18
0.746, -1.29912e-17
0.747, -1.16149e-17
0.748, -1.60118e-17
0.749, -1.01946e-17
0.75, -1.41474e-17
0.751, -1.49915e-17
0.752, -1.9314e-17
0.753, -1.29783e-17
0.754, -1.47703e-17
0.755, -1.20618e-17
0.756, -1.69625e-17
0.757, -1.24776e-17
0.758, -1.42099e-17
0.759, -1.59423e-17
0.76, -1.27896e-17
0.761, -1.04507e-17
0.762, -1.1739e-17
0.763, -1.78379e-17
0.764, -1.11923e-17
0.765, -1.56489e-17
0.766, -1.41982e-17
0.767, -1.8151e-17
0.768, -1.18153e-17
0.769, -1.35476e-17
0.77, -1.21713e-17
0.771, -1.79005e-17
0.772, -1.0751e-17
0.773, -1.47635e-17
0.774, -1.20549e-17
0.775, -1.56233e-17
0.776, -1.28403e-17
0.777, -1.13896e-17
0.778, -1.62904e-17
0.779, -1.00291e-17
0.78, -1.93706e-17
0.781, -1.97707e-17
0.782, -8.18034e-18
0.783, -2.23471e-17
0.784, -8.53635e-18
0.785, -1.41911e-17
0.786, -1.14825e-17
0.787, -1.93577e-17
0.788, -1.58206e-17
0.789, -1.27277e-17
0.79, -5.94796e-18
0.791, -1.70061e-17
0.792, -1.2891e-17
0.793, -1.59556e-17
0.794, -1.45793e-17
0.795, -1.54234e-17
0.796, -1.31589e-17
0.797, -1.4951e-17
0.798, -1.40187e-17
0.799, -1.40344e-17
0.8, -1.08073e-17
0.801, -1.64621e-17
0.802, -1.24212e-17
0.803, -1.85944e-17
0.804, -9.22451e-18
0.805, -1.27332e-17
0.806, -1.2245e-17
0.807, -1.88624e-17
0.808, -1.61538e-17
0.809, -1.34452e-17
0.81, -1.38453e-17
0.811, -1.69098e-17
0.812, -1.64217e-17
0.813, -1.37131e-17
0.814, -1.36691e-17
0.815, -1.22928e-17
0.816, -1.49133e-17
0.817, -1.66456e-17
0.818, -1.3493e-17
0.819, -1.61135e-17
0.82, -1.16285e-17
0.821, -1.64695e-17
0.822, -8.43182e-18
0.823, -1.32728e-17
0.824, -1.18964e-17
0.825, -1.71815e-17
0.826, -1.0032e-17
0.827, -1.44289e-17
0.828, -1.30526e-17
0.829, -1.16763e-17
0.83, -1.78495e-17
0.831, -1.51409e-17
0.832, -1.33205e-17
0.833, -1.37206e-17
0.834, -1.14561e-17
0.835, -1.23003e-17
0.836, -1.27004e-17
0.837, -1.088e-17
0.838, -1.88295e-17
0.839, -1.43446e-17
0.84, -1.11919e-17
0.841, -1.38124e-17
0.842, -1.59888e-17
0.843, -1.01716e-17
0.844, -1.14598e-17
0.845, -1.54126e-17
0.846, -1.84772e-17
0.847, -9.9955e-18
0.848, -1.30601e-17
0.849, -1.34601e-17
0.85, -1.56365e-17
0.851, -1.42602e-17
0.852, -1.11076e-17
0.853, -9.73129e-18
0.854, -1.23518e-17
0.855, -1.58605e-17
0.856, -1.09315e-17
0.857, -1.22197e-17
0.858, -1.75047e-17
0.859, -1.03553e-17
0.86, -1.25317e-17
0.861, -9.37906e-18
0.862, -1.19996e-17
0.863, -1.59524e-17
0.864, -1.90169e-17
0.865, -1.31997e-17
0.866, -1.22675e-17
0.867, -1.39998e-17
0.868, -1.17354e-17
0.869, -1.56881e-17
0.87, -1.56441e-17
0.871, -1.73764e-17
0.872, -9.33877e-18
0.873, -1.01829e-17
0.874, -1.41357e-17
0.875, -1.32035e-17
0.876, -1.49359e-17
0.877, -1.40037e-17
0.878, -1.70683e-17
0.879, -1.39156e-17
0.88, -1.52038e-17
0.881, -1.56039e-17
0.882, -1.42276e-17
0.883, -1.24072e-17
0.884, -1.05868e-17
0.885, -1.14309e-17
0.886, -1.22751e-17
0.887, -1.53397e-17
0.888, -1.2187e-17
0.889, -1.16989e-17
0.89, -1.52075e-17
0.891, -1.02786e-17
0.892, -1.55636e-17
0.893, -1.59636e-17
0.894, -1.32551e-17
0.895, -1.14347e-17
0.896, -1.00584e-17
0.897, -1.53434e-17
0.898, -1.57434e-17
0.899, -1.25908e-17
0.9, -1.03263e-17
0.901, -1.20586e-17
0.902, -2.00082e-17
0.903, -3.53288e-18
0.904, -1.68115e-17
0.905, -1.23266e-17
0.906, -1.76116e-17
0.907, -1.22384e-17
0.908, -1.39707e-17
0.909, -1.21503e-17
0.91, -1.74354e-17
0.911, -1.02859e-17
0.912, -1.33505e-17
0.913, -1.5971e-17
0.914, -1.28184e-17
0.915, -1.32184e-17
0.916, -1.6283e-17
0.917, -1.40185e-17
0.918, -1.39745e-17
0.919, -1.43746e-17
0.92, -1.29983e-17
0.921, -1.42865e-17
0.922, -1.55748e-17
0.923, -1.41985e-17
0.924, -1.54868e-17
0.925, -1.27782e-17
0.926, -1.58428e-17
0.927, -1.57988e-17
0.928, -1.35343e-17
0.929, -1.2158e-17
0.93, -1.7443e-17
0.931, -1.20699e-17
0.932, -1.38022e-17
0.933, -1.19818e-17
0.934, -1.72668e-17
0.935, -1.01173e-17
0.936, -1.67346e-17
0.937, -1.8911e-17
0.938, -1.70906e-17
0.939, -1.43821e-17
0.94, -1.21176e-17
0.941, -1.25176e-17
0.942, -9.36497e-18
0.943, -9.32093e-18
0.944, -1.10533e-17
0.945, -1.58942e-17
0.946, -1.71825e-17
0.947, -1.18093e-17
0.948, -1.62061e-17
0.949, -1.03889e-17
0.95, -1.83385e-17
0.951, -1.11891e-17
0.952, -1.24773e-17
0.953, -1.28773e-17
0.954, -1.32774e-17
0.955, -1.01247e-17
0.956, -9.63659e-18
0.957, -1.44775e-17
0.958, -1.62098e-17
0.959, -1.66099e-17
0.96, -9.46039e-18
0.961, -1.43013e-17
0.962, -1.11487e-17
0.963, -1.51014e-17
0.964, -1.06165e-17
0.965, -1.05725e-17
0.966, -1.8522e-17
0.967, -1.27048e-17
0.968, -8.66398e-18
0.969, -1.97222e-17
0.97, -9.4641e-18
0.971, -1.4305e-17
0.972, -1.78137e-17
0.973, -1.02201e-17
0.974, -1.28406e-17
0.975, -1.01321e-17
0.976, -1.63053e-17
0.977, -1.18203e-17
0.978, -1.66613e-17
0.979, -9.51181e-18
0.98, -1.12441e-17
0.981, -1.34205e-17
0.982, -1.02679e-17
0.983, -1.28884e-17
0.984, -1.46207e-17
0.985, -1.45767e-17
0.986, -1.45327e-17
0.987, -1.18241e-17
0.988, -1.79974e-17
0.989, -1.70651e-17
0.99, -1.1692e-17
0.991, -1.52007e-17
0.992, -1.56008e-17
0.993, -1.24481e-17
0.994, -1.24041e-17
0.995, -1.90214e-17
0.996, -1.09837e-17
0.997, -1.18279e-17
0.998, -1.31161e-17
0.999, -1.52925e-17
1, -1.12517e-17
1.001, -1.38722e-17
1.002, -1.56045e-17
1.003, -1.86691e-17
1.004, -1.28519e-17
1.005, -1.05875e-17
1.006, -1.63166e-17
1.007, -1.40521e-17
1.008, -1.44522e-17
1.009, -9.96724e-18
1.01, -1.48082e-17
1.011, -1.69846e-17
1.012, -1.16115e-17
1.013, -1.24556e-17
1.014, -1.10793e-17
1.015, -1.23676e-17
1.016, -1.49881e-17
1.017, -1.71645e-17
1.018, -1.26795e-17
1.019, -9.52687e-18
1.02, -1.17033e-17
1.021, -1.87647e-17
1.022, -1.16153e-17
1.023, -1.24594e-17
1.024, -1.68562e-17
1.025, -1.41476e-17
1.026, -1.32155e-17
1.027, -1.31714e-17
1.028, -1.31274e-17
1.029, -1.30833e-17
1.03, -1.43716e-17
1.031, -1.38834e-17
1.032, -1.38394e-17
1.033, -1.24631e-17
1.034, -1.06427e-17
1.035, -2.12568e-17
1.036, -1.18869e-17
1.037, -1.71719e-17
1.038, -1.44633e-17
1.039, -1.13107e-17
1.04, -1.08225e-17
1.041, -1.61076e-17
1.042, -1.20667e-17
1.043, -1.69076e-17
1.044, -1.15345e-17
1.045, -1.72636e-17
1.046, -8.78189e-18
1.047, -1.49551e-17
1.048, -1.00261e-17
1.049, -1.53111e-17
1.05, -1.4823e-17
1.051, -1.43349e-17
1.052, -1.38467e-17
1.053, -1.29145e-17
1.054, -8.87371e-18
1.055, -2.12642e-17
1.056, -1.72233e-17
1.057, -1.14061e-17
1.058, -1.13621e-17
1.059, -1.26503e-17
1.06, -1.26063e-17
1.061, -1.6115e-17
1.062, -1.20741e-17
1.063, -1.69151e-17
1.064, -9.32152e-18
1.065, -1.23861e-17
1.066, -2.34443e-17
1.067, -9.18941e-18
1.068, -1.26981e-17
1.069, -1.30982e-17
1.07, -1.30541e-17
1.071, -1.7451e-17
1.072, -1.60747e-17
1.073, -1.07016e-17
1.074, -1.7763e-17
