sim_time, unit_box_Custom?world_pose/orientation/yaw
0.42, 1.79604e-19
0.421, 1.80037e-19
0.422, 1.8047e-19
0.423, 1.80902e-19
0.424, 1.81335e-19
0.425, 1.81768e-19
0.426, 1.822e-19
0.427, 1.82633e-19
0.428, 1.83067e-19
0.429, 1.83499e-19
0.43, 1.83932e-19
0.431, 1.84365e-19
0.432, 1.84798e-19
0.433, 1.85231e-19
0.434, 1.85663e-19
0.435, 1.86097e-19
0.436, 1.8653e-19
0.437, 1.86962e-19
0.438, 1.87395e-19
0.439, 1.87829e-19
0.44, 1.88262e-19
0.441, 1.88695e-19
0.442, 1.89128e-19
0.443, 1.89561e-19
0.444, 1.89993e-19
0.445, 1.90426e-19
0.446, 1.90859e-19
0.447, 1.91292e-19
0.448, 1.91725e-19
0.449, 1.92158e-19
0.45, 1.92591e-19
0.451, 1.93024e-19
0.452, 1.93456e-19
0.453, 1.93889e-19
0.454, 1.94322e-19
0.455, 1.94755e-19
0.456, 1.95188e-19
0.457, 1.95621e-19
0.458, 1.96053e-19
0.459, 1.96486e-19
0.46, 1.96919e-19
0.461, 1.97352e-19
0.462, 1.97785e-19
0.463, 1.98218e-19
0.464, 1.9865e-19
0.465, 1.99084e-19
0.466, 1.99517e-19
0.467, 1.99949e-19
0.468, 2.00383e-19
0.469, 2.00816e-19
0.47, 2.01248e-19
0.471, 2.01681e-19
0.472, 2.02114e-19
0.473, 2.02547e-19
0.474, 2.0298e-19
0.475, 2.03413e-19
0.476, 2.03846e-19
0.477, 2.04279e-19
0.478, 2.04712e-19
0.479, 2.05144e-19
0.48, 2.05577e-19
0.481, 2.0601e-19
0.482, 2.06442e-19
0.483, 2.06875e-19
0.484, 2.07308e-19
0.485, 2.07741e-19
0.486, 2.08174e-19
0.487, 2.08606e-19
0.488, 2.09039e-19
0.489, 2.09472e-19
0.49, 2.09905e-19
0.491, 2.10338e-19
0.492, 2.10771e-19
0.493, 2.11203e-19
0.494, 2.11636e-19
0.495, 2.12069e-19
0.496, 2.12502e-19
0.497, 2.12935e-19
0.498, 2.13367e-19
0.499, 2.138e-19
0.5, 2.14233e-19
0.501, 2.14666e-19
0.502, 2.15099e-19
0.503, 2.15532e-19
0.504, 2.15965e-19
0.505, 2.16398e-19
0.506, 2.16831e-19
0.507, 2.17265e-19
0.508, 2.17698e-19
0.509, 2.18131e-19
0.51, 2.18564e-19
0.511, 2.18996e-19
0.512, 2.19429e-19
0.513, 2.19862e-19
0.514, 2.20295e-19
0.515, 2.20728e-19
0.516, 2.21161e-19
0.517, 2.21594e-19
0.518, 2.22027e-19
0.519, 2.22459e-19
0.52, 2.22892e-19
0.521, 2.23325e-19
0.522, 2.23758e-19
0.523, 2.2419e-19
0.524, 2.24623e-19
0.525, 2.25056e-19
0.526, 2.2549e-19
0.527, 2.25923e-19
0.528, 2.26355e-19
0.529, 2.26788e-19
0.53, 2.27221e-19
0.531, 2.27654e-19
0.532, 2.28088e-19
0.533, 2.2852e-19
0.534, 2.28953e-19
0.535, 2.29387e-19
0.536, 2.29819e-19
0.537, 2.30252e-19
0.538, 2.30685e-19
0.539, 2.31118e-19
0.54, 2.31551e-19
0.541, 2.31984e-19
0.542, 2.32416e-19
0.543, 2.32849e-19
0.544, 2.33282e-19
0.545, 2.33715e-19
0.546, 2.34148e-19
0.547, 2.34581e-19
0.548, 2.35014e-19
0.549, 2.35447e-19
0.55, 2.3588e-19
0.551, 2.36312e-19
0.552, 2.36745e-19
0.553, 2.37178e-19
0.554, 2.37611e-19
0.555, 2.38044e-19
0.556, 2.38477e-19
0.557, 2.3891e-19
0.558, 2.39343e-19
0.559, 2.39776e-19
0.56, 2.40209e-19
0.561, 2.40642e-19
0.562, 2.41074e-19
0.563, 2.41507e-19
0.564, 2.4194e-19
0.565, 2.42372e-19
0.566, 2.42805e-19
0.567, 2.43238e-19
0.568, 2.43671e-19
0.569, 2.44104e-19
0.57, 2.44537e-19
0.571, 2.4497e-19
0.572, 2.45402e-19
0.573, 2.45835e-19
0.574, 2.46267e-19
0.575, 2.467e-19
0.576, 2.47134e-19
0.577, 2.47566e-19
0.578, 2.48e-19
0.579, 2.48432e-19
0.58, 2.48865e-19
0.581, 2.49298e-19
0.582, 2.49731e-19
0.583, 2.50164e-19
0.584, 2.50597e-19
0.585, 2.5103e-19
0.586, 2.51463e-19
0.587, 2.51896e-19
0.588, 2.52329e-19
0.589, 2.52762e-19
0.59, 2.53195e-19
0.591, 2.53628e-19
0.592, 2.54061e-19
0.593, 2.54494e-19
0.594, 2.54927e-19
0.595, 2.5536e-19
0.596, 2.55793e-19
0.597, 2.56225e-19
0.598, 2.56658e-19
0.599, 2.57091e-19
0.6, 2.57523e-19
0.601, 2.57956e-19
0.602, 2.58389e-19
0.603, 2.58822e-19
0.604, 2.59254e-19
0.605, 2.59687e-19
0.606, 2.6012e-19
0.607, 2.60553e-19
0.608, 2.60986e-19
0.609, 2.61419e-19
0.61, 2.61852e-19
0.611, 2.62285e-19
0.612, 2.62717e-19
0.613, 2.6315e-19
0.614, 2.63583e-19
0.615, 2.64016e-19
0.616, 2.64449e-19
0.617, 2.64882e-19
0.618, 2.65315e-19
0.619, 2.65748e-19
0.62, 2.66181e-19
0.621, 2.66614e-19
0.622, 2.67047e-19
0.623, 2.6748e-19
0.624, 2.67912e-19
0.625, 2.68345e-19
0.626, 2.68778e-19
0.627, 2.69211e-19
0.628, 2.69644e-19
0.629, 2.70077e-19
0.63, 2.7051e-19
0.631, 2.70943e-19
0.632, 2.71376e-19
0.633, 2.71809e-19
0.634, 2.72242e-19
0.635, 2.72674e-19
0.636, 2.73107e-19
0.637, 2.7354e-19
0.638, 2.73973e-19
0.639, 2.74406e-19
0.64, 2.74839e-19
0.641, 2.75272e-19
0.642, 2.75705e-19
0.643, 2.76138e-19
0.644, 2.76571e-19
0.645, 2.77004e-19
0.646, 2.77437e-19
0.647, 2.7787e-19
0.648, 2.78303e-19
0.649, 2.78736e-19
0.65, 2.79169e-19
0.651, 2.79601e-19
0.652, 2.80034e-19
0.653, 2.80467e-19
0.654, 2.809e-19
0.655, 2.81333e-19
0.656, 2.81766e-19
0.657, 2.82198e-19
0.658, 2.82631e-19
0.659, 2.83064e-19
0.66, 2.83497e-19
0.661, 2.8393e-19
0.662, 2.84362e-19
0.663, 2.84795e-19
0.664, 2.85227e-19
0.665, 2.8566e-19
0.666, 2.86093e-19
0.667, 2.86525e-19
0.668, 2.86958e-19
0.669, 2.87391e-19
0.67, 2.87824e-19
0.671, 2.88257e-19
0.672, 2.88689e-19
0.673, 2.89122e-19
0.674, 2.89555e-19
0.675, 2.89987e-19
0.676, 2.9042e-19
0.677, 2.90853e-19
0.678, 2.91286e-19
0.679, 2.91718e-19
0.68, 2.92152e-19
0.681, 2.92584e-19
0.682, 2.93017e-19
0.683, 2.9345e-19
0.684, 2.93883e-19
0.685, 2.94316e-19
0.686, 2.94749e-19
0.687, 2.95182e-19
0.688, 2.95615e-19
0.689, 2.96048e-19
0.69, 2.96481e-19
0.691, 2.96914e-19
0.692, 2.97346e-19
0.693, 2.97779e-19
0.694, 2.98212e-19
0.695, 2.98645e-19
0.696, 2.99078e-19
0.697, 2.9951e-19
0.698, 2.99944e-19
0.699, 3.00376e-19
0.7, 3.0081e-19
0.701, 3.01243e-19
0.702, 3.01676e-19
0.703, 3.02109e-19
0.704, 3.02541e-19
0.705, 3.02974e-19
0.706, 3.03407e-19
0.707, 3.0384e-19
0.708, 3.04272e-19
0.709, 3.04705e-19
0.71, 3.05138e-19
0.711, 3.05572e-19
0.712, 3.06005e-19
0.713, 3.06438e-19
0.714, 3.0687e-19
0.715, 3.07303e-19
0.716, 3.07737e-19
0.717, 3.08169e-19
0.718, 3.08602e-19
0.719, 3.09035e-19
0.72, 3.09468e-19
0.721, 3.09901e-19
0.722, 3.10334e-19
0.723, 3.10767e-19
0.724, 3.112e-19
0.725, 3.11633e-19
0.726, 3.12066e-19
0.727, 3.12498e-19
0.728, 3.12931e-19
0.729, 3.13364e-19
0.73, 3.13797e-19
0.731, 3.14229e-19
0.732, 3.14663e-19
0.733, 3.15095e-19
0.734, 3.15528e-19
0.735, 3.15961e-19
0.736, 3.16394e-19
0.737, 3.16826e-19
0.738, 3.17259e-19
0.739, 3.17692e-19
0.74, 3.18125e-19
0.741, 3.18558e-19
0.742, 3.18991e-19
0.743, 3.19424e-19
0.744, 3.19857e-19
0.745, 3.20289e-19
0.746, 3.20722e-19
0.747, 3.21155e-19
0.748, 3.21587e-19
0.749, 3.2202e-19
0.75, 3.22453e-19
0.751, 3.22886e-19
0.752, 3.23319e-19
0.753, 3.23752e-19
0.754, 3.24185e-19
0.755, 3.24618e-19
0.756, 3.25051e-19
0.757, 3.25483e-19
0.758, 3.25917e-19
0.759, 3.26349e-19
0.76, 3.26782e-19
0.761, 3.27215e-19
0.762, 3.27648e-19
0.763, 3.28081e-19
0.764, 3.28514e-19
0.765, 3.28946e-19
0.766, 3.29379e-19
0.767, 3.29813e-19
0.768, 3.30246e-19
0.769, 3.30679e-19
0.77, 3.31112e-19
0.771, 3.31545e-19
0.772, 3.31978e-19
0.773, 3.32411e-19
0.774, 3.32844e-19
0.775, 3.33277e-19
0.776, 3.3371e-19
0.777, 3.34143e-19
0.778, 3.34575e-19
0.779, 3.35008e-19
0.78, 3.35441e-19
0.781, 3.35874e-19
0.782, 3.36306e-19
0.783, 3.36739e-19
0.784, 3.37171e-19
0.785, 3.37604e-19
0.786, 3.38037e-19
0.787, 3.3847e-19
0.788, 3.38903e-19
0.789, 3.39335e-19
0.79, 3.39768e-19
0.791, 3.40201e-19
0.792, 3.40634e-19
0.793, 3.41067e-19
0.794, 3.415e-19
0.795, 3.41933e-19
0.796, 3.42366e-19
0.797, 3.42798e-19
0.798, 3.43231e-19
0.799, 3.43664e-19
0.8, 3.44097e-19
0.801, 3.4453e-19
0.802, 3.44962e-19
0.803, 3.45395e-19
0.804, 3.45828e-19
0.805, 3.46261e-19
0.806, 3.46694e-19
0.807, 3.47127e-19
0.808, 3.47559e-19
0.809, 3.47993e-19
0.81, 3.48425e-19
0.811, 3.48858e-19
0.812, 3.49291e-19
0.813, 3.49724e-19
0.814, 3.50157e-19
0.815, 3.50589e-19
0.816, 3.51022e-19
0.817, 3.51455e-19
0.818, 3.51888e-19
0.819, 3.52321e-19
0.82, 3.52753e-19
0.821, 3.53186e-19
0.822, 3.53619e-19
0.823, 3.54052e-19
0.824, 3.54485e-19
0.825, 3.54918e-19
0.826, 3.5535e-19
0.827, 3.55783e-19
0.828, 3.56216e-19
0.829, 3.56648e-19
0.83, 3.57081e-19
0.831, 3.57514e-19
0.832, 3.57947e-19
0.833, 3.5838e-19
0.834, 3.58813e-19
0.835, 3.59246e-19
0.836, 3.59679e-19
0.837, 3.60112e-19
0.838, 3.60545e-19
0.839, 3.60978e-19
0.84, 3.61411e-19
0.841, 3.61844e-19
0.842, 3.62276e-19
0.843, 3.62709e-19
0.844, 3.63142e-19
0.845, 3.63575e-19
0.846, 3.64008e-19
0.847, 3.64441e-19
0.848, 3.64874e-19
0.849, 3.65307e-19
0.85, 3.6574e-19
0.851, 3.66173e-19
0.852, 3.66605e-19
0.853, 3.67038e-19
0.854, 3.67471e-19
0.855, 3.67903e-19
0.856, 3.68336e-19
0.857, 3.68768e-19
0.858, 3.69201e-19
0.859, 3.69634e-19
0.86, 3.70067e-19
0.861, 3.705e-19
0.862, 3.70933e-19
0.863, 3.71366e-19
0.864, 3.71798e-19
0.865, 3.72231e-19
0.866, 3.72664e-19
0.867, 3.73098e-19
0.868, 3.73531e-19
0.869, 3.73964e-19
0.87, 3.74397e-19
0.871, 3.7483e-19
0.872, 3.75263e-19
0.873, 3.75696e-19
0.874, 3.76128e-19
0.875, 3.76561e-19
0.876, 3.76994e-19
0.877, 3.77427e-19
0.878, 3.7786e-19
0.879, 3.78293e-19
0.88, 3.78726e-19
0.881, 3.79158e-19
0.882, 3.79591e-19
0.883, 3.80024e-19
0.884, 3.80457e-19
0.885, 3.8089e-19
0.886, 3.81323e-19
0.887, 3.81756e-19
0.888, 3.82188e-19
0.889, 3.82621e-19
0.89, 3.83054e-19
0.891, 3.83487e-19
0.892, 3.83919e-19
0.893, 3.84353e-19
0.894, 3.84785e-19
0.895, 3.85218e-19
0.896, 3.85651e-19
0.897, 3.86083e-19
0.898, 3.86517e-19
0.899, 3.86949e-19
0.9, 3.87383e-19
0.901, 3.87816e-19
0.902, 3.88248e-19
0.903, 3.88682e-19
0.904, 3.89115e-19
0.905, 3.89547e-19
0.906, 3.89981e-19
0.907, 3.90414e-19
0.908, 3.90846e-19
0.909, 3.91279e-19
0.91, 3.91712e-19
0.911, 3.92145e-19
0.912, 3.92578e-19
0.913, 3.93011e-19
0.914, 3.93444e-19
0.915, 3.93877e-19
0.916, 3.9431e-19
0.917, 3.94743e-19
0.918, 3.95175e-19
0.919, 3.95608e-19
0.92, 3.96041e-19
0.921, 3.96473e-19
0.922, 3.96906e-19
0.923, 3.97339e-19
0.924, 3.97771e-19
0.925, 3.98204e-19
0.926, 3.98637e-19
0.927, 3.99069e-19
0.928, 3.99502e-19
0.929, 3.99935e-19
0.93, 4.00368e-19
0.931, 4.00801e-19
0.932, 4.01234e-19
0.933, 4.01666e-19
0.934, 4.02099e-19
0.935, 4.02532e-19
0.936, 4.02965e-19
0.937, 4.03398e-19
0.938, 4.03831e-19
0.939, 4.04264e-19
0.94, 4.04697e-19
0.941, 4.0513e-19
0.942, 4.05563e-19
0.943, 4.05996e-19
0.944, 4.06429e-19
0.945, 4.06862e-19
0.946, 4.07295e-19
0.947, 4.07728e-19
0.948, 4.08161e-19
0.949, 4.08594e-19
0.95, 4.09027e-19
0.951, 4.09459e-19
0.952, 4.09892e-19
0.953, 4.10325e-19
0.954, 4.10758e-19
0.955, 4.11191e-19
0.956, 4.11624e-19
0.957, 4.12056e-19
0.958, 4.12489e-19
0.959, 4.12922e-19
0.96, 4.13355e-19
0.961, 4.13787e-19
0.962, 4.1422e-19
0.963, 4.14653e-19
0.964, 4.15085e-19
0.965, 4.15519e-19
0.966, 4.15951e-19
0.967, 4.16384e-19
0.968, 4.16818e-19
0.969, 4.1725e-19
0.97, 4.17683e-19
0.971, 4.18116e-19
0.972, 4.18549e-19
0.973, 4.18982e-19
0.974, 4.19414e-19
0.975, 4.19847e-19
0.976, 4.2028e-19
0.977, 4.20713e-19
0.978, 4.21146e-19
0.979, 4.21579e-19
0.98, 4.22012e-19
0.981, 4.22445e-19
0.982, 4.22878e-19
0.983, 4.23311e-19
0.984, 4.23744e-19
0.985, 4.24177e-19
0.986, 4.2461e-19
0.987, 4.25043e-19
0.988, 4.25475e-19
0.989, 4.25908e-19
0.99, 4.26342e-19
0.991, 4.26774e-19
0.992, 4.27207e-19
0.993, 4.2764e-19
0.994, 4.28073e-19
0.995, 4.28506e-19
0.996, 4.28939e-19
0.997, 4.29372e-19
0.998, 4.29804e-19
0.999, 4.30237e-19
1, 4.3067e-19
1.001, 4.31103e-19
1.002, 4.31536e-19
1.003, 4.31969e-19
1.004, 4.32402e-19
1.005, 4.32835e-19
1.006, 4.33268e-19
1.007, 4.33701e-19
1.008, 4.34134e-19
1.009, 4.34566e-19
1.01, 4.34999e-19
1.011, 4.35432e-19
1.012, 4.35864e-19
1.013, 4.36297e-19
1.014, 4.3673e-19
1.015, 4.37163e-19
1.016, 4.37596e-19
1.017, 4.38029e-19
1.018, 4.38462e-19
1.019, 4.38894e-19
1.02, 4.39327e-19
1.021, 4.3976e-19
1.022, 4.40193e-19
1.023, 4.40626e-19
1.024, 4.41059e-19
1.025, 4.41492e-19
1.026, 4.41925e-19
1.027, 4.42358e-19
1.028, 4.42791e-19
1.029, 4.43224e-19
1.03, 4.43657e-19
1.031, 4.44089e-19
1.032, 4.44522e-19
1.033, 4.44955e-19
1.034, 4.45388e-19
1.035, 4.4582e-19
1.036, 4.46253e-19
1.037, 4.46686e-19
1.038, 4.47119e-19
1.039, 4.47552e-19
1.04, 4.47985e-19
1.041, 4.48418e-19
1.042, 4.48851e-19
1.043, 4.49284e-19
1.044, 4.49717e-19
1.045, 4.5015e-19
1.046, 4.50583e-19
1.047, 4.51016e-19
1.048, 4.5145e-19
1.049, 4.51883e-19
1.05, 4.52316e-19
1.051, 4.52749e-19
1.052, 4.53181e-19
1.053, 4.53614e-19
1.054, 4.54047e-19
1.055, 4.5448e-19
1.056, 4.54913e-19
1.057, 4.55346e-19
1.058, 4.55778e-19
1.059, 4.56211e-19
1.06, 4.56644e-19
1.061, 4.57077e-19
1.062, 4.5751e-19
1.063, 4.57942e-19
1.064, 4.58375e-19
1.065, 4.58808e-19
1.066, 4.5924e-19
1.067, 4.59673e-19
1.068, 4.60106e-19
1.069, 4.60539e-19
1.07, 4.60972e-19
1.071, 4.61404e-19
1.072, 4.61837e-19
1.073, 4.6227e-19
