sim_time, unit_box_Custom?world_angular_velocity/y
0.241, -8.31681e-18
0.242, -1.12862e-17
0.243, -9.637e-18
0.244, -8.52077e-18
0.245, -1.27336e-17
0.246, -7.5317e-18
0.247, -1.17445e-17
0.248, -1.09836e-17
0.249, -1.02226e-17
0.25, -9.10636e-18
0.251, -7.99013e-18
0.252, -1.54004e-17
0.253, -1.28631e-17
0.254, -7.66122e-18
0.255, -1.16964e-17
0.256, -1.09354e-17
0.257, -9.28625e-18
0.258, -9.23584e-18
0.259, -1.02513e-17
0.26, -8.60206e-18
0.261, -1.28149e-17
0.262, -7.61306e-18
0.263, -1.28917e-17
0.264, -9.11087e-18
0.265, -7.99458e-18
0.266, -1.54049e-17
0.267, -1.00253e-17
0.268, -1.19289e-17
0.269, -1.04574e-17
0.27, -9.87406e-18
0.271, -1.14223e-17
0.272, -1.04837e-17
0.273, -1.02556e-17
0.274, -1.03828e-17
0.275, -1.2997e-17
0.276, -8.8609e-18
0.277, -1.68041e-17
0.278, -7.69418e-18
0.279, -1.27952e-17
0.28, -8.12619e-18
0.281, -1.44706e-17
0.282, -9.80168e-18
0.283, -8.68543e-18
0.284, -1.46746e-17
0.285, -9.29509e-18
0.286, -1.11986e-17
0.287, -1.0793e-17
0.288, -1.07425e-17
0.289, -9.27101e-18
0.29, -9.22058e-18
0.291, -9.70305e-18
0.292, -1.05408e-17
0.293, -1.35102e-17
0.294, -8.66359e-18
0.295, -1.57186e-17
0.296, -1.03391e-17
0.297, -7.44646e-18
0.298, -8.28422e-18
0.299, -1.28523e-17
0.3, -8.18331e-18
0.301, -1.25738e-17
0.302, -9.3259e-18
0.303, -1.10518e-17
0.304, -1.38436e-17
0.305, -1.05957e-17
0.306, -9.8347e-18
0.307, -9.42901e-18
0.308, -1.20431e-17
0.309, -1.39467e-17
0.31, -9.63299e-18
0.311, -8.87199e-18
0.312, -1.27295e-17
0.313, -5.21845e-18
0.314, -1.20958e-17
0.315, -1.06243e-17
0.316, -9.86333e-18
0.317, -8.39181e-18
0.318, -1.52692e-17
0.319, -8.82386e-18
0.32, -1.05498e-17
0.321, -1.03217e-17
0.322, -1.15147e-17
0.323, -1.3063e-17
0.324, -4.84136e-18
0.325, -1.31398e-17
0.326, -9.18137e-18
0.327, -7.70984e-18
0.328, -1.21003e-17
0.329, -1.3471e-17
0.33, -8.802e-18
0.331, -1.07055e-17
0.332, -1.04775e-17
0.333, -1.0427e-17
0.334, -1.14424e-17
0.335, -9.43798e-18
0.336, -9.38755e-18
0.337, -1.02253e-17
0.338, -1.31947e-17
0.339, -7.4599e-18
0.34, -1.25609e-17
0.341, -9.66833e-18
0.342, -1.1039e-17
0.343, -1.36531e-17
0.344, -9.87232e-18
0.345, -1.07101e-17
0.346, -1.38571e-17
0.347, -8.29996e-18
0.348, -1.23351e-17
0.349, -1.31729e-17
0.35, -4.95121e-18
0.351, -1.46707e-17
0.352, -8.0478e-18
0.353, -1.06619e-17
0.354, -1.06115e-17
0.355, -1.19821e-17
0.356, -1.05106e-17
0.357, -9.74962e-18
0.358, -8.63336e-18
0.359, -1.26685e-17
0.36, -5.33504e-18
0.361, -1.16795e-17
0.362, -1.42936e-17
0.363, -1.01575e-17
0.364, -1.02847e-17
0.365, -1.20107e-17
0.366, -1.28484e-17
0.367, -4.6267e-18
0.368, -1.31028e-17
0.369, -8.25616e-18
0.37, -1.35348e-17
0.371, -8.15529e-18
0.372, -1.02364e-17
0.373, -1.0186e-17
0.374, -8.71452e-18
0.375, -1.3105e-17
0.376, -8.79128e-18
0.377, -1.3537e-17
0.378, -8.86807e-18
0.379, -1.30809e-17
0.38, -9.1225e-18
0.381, -1.08484e-17
0.382, -1.25743e-17
0.383, -7.37248e-18
0.384, -1.5138e-17
0.385, -9.93617e-18
0.386, -9.88575e-18
0.387, -1.26775e-17
0.388, -9.9625e-18
0.389, -1.13332e-17
0.39, -1.25262e-17
0.391, -8.74541e-18
0.392, -1.38464e-17
0.393, -1.09538e-17
0.394, -1.25021e-17
0.395, -5.5239e-18
0.396, -1.16907e-17
0.397, -1.44825e-17
0.398, -1.1057e-17
0.399, -1.15395e-17
0.4, -1.1489e-17
0.401, -7.35298e-18
0.402, -1.03224e-17
0.403, -1.00943e-17
0.404, -8.62282e-18
0.405, -1.51449e-17
0.406, -9.23249e-18
0.407, -7.93862e-18
0.408, -1.05527e-17
0.409, -1.10352e-17
0.41, -1.09847e-17
0.411, -1.12896e-17
0.412, -1.44366e-17
0.413, -5.32672e-18
0.414, -1.25594e-17
0.415, -5.58114e-18
0.416, -1.26361e-17
0.417, -9.74354e-18
0.418, -8.80495e-18
0.419, -1.47941e-17
0.42, -1.03028e-17
0.421, -9.71951e-18
0.422, -8.60322e-18
0.423, -1.40595e-17
0.424, -1.01011e-17
0.425, -1.12941e-17
0.426, -1.28424e-17
0.427, -8.35103e-18
0.428, -1.48731e-17
0.429, -6.11855e-18
0.43, -9.79846e-18
0.431, -1.27679e-17
0.432, -9.87526e-18
0.433, -8.93667e-18
0.434, -9.59677e-18
0.435, -1.39872e-17
0.436, -9.49592e-18
0.437, -9.4455e-18
0.438, -7.974e-18
0.439, -1.44961e-17
0.44, -9.29423e-18
0.441, -7.11215e-18
0.442, -1.07921e-17
0.443, -9.85347e-18
0.444, -9.44779e-18
0.445, -1.17066e-17
0.446, -1.20115e-17
0.447, -1.30269e-17
0.448, -5.51575e-18
0.449, -9.19564e-18
0.45, -9.50049e-18
0.451, -1.08712e-17
0.452, -1.08207e-17
0.453, -1.16584e-17
0.454, -1.30291e-17
0.455, -7.11669e-18
0.456, -1.2573e-17
0.457, -7.3711e-18
0.458, -1.22945e-17
0.459, -1.33098e-17
0.46, -1.0062e-17
0.461, -9.8339e-18
0.462, -9.78348e-18
0.463, -1.23976e-17
0.464, -1.21696e-17
0.465, -1.14086e-17
0.466, -1.22463e-17
0.467, -8.28792e-18
0.468, -9.6586e-18
0.469, -8.8976e-18
0.47, -8.66951e-18
0.471, -1.34152e-17
0.472, -8.74629e-18
0.473, -1.52684e-17
0.474, -9.53361e-18
0.475, -7.7068e-18
0.476, -1.10315e-17
0.477, -1.04481e-17
0.478, -1.25293e-17
0.479, -6.08397e-18
0.48, -1.43824e-17
0.481, -1.2378e-17
0.482, -1.09065e-17
0.483, -8.36914e-18
0.484, -1.34702e-17
0.485, -6.66956e-18
0.486, -1.08824e-17
0.487, -1.2253e-17
0.488, -1.18473e-17
0.489, -8.59945e-18
0.49, -1.0503e-17
0.491, -9.74203e-18
0.492, -9.51398e-18
0.493, -1.03517e-17
0.494, -9.946e-18
0.495, -9.18506e-18
0.496, -9.48991e-18
0.497, -1.08606e-17
0.498, -1.27641e-17
0.499, -1.02268e-17
0.5, -1.12422e-17
0.501, -1.11918e-17
0.502, -7.05571e-18
0.503, -9.13691e-18
0.504, -7.6654e-18
0.505, -1.41875e-17
0.506, -8.98563e-18
0.507, -6.80355e-18
0.508, -1.27928e-17
0.509, -8.83433e-18
0.51, -1.48235e-17
0.511, -8.20059e-18
0.512, -1.29463e-17
0.513, -7.56681e-18
0.514, -1.51548e-17
0.515, -1.06634e-17
0.516, -6.70502e-18
0.517, -8.78621e-18
0.518, -1.28214e-17
0.519, -7.44187e-18
0.52, -1.12994e-17
0.521, -1.10713e-17
0.522, -1.51065e-17
0.523, -1.06138e-17
0.524, -9.49755e-18
0.525, -8.38134e-18
0.526, -1.24165e-17
0.527, -1.16556e-17
0.528, -8.76299e-18
0.529, -1.20876e-17
0.53, -8.30683e-18
0.531, -1.34078e-17
0.532, -9.44941e-18
0.533, -9.22136e-18
0.534, -8.99329e-18
0.535, -1.21403e-17
0.536, -1.01359e-17
0.537, -8.66437e-18
0.538, -1.34101e-17
0.539, -9.09645e-18
0.54, -1.06447e-17
0.541, -9.17322e-18
0.542, -1.05439e-17
0.543, -1.33356e-17
0.544, -1.07983e-17
0.545, -1.25242e-17
0.546, -5.72362e-18
0.547, -9.93645e-18
0.548, -1.05966e-17
0.549, -1.35659e-17
0.55, -7.83117e-18
0.551, -1.15111e-17
0.552, -1.03948e-17
0.553, -1.14102e-17
0.554, -9.22809e-18
0.555, -7.75661e-18
0.556, -1.14365e-17
0.557, -1.13861e-17
0.558, -1.06251e-17
0.559, -1.14629e-17
0.56, -9.9914e-18
0.561, -9.76335e-18
0.562, -1.13116e-17
0.563, -1.28599e-17
0.564, -8.54623e-18
0.565, -1.22261e-17
0.566, -1.02217e-17
0.567, -8.75018e-18
0.568, -1.38512e-17
0.569, -9.89275e-18
0.57, -9.6647e-18
0.571, -9.08135e-18
0.572, -1.25836e-17
0.573, -1.27109e-17
0.574, -1.01735e-17
0.575, -9.94547e-18
0.576, -1.30925e-17
0.577, -8.42353e-18
0.578, -1.35245e-17
0.579, -8.14501e-18
0.58, -1.41342e-17
0.581, -1.03534e-17
0.582, -8.17137e-18
0.583, -1.27395e-17
0.584, -7.53765e-18
0.585, -1.19281e-17
0.586, -1.32988e-17
0.587, -9.51797e-18
0.588, -7.86878e-18
0.589, -1.1904e-17
0.59, -1.1143e-17
0.591, -1.19808e-17
0.592, -1.05093e-17
0.593, -6.5509e-18
0.594, -1.02308e-17
0.595, -1.16014e-17
0.596, -1.08405e-17
0.597, -1.11453e-17
0.598, -1.03843e-17
0.599, -9.80101e-18
0.6, -1.11717e-17
0.601, -1.0766e-17
0.602, -1.21366e-17
0.603, -1.13757e-17
0.604, -7.41727e-18
0.605, -8.61028e-18
0.606, -1.37113e-17
0.607, -8.15414e-18
0.608, -1.00577e-17
0.609, -1.14283e-17
0.61, -8.53572e-18
0.611, -1.36367e-17
0.612, -9.67832e-18
0.613, -1.15819e-17
0.614, -1.15315e-17
0.615, -7.57306e-18
0.616, -1.05425e-17
0.617, -1.03144e-17
0.618, -8.8429e-18
0.619, -1.3411e-17
0.62, -7.85388e-18
0.621, -1.25996e-17
0.622, -8.28595e-18
0.623, -1.26764e-17
0.624, -8.71795e-18
0.625, -1.3819e-17
0.626, -5.95257e-18
0.627, -1.15865e-17
0.628, -1.24242e-17
0.629, -1.18409e-17
0.63, -9.83649e-18
0.631, -7.83206e-18
0.632, -1.25778e-17
0.633, -8.61938e-18
0.634, -1.14111e-17
0.635, -1.18936e-17
0.636, -1.36195e-17
0.637, -6.64129e-18
0.638, -1.06765e-17
0.639, -1.22248e-17
0.64, -1.21744e-17
0.641, -9.63705e-18
0.642, -8.69846e-18
0.643, -1.13126e-17
0.644, -9.13047e-18
0.645, -9.08002e-18
0.646, -1.25823e-17
0.647, -7.7357e-18
0.648, -1.42578e-17
0.649, -8.34536e-18
0.65, -1.02489e-17
0.651, -8.06683e-18
0.652, -1.17467e-17
0.653, -1.02752e-17
0.654, -8.80372e-18
0.655, -1.24836e-17
0.656, -6.92649e-18
0.657, -1.06064e-17
0.658, -1.19771e-17
0.659, -1.08608e-17
0.66, -1.24091e-17
0.661, -9.8718e-18
0.662, -8.93322e-18
0.663, -1.15473e-17
0.664, -1.45167e-17
0.665, -1.00254e-17
0.666, -9.6197e-18
0.667, -1.22338e-17
0.668, -1.48479e-17
0.669, -8.40256e-18
0.67, -1.24378e-17
0.671, -8.657e-18
0.672, -1.19816e-17
0.673, -1.08654e-17
0.674, -1.0815e-17
0.675, -1.23632e-17
0.676, -1.23128e-17
0.677, -1.20848e-17
0.678, -7.94872e-18
0.679, -1.25168e-17
0.68, -8.02549e-18
0.681, -1.25936e-17
0.682, -7.39169e-18
0.683, -1.33809e-17
0.684, -1.26199e-17
0.685, -8.1286e-18
0.686, -1.28743e-17
0.687, -8.20536e-18
0.688, -1.40169e-17
0.689, -1.00585e-17
0.69, -8.58694e-18
0.691, -1.36879e-17
0.692, -8.30843e-18
0.693, -1.34094e-17
0.694, -9.27339e-18
0.695, -7.62427e-18
0.696, -1.13042e-17
0.697, -1.03656e-17
0.698, -1.17362e-17
0.699, -1.11529e-17
0.7, -1.03919e-17
0.701, -9.63097e-18
0.702, -9.40292e-18
0.703, -8.2867e-18
0.704, -1.5697e-17
0.705, -1.04951e-17
0.706, -9.73415e-18
0.707, -9.32846e-18
0.708, -1.1765e-17
0.709, -1.43791e-17
0.71, -9.88774e-18
0.711, -8.41621e-18
0.712, -1.04974e-17
0.713, -8.31532e-18
0.714, -1.34163e-17
0.715, -6.43811e-18
0.716, -9.76278e-18
0.717, -8.29127e-18
0.718, -1.32146e-17
0.719, -8.01276e-18
0.72, -1.13374e-17
0.721, -8.97776e-18
0.722, -8.39444e-18
0.723, -1.27849e-17
0.724, -8.82646e-18
0.725, -1.37498e-17
0.726, -8.01507e-18
0.727, -1.40043e-17
0.728, -9.51295e-18
0.729, -8.3967e-18
0.73, -1.5807e-17
0.731, -1.09604e-17
0.732, -9.31124e-18
0.733, -8.37264e-18
0.734, -1.40065e-17
0.735, -1.02257e-17
0.736, -8.7542e-18
0.737, -1.20789e-17
0.738, -9.89676e-18
0.739, -8.78054e-18
0.74, -1.24604e-17
0.741, -8.14674e-18
0.742, -1.28925e-17
0.743, -7.86825e-18
0.744, -1.40351e-17
0.745, -7.23449e-18
0.746, -1.10921e-17
0.747, -9.62054e-18
0.748, -1.11688e-17
0.749, -1.36053e-17
0.75, -8.58105e-18
0.751, -1.33268e-17
0.752, -1.00789e-17
0.753, -1.00284e-17
0.754, -1.06885e-17
0.755, -1.22368e-17
0.756, -1.12982e-17
0.757, -8.228e-18
0.758, -1.3329e-17
0.759, -8.4824e-18
0.76, -1.26952e-17
0.761, -8.20387e-18
0.762, -1.38378e-17
0.763, -9.87936e-18
0.764, -1.00066e-17
0.765, -1.1022e-17
0.766, -9.72808e-18
0.767, -8.96714e-18
0.768, -8.56141e-18
0.769, -1.40177e-17
0.77, -1.11251e-17
0.771, -1.03641e-17
0.772, -9.4255e-18
0.773, -8.84218e-18
0.774, -1.28774e-17
0.775, -6.0768e-18
0.776, -1.02896e-17
0.777, -1.07721e-17
0.778, -1.08993e-17
0.779, -1.10265e-17
0.78, -1.25748e-17
0.781, -1.00375e-17
0.782, -1.15857e-17
0.783, -1.34893e-17
0.784, -9.17559e-18
0.785, -1.17897e-17
0.786, -1.3338e-17
0.787, -5.82688e-18
0.788, -9.68441e-18
0.789, -1.12327e-17
0.79, -1.2781e-17
0.791, -8.11208e-18
0.792, -1.39236e-17
0.793, -9.60992e-18
0.794, -8.13839e-18
0.795, -1.35947e-17
0.796, -7.85989e-18
0.797, -1.13622e-17
0.798, -1.25552e-17
0.799, -8.95205e-18
0.8, -9.78983e-18
0.801, -1.13381e-17
0.802, -1.09324e-17
0.803, -9.28326e-18
0.804, -8.87755e-18
0.805, -1.22022e-17
0.806, -1.07307e-17
0.807, -8.54859e-18
0.808, -1.36496e-17
0.809, -7.38193e-18
0.81, -1.05289e-17
0.811, -9.41269e-18
0.812, -1.2915e-17
0.813, -1.09106e-17
0.814, -1.10378e-17
0.815, -9.9215e-18
0.816, -9.33816e-18
0.817, -1.23076e-17
0.818, -1.33229e-17
0.819, -6.3447e-18
0.82, -1.25115e-17
0.821, -9.9742e-18
0.822, -1.0812e-17
0.823, -1.21826e-17
0.824, -1.14216e-17
0.825, -1.08383e-17
0.826, -1.0255e-17
0.827, -1.18033e-17
0.828, -1.17528e-17
0.829, -1.06365e-17
0.83, -1.14743e-17
0.831, -1.05357e-17
0.832, -1.13735e-17
0.833, -1.06125e-17
0.834, -9.14096e-18
0.835, -8.9129e-18
0.836, -1.17046e-17
0.837, -1.43187e-17
0.838, -8.40631e-18
0.839, -1.24415e-17
0.84, -5.28566e-18
0.841, -1.35841e-17
0.842, -8.9151e-18
0.843, -1.13516e-17
0.844, -1.02354e-17
0.845, -9.11912e-18
0.846, -9.42398e-18
0.847, -1.29263e-17
0.848, -1.00337e-17
0.849, -1.3536e-17
0.85, -9.22229e-18
0.851, -7.75076e-18
0.852, -1.37399e-17
0.853, -9.071e-18
0.854, -1.16851e-17
0.855, -1.46545e-17
0.856, -9.98547e-18
0.857, -9.93502e-18
0.858, -1.21939e-17
0.859, -1.26764e-17
0.86, -6.58632e-18
0.861, -1.15097e-17
0.862, -1.09263e-17
0.863, -9.81011e-18
0.864, -8.69387e-18
0.865, -1.32619e-17
0.866, -8.77065e-18
0.867, -1.06742e-17
0.868, -6.00527e-18
0.869, -8.797e-18
0.87, -1.53191e-17
0.871, -1.08278e-17
0.872, -9.53392e-18
0.873, -9.30583e-18
0.874, -9.2554e-18
0.875, -9.02731e-18
0.876, -1.16414e-17
0.877, -1.14133e-17
0.878, -1.02971e-17
0.879, -1.13125e-17
0.88, -1.1262e-17
0.881, -1.05011e-17
0.882, -9.7401e-18
0.883, -9.15677e-18
0.884, -1.10603e-17
0.885, -1.08322e-17
0.886, -1.06042e-17
0.887, -1.0909e-17
0.888, -1.19244e-17
0.889, -9.74232e-18
0.89, -1.02248e-17
0.891, -9.8191e-18
0.892, -1.20779e-17
0.893, -1.20275e-17
0.894, -9.66784e-18
0.895, -1.05056e-17
0.896, -9.3893e-18
0.897, -1.16482e-17
0.898, -1.15977e-17
0.899, -1.01262e-17
0.9, -8.65468e-18
0.901, -1.26899e-17
0.902, -6.77745e-18
0.903, -1.09903e-17
0.904, -1.07622e-17
0.905, -1.23105e-17
0.906, -1.06614e-17
0.907, -1.04334e-17
0.908, -8.42893e-18
0.909, -1.17536e-17
0.91, -1.01044e-17
0.911, -8.45528e-18
0.912, -1.30234e-17
0.913, -6.40046e-18
0.914, -1.13238e-17
0.915, -1.3405e-17
0.916, -9.09133e-18
0.917, -7.61979e-18
0.918, -1.12997e-17
0.919, -1.12493e-17
0.92, -1.11988e-17
0.921, -1.11484e-17
0.922, -1.10979e-17
0.923, -1.10475e-17
0.924, -1.0997e-17
0.925, -1.25454e-17
0.926, -8.23167e-18
0.927, -1.19116e-17
0.928, -1.39928e-17
0.929, -8.61327e-18
0.93, -1.08721e-17
0.931, -1.06441e-17
0.932, -8.63965e-18
0.933, -1.19643e-17
0.934, -1.03152e-17
0.935, -8.666e-18
0.936, -1.25236e-17
0.937, -8.2099e-18
0.938, -1.15345e-17
0.939, -1.05959e-17
0.94, -9.12442e-18
0.941, -7.65292e-18
0.942, -1.36421e-17
0.943, -8.44025e-18
0.944, -1.10543e-17
0.945, -1.13592e-17
0.946, -9.88771e-18
0.947, -9.65966e-18
0.948, -1.12079e-17
0.949, -1.36444e-17
0.95, -6.66618e-18
0.951, -1.10567e-17
0.952, -1.24273e-17
0.953, -1.16663e-17
0.954, -1.09054e-17
0.955, -6.94697e-18
0.956, -9.02817e-18
0.957, -1.03988e-17
0.958, -1.33682e-17
0.959, -1.08309e-17
0.96, -1.13134e-17
0.961, -1.2684e-17
0.962, -8.72565e-18
0.963, -1.32938e-17
0.964, -8.44716e-18
0.965, -1.49692e-17
0.966, -9.05681e-18
0.967, -7.94059e-18
0.968, -1.2864e-17
0.969, -7.83972e-18
0.97, -1.09867e-17
0.971, -1.02258e-17
0.972, -9.64241e-18
0.973, -1.10131e-17
0.974, -1.36272e-17
0.975, -9.49114e-18
0.976, -1.03289e-17
0.977, -9.74556e-18
0.978, -1.11162e-17
0.979, -1.05329e-17
0.98, -8.52847e-18
0.981, -1.30966e-17
0.982, -4.8749e-18
0.983, -1.31733e-17
0.984, -8.32674e-18
0.985, -1.48488e-17
0.986, -6.09423e-18
0.987, -7.64254e-18
0.988, -1.30988e-17
0.989, -8.60749e-18
0.99, -1.22874e-17
0.991, -1.0283e-17
0.992, -9.52199e-18
0.993, -1.05374e-17
0.994, -1.20857e-17
0.995, -9.54833e-18
0.996, -9.67555e-18
0.997, -8.02636e-18
0.998, -1.36603e-17
0.999, -1.04124e-17
1, -9.29616e-18
1.001, -1.01339e-17
1.002, -1.31033e-17
1.003, -1.02107e-17
1.004, -1.19366e-17
1.005, -1.04651e-17
1.006, -9.70413e-18
1.007, -8.94314e-18
1.008, -1.17349e-17
1.009, -1.18621e-17
1.01, -1.32327e-17
1.011, -1.10506e-17
1.012, -1.08226e-17
1.013, -1.05945e-17
1.014, -9.12302e-18
1.015, -8.00681e-18
1.016, -1.38184e-17
1.017, -1.16363e-17
1.018, -1.31846e-17
1.019, -4.96289e-18
1.02, -1.34389e-17
1.021, -8.59235e-18
1.022, -1.40486e-17
1.023, -8.84676e-18
1.024, -1.2882e-17
1.025, -8.39065e-18
1.026, -1.20706e-17
1.027, -1.00662e-17
1.028, -8.06176e-18
1.029, -1.17417e-17
1.03, -1.27571e-17
1.031, -8.79864e-18
1.032, -1.42549e-17
1.033, -9.58598e-18
1.034, -8.64738e-18
1.035, -1.48142e-17
1.036, -1.01452e-17
1.037, -8.4961e-18
1.038, -1.32418e-17
1.039, -5.73072e-18
1.04, -7.81192e-18
1.041, -1.14918e-17
1.042, -1.14414e-17
1.043, -1.06805e-17
1.044, -1.04524e-17
1.045, -9.69143e-18
1.046, -8.57519e-18
1.047, -1.22551e-17
1.048, -1.0073e-17
1.049, -8.42389e-18
1.05, -1.01498e-17
1.051, -8.67829e-18
1.052, -1.32464e-17
1.053, -8.75505e-18
1.054, -1.11915e-17
1.055, -8.83183e-18
1.056, -1.0913e-17
1.057, -8.37571e-18
1.058, -1.20556e-17
1.059, -1.34263e-17
1.06, -6.44806e-18
1.061, -1.4036e-17
1.062, -1.00775e-17
1.063, -1.14482e-17
1.064, -1.28189e-17
1.065, -9.571e-18
1.066, -1.30733e-17
1.067, -1.10689e-17
1.068, -1.22619e-17
1.069, -1.22114e-17
1.07, -8.0754e-18
1.071, -1.21106e-17
1.072, -1.13496e-17
1.073, -9.34524e-18
1.074, -9.8277e-18
