sim_time, unit_box_Custom?world_pose/orientation/pitch
1.006, 1.03748e-18
1.007, 1.0406e-18
1.008, 1.04022e-18
1.009, 1.03864e-18
1.01, 1.03854e-18
1.011, 1.03867e-18
1.012, 1.03795e-18
1.013, 1.038e-18
1.014, 1.03863e-18
1.015, 1.04038e-18
1.016, 1.03845e-18
1.017, 1.03799e-18
1.018, 1.0358e-18
1.019, 1.04024e-18
1.02, 1.03887e-18
1.021, 1.03967e-18
1.022, 1.03609e-18
1.023, 1.03842e-18
1.024, 1.03654e-18
1.025, 1.0379e-18
1.026, 1.03612e-18
1.027, 1.03652e-18
1.028, 1.03892e-18
1.029, 1.03871e-18
1.03, 1.03624e-18
1.031, 1.03968e-18
1.032, 1.03661e-18
1.033, 1.03837e-18
1.034, 1.04108e-18
1.035, 1.03655e-18
1.036, 1.03723e-18
1.037, 1.03866e-18
1.038, 1.03624e-18
1.039, 1.03867e-18
1.04, 1.04061e-18
1.041, 1.0387e-18
1.042, 1.03737e-18
1.043, 1.03768e-18
1.044, 1.03734e-18
1.045, 1.03829e-18
1.046, 1.03894e-18
1.047, 1.03591e-18
1.048, 1.03648e-18
1.049, 1.03799e-18
1.05, 1.03724e-18
1.051, 1.0392e-18
1.052, 1.03766e-18
1.053, 1.03831e-18
1.054, 1.03758e-18
1.055, 1.03744e-18
1.056, 1.03593e-18
1.057, 1.03873e-18
1.058, 1.0382e-18
1.059, 1.03577e-18
1.06, 1.04032e-18
1.061, 1.03782e-18
1.062, 1.03821e-18
1.063, 1.03989e-18
1.064, 1.03842e-18
1.065, 1.04074e-18
