sim_time, unit_box_Custom?world_angular_acceleration/x
0.001, -3.97404e-12
0.002, 4.42569e-12
0.003, -4.65806e-13
0.004, -1.28822e-15
0.005, -1.28822e-15
0.006, 6.11805e-15
0.007, -3.06459e-15
0.008, 4.40497e-17
0.009, 1.3763e-15
0.01, -4.00049e-16
0.011, 5.81717e-15
0.012, -1.017e-14
0.013, 1.30078e-15
0.014, 4.04084e-15
0.015, 4.88096e-16
0.016, -5.72911e-15
0.017, 4.929e-15
0.018, -4.84094e-15
0.019, 4.929e-15
0.02, -4.84094e-15
0.021, 4.48494e-15
0.022, -3.95275e-15
0.023, 5.81719e-15
0.024, -3.95276e-15
0.025, -4.00068e-16
0.026, -9.87371e-16
0.027, 9.32284e-16
0.028, 4.48493e-15
0.029, 4.40431e-17
0.03, -4.98417e-15
0.031, -1.28822e-15
0.032, 5.37317e-15
0.033, -3.95275e-15
0.034, 2.70857e-15
0.035, -4.84095e-15
0.036, 7.14946e-15
0.037, -5.72912e-15
0.038, -3.95276e-15
0.039, 7.89443e-15
0.04, -8.44147e-16
0.041, 2.26449e-15
0.042, -1.28822e-15
0.043, -7.20461e-15
0.044, 9.32234e-16
0.045, 8.48173e-15
0.046, 4.8812e-16
0.047, -7.20461e-15
0.048, 2.70858e-15
0.049, 1.3763e-15
0.05, -7.50547e-15
0.051, 8.92581e-15
0.052, -2.62051e-15
0.053, -1.36377e-15
0.054, 1.37631e-15
0.055, 4.88141e-16
0.056, -3.14011e-15
0.057, 6.70538e-15
0.058, -4.84088e-15
0.059, -4.75585e-16
0.06, -1.87557e-15
0.061, 6.56216e-15
0.062, -3.5087e-15
0.063, -1.28821e-15
0.064, 4.40497e-17
0.065, 4.3417e-15
0.066, -4.91644e-15
0.067, 3.15267e-15
0.068, 1.30077e-15
0.069, 1.67715e-15
0.07, -4.84097e-15
0.071, -1.87554e-15
0.072, 2.18894e-15
0.073, -3.50867e-15
0.074, 5.74166e-15
0.075, -7.20461e-15
0.076, 5.37312e-15
0.077, 2.70858e-15
0.078, -1.28826e-15
0.079, -4.98422e-15
0.08, 6.56212e-15
0.081, -2.25195e-15
0.082, 9.32193e-16
0.083, -8.83774e-15
0.084, 9.29438e-15
0.085, -2.6205e-15
0.086, -8.44127e-16
0.087, 4.1259e-16
0.088, 2.26449e-15
0.089, -8.44147e-16
0.09, 3.9653e-15
0.091, -1.19464e-14
0.092, 8.48174e-15
0.093, -1.80785e-15
0.094, 3.00938e-15
0.095, -5.87233e-15
0.096, 6.26128e-15
0.097, -5.72911e-15
0.098, 1.82041e-15
0.099, -1.43146e-15
0.1, 4.85348e-15
0.101, -8.46919e-15
0.102, 7.14944e-15
0.103, 1.37627e-15
0.104, -1.06141e-14
0.105, 6.70544e-15
0.106, 4.40497e-17
0.107, 4.4031e-17
0.108, 2.70855e-15
0.109, -6.1732e-15
0.11, 9.36991e-15
0.111, 4.40431e-17
0.112, -2.6205e-15
0.113, -8.39365e-15
0.114, 8.48174e-15
0.115, -4.84094e-15
0.116, 7.59354e-15
0.117, -6.61731e-15
0.118, 2.2645e-15
0.119, 4.04085e-15
0.12, -2.6205e-15
0.121, -5.72911e-15
0.122, 2.70857e-15
0.123, 3.15266e-15
0.124, -1.73235e-15
0.125, 4.88129e-16
0.126, -4.00046e-16
0.127, -1.28825e-15
0.128, -4.00089e-16
0.129, -8.44127e-16
0.13, 2.70858e-15
0.131, 1.37632e-15
0.132, -3.06461e-15
0.133, 4.04084e-15
0.134, -3.95275e-15
0.135, 3.15266e-15
0.136, -3.50866e-15
0.137, 5.37311e-15
0.138, 1.37629e-15
0.139, -7.94959e-15
0.14, 3.59675e-15
0.141, -2.62049e-15
0.142, -3.06458e-15
0.143, 4.92903e-15
0.144, 2.70858e-15
0.145, -3.50868e-15
0.146, 4.8812e-16
0.147, -4.00027e-16
0.148, 2.26448e-15
0.149, -3.50867e-15
0.15, 2.70856e-15
0.151, 4.04081e-15
0.152, -1.15298e-14
0.153, 9.36988e-15
0.154, -5.28505e-15
0.155, -4.65156e-15
0.156, 9.36991e-15
0.157, -4.39685e-15
0.158, -1.31582e-15
0.159, 2.70857e-15
0.16, -2.1764e-15
0.161, 4.67431e-15
0.162, -2.6205e-15
0.163, 9.32218e-16
0.164, -1.7599e-15
0.165, -4.00049e-16
0.166, 4.04081e-15
0.167, -6.54795e-16
0.168, -4.00061e-16
0.169, 4.48493e-15
0.17, -4.39686e-15
0.171, 1.56567e-15
0.172, -2.20419e-15
0.173, -8.71679e-16
0.174, 3.15266e-15
0.175, -8.44175e-16
0.176, -3.0646e-15
0.177, -1.75988e-15
0.178, 1.12156e-15
0.179, -6.54764e-16
0.18, 6.26129e-15
0.181, -6.1732e-15
0.182, 2.70857e-15
0.183, 2.45386e-15
0.184, -8.86552e-15
0.185, 7.566e-15
0.186, -5.28502e-15
0.187, 6.67759e-15
0.188, -1.7599e-15
0.189, -8.44146e-16
0.19, -4.42441e-15
0.191, 9.04676e-16
0.192, 7.14948e-15
0.193, -8.71922e-16
0.194, -4.42466e-15
0.195, 1.8204e-15
0.196, -8.71679e-16
0.197, 9.04441e-16
0.198, 9.32284e-16
0.199, -3.98032e-15
0.2, 3.56898e-15
0.201, 2.70854e-15
0.202, -6.17324e-15
0.203, -4.00044e-16
0.204, 9.32215e-16
0.205, 1.37631e-15
0.206, 1.37627e-15
0.207, -1.28823e-15
0.208, 9.32212e-16
0.209, 4.04085e-15
0.21, -5.72911e-15
0.211, 1.37627e-15
0.212, -4.00089e-16
0.213, -1.28822e-15
0.214, 2.26448e-15
0.215, 4.88123e-16
0.216, -4.0005e-16
0.217, -4.00046e-16
0.218, -4.00089e-16
0.219, 4.88131e-16
0.22, 1.3763e-15
0.221, -7.50547e-15
0.222, 9.32193e-16
0.223, 5.81719e-15
0.224, -1.7323e-15
0.225, -4.00068e-16
0.226, -1.28821e-15
0.227, 4.92902e-15
0.228, -1.73234e-15
0.229, 1.82039e-15
0.23, -3.95276e-15
0.231, -4.0005e-16
0.232, 2.26447e-15
0.233, -4.00055e-16
0.234, 2.26446e-15
0.235, -5.72912e-15
0.236, 4.40411e-17
0.237, 4.88141e-16
0.238, 4.48494e-15
0.239, -6.61729e-15
0.24, 5.8172e-15
0.241, 3.15266e-15
0.242, -4.39684e-15
0.243, -8.44172e-16
0.244, -3.06458e-15
0.245, 2.26449e-15
0.246, 1.8204e-15
0.247, 3.15265e-15
0.248, -4.84088e-15
0.249, -3.95275e-15
0.25, 8.48173e-15
0.251, -3.06458e-15
0.252, 4.8812e-16
0.253, 4.04084e-15
0.254, 4.4038e-17
0.255, -1.73233e-15
0.256, -3.95276e-15
0.257, -8.44172e-16
0.258, -4.0005e-16
0.259, 1.20345e-14
0.26, -1.32787e-14
0.261, 5.81717e-15
0.262, -4.39685e-15
0.263, 5.81719e-15
0.264, -3.50862e-15
0.265, 1.37629e-15
0.266, -4.00057e-16
0.267, -3.95277e-15
0.268, 9.32234e-16
0.269, -1.28822e-15
0.27, 7.14947e-15
0.271, -4.39685e-15
0.272, 1.82039e-15
0.273, 9.32188e-16
0.274, -7.06142e-15
0.275, -8.44127e-16
0.276, 1.15903e-14
0.277, -5.28504e-15
0.278, -2.6205e-15
0.279, -1.7323e-15
0.28, 5.81719e-15
0.281, -6.61733e-15
0.282, 6.70538e-15
0.283, -3.06458e-15
0.284, 3.15267e-15
0.285, -3.95277e-15
0.286, 9.32234e-16
0.287, 4.92899e-15
0.288, -3.95279e-15
0.289, -4.00049e-16
0.29, -4.0005e-16
0.291, 2.70856e-15
0.292, -2.6205e-15
0.293, -1.73231e-15
0.294, 4.48493e-15
0.295, -4.84093e-15
0.296, 1.3763e-15
0.297, 1.3763e-15
0.298, 4.4849e-15
0.299, -8.39366e-15
0.3, 4.929e-15
0.301, 9.32218e-16
0.302, -9.28182e-15
0.303, 8.48175e-15
0.304, -4.00089e-16
0.305, -4.00046e-16
0.306, -3.95275e-15
0.307, 4.92899e-15
0.308, -2.6205e-15
0.309, 4.48494e-15
0.31, -3.06458e-15
0.311, 2.26446e-15
0.312, -6.61731e-15
0.313, 3.15266e-15
0.314, 4.40325e-17
0.315, 4.88131e-16
0.316, 2.26446e-15
0.317, -5.72912e-15
0.318, 2.70857e-15
0.319, 1.37628e-15
0.32, 4.88129e-16
0.321, -1.7323e-15
0.322, 9.32284e-16
0.323, 4.40497e-17
0.324, 3.15266e-15
0.325, -2.6205e-15
0.326, -3.06459e-15
0.327, 2.26446e-15
0.328, 9.32218e-16
0.329, -1.28822e-15
0.33, 1.37631e-15
0.331, 2.70854e-15
0.332, -6.17324e-15
0.333, -4.0008e-16
0.334, 3.15266e-15
0.335, -8.44078e-16
0.336, 1.37627e-15
0.337, -2.6205e-15
0.338, -3.50866e-15
0.339, 9.36988e-15
0.34, -3.50866e-15
0.341, -3.06459e-15
0.342, 7.59354e-15
0.343, -2.6205e-15
0.344, -3.50872e-15
0.345, 4.4849e-15
0.346, -5.72913e-15
0.347, 3.59676e-15
0.348, -4.39684e-15
0.349, 1.82041e-15
0.35, 3.15266e-15
0.351, -8.44137e-16
0.352, 1.8204e-15
0.353, -4.19027e-15
0.354, 3.40396e-15
0.355, -3.06459e-15
0.356, 1.3763e-15
0.357, -4.00049e-16
0.358, 6.06851e-15
0.359, -9.5194e-15
0.36, 5.62444e-15
0.361, -6.61733e-15
0.362, 2.70857e-15
0.363, -1.73232e-15
0.364, 2.9599e-15
0.365, 6.94639e-16
0.366, 1.18355e-15
0.367, 3.15266e-15
0.368, -2.17644e-15
0.369, -7.0614e-15
0.37, 6.95671e-15
0.371, -1.08171e-15
0.372, -1.92509e-15
0.373, -4.0005e-16
0.374, 3.15267e-15
0.375, 9.32218e-16
0.376, -7.25409e-15
0.377, 6.46825e-15
0.378, -2.81328e-15
