sim_time, unit_box_Custom?world_linear_acceleration/x
0.001, -5.34976
0.002, 10.4623
0.003, 2.55803
0.004, -13.5619
0.005, -1.26507
0.006, 12.2261
0.007, 2.37208
0.008, -13.232
0.009, -1.51471
0.01, 12.5908
0.011, 2.07755
0.012, -12.9993
0.013, -1.71571
0.014, 12.7576
0.015, 1.93363
0.016, -12.8995
0.017, -1.80477
0.018, 12.8182
0.019, 1.87917
0.02, -12.8645
0.021, -1.83664
0.022, 12.8383
0.023, 1.86077
0.024, -12.8531
0.025, -1.84718
0.026, 12.8447
0.027, 1.85484
0.028, -12.8494
0.029, -1.85058
0.03, 12.8468
0.031, 1.85296
0.032, -12.8482
0.033, -1.85169
0.034, 12.8474
0.035, 1.85237
0.036, -12.8478
0.037, -1.85205
0.038, 12.8476
0.039, 1.85218
0.04, -12.8477
0.041, -1.85216
0.042, 12.8477
0.043, 1.8521
0.044, -12.8477
0.045, -1.85221
0.046, 12.8477
0.047, 1.85207
0.048, -12.8477
0.049, -1.85222
0.05, 12.8477
0.051, 1.85206
0.052, -12.8477
0.053, -1.85223
0.054, 12.8478
0.055, 1.85205
0.056, -12.8477
0.057, -1.85224
0.058, 12.8478
0.059, 1.85203
0.06, -12.8477
0.061, -1.85224
0.062, 12.8478
0.063, 1.85202
0.064, -12.8477
0.065, -1.85225
0.066, 12.8478
0.067, 1.85201
0.068, -12.8477
0.069, -1.85225
0.07, 12.8478
0.071, 1.852
0.072, -12.8477
0.073, -1.85226
0.074, 12.8478
0.075, 1.85199
0.076, -12.8477
0.077, -1.85226
0.078, 12.8478
0.079, 1.85198
0.08, -12.8477
0.081, -1.85227
0.082, 12.8479
0.083, 1.85197
0.084, -12.8477
0.085, -1.85227
0.086, 12.8479
0.087, 1.85196
0.088, -12.8477
0.089, -1.85228
0.09, 12.8479
0.091, 1.85195
0.092, -12.8477
0.093, -1.85229
0.094, 12.8478
0.095, 1.8521
0.096, -12.8474
0.097, -1.85286
0.098, 12.8471
0.099, 1.85306
0.1, -12.8459
0.101, -1.85475
0.102, 11.1579
0.103, 1.00041
0.104, -7.83779
0.105, 1.60108
0.106, 2.882
0.107, 2.67865
0.108, -8.20008
0.109, -0.907874
0.11, 9.98053
0.111, 0
0.112, -11.0139
0.113, 5.32233
0.114, 2.09611
0.115, -1.00711
0.116, -0.37573
0.117, -0.00438623
0.118, -0.000723849
0.119, 0.00367239
0.12, -0.00428953
0.121, 0.00452422
0.122, -0.00460111
0.123, 0.00458645
0.124, -0.0046833
0.125, 0.0047576
0.126, -0.00470346
0.127, 0.00464373
0.128, -0.00470844
0.129, 0.00477179
0.13, -0.00470968
0.131, 0.00464722
0.132, -0.00470997
0.133, 0.00477265
0.134, -0.00471006
0.135, 0.00464743
0.136, -0.00471006
0.137, 0.00477271
0.138, -0.00471008
0.139, 0.00464744
0.14, -0.00471007
0.141, 0.00477271
0.142, -0.00471009
0.143, 0.00464744
0.144, -0.00471007
0.145, 0.00477271
0.146, -0.00471009
0.147, 0.00464744
0.148, -0.00471007
0.149, 0.00477271
0.15, -0.00471009
0.151, 0.00464744
0.152, -0.00471007
0.153, 0.00477271
0.154, -0.00471009
0.155, 0.00464744
0.156, -0.00471007
0.157, 0.00477271
0.158, -0.00471009
0.159, 0.00464744
0.16, -0.00471007
0.161, 0.00477271
0.162, -0.00471009
0.163, 0.00464744
0.164, -0.00471007
0.165, 0.00477271
0.166, -0.00471009
0.167, 0.00464744
0.168, -0.00471007
0.169, 0.00477271
0.17, -0.00471009
0.171, 0.00464744
0.172, -0.00471007
0.173, 0.00477271
0.174, -0.00471009
0.175, 0.00464744
0.176, -0.00471007
0.177, 0.00477271
0.178, -0.00471009
0.179, 0.00464744
0.18, -0.00471007
0.181, 0.00477271
0.182, -0.00471009
0.183, 0.00464744
0.184, -0.00471007
0.185, 0.00477271
0.186, -0.00471009
0.187, 0.00464744
0.188, -0.00471007
0.189, 0.00477271
0.19, -0.00471009
0.191, 0.00464744
0.192, -0.00471007
0.193, 0.00477271
0.194, -0.00471009
0.195, 0.00464744
0.196, -0.00471007
0.197, 0.00477271
0.198, -0.00471009
0.199, 0.00464744
0.2, -0.00471007
0.201, 0.00477271
0.202, -0.00471009
0.203, 0.00464744
0.204, -0.00471007
0.205, 0.00477271
0.206, -0.00471009
0.207, 0.00464744
0.208, -0.00471007
0.209, 0.00477271
0.21, -0.00471009
0.211, 0.00464744
0.212, -0.00471007
0.213, 0.00477271
0.214, -0.00471009
0.215, 0.00464744
0.216, -0.00471007
0.217, 0.00477271
0.218, -0.00471009
0.219, 0.00464744
0.22, -0.00471007
0.221, 0.00477271
0.222, -0.00471009
0.223, 0.00464744
0.224, -0.00471007
0.225, 0.00477271
0.226, -0.00471009
0.227, 0.00464744
0.228, -0.00471007
0.229, 0.00477271
0.23, -0.00471009
0.231, 0.00464744
0.232, -0.00471007
0.233, 0.00477271
0.234, -0.00471009
0.235, 0.00464744
0.236, -0.00471007
0.237, 0.00477271
0.238, -0.00471009
0.239, 0.00464744
0.24, -0.00471007
0.241, 0.00477271
0.242, -0.00471009
0.243, 0.00464744
0.244, -0.00471007
0.245, 0.00477271
0.246, -0.00471009
0.247, 0.00464744
0.248, -0.00471007
0.249, 0.00477271
0.25, -0.00471009
0.251, 0.00464744
0.252, -0.00471007
0.253, 0.00477271
0.254, -0.00471009
0.255, 0.00464744
0.256, -0.00471007
0.257, 0.00477271
0.258, -0.00471009
0.259, 0.00464744
0.26, -0.00471007
0.261, 0.00477271
0.262, -0.00471009
0.263, 0.00464744
0.264, -0.00471007
0.265, 0.00477271
0.266, -0.00471009
0.267, 0.00464744
0.268, -0.00471007
0.269, 0.00477271
0.27, -0.00471009
0.271, 0.00464744
0.272, -0.00471007
0.273, 0.00477271
0.274, -0.00471009
0.275, 0.00464744
0.276, -0.00471007
0.277, 0.00477271
0.278, -0.00471009
0.279, 0.00464744
0.28, -0.00471007
0.281, 0.00477271
0.282, -0.00471009
0.283, 0.00464744
0.284, -0.00471007
0.285, 0.00477271
0.286, -0.00471009
0.287, 0.00464744
0.288, -0.00471007
0.289, 0.00477271
0.29, -0.00471009
0.291, 0.00464744
0.292, -0.00471007
0.293, 0.00477271
0.294, -0.00471009
0.295, 0.00464744
0.296, -0.00471007
0.297, 0.00477271
0.298, -0.00471009
0.299, 0.00464744
0.3, -0.00471007
0.301, 0.00477271
0.302, -0.00471009
0.303, 0.00464744
0.304, -0.00471007
0.305, 0.00477271
0.306, -0.00471009
0.307, 0.00464744
0.308, -0.00471007
0.309, 0.00477271
0.31, -0.00471009
0.311, 0.00464744
0.312, -0.00471007
0.313, 0.00477271
0.314, -0.00471009
0.315, 0.00464744
0.316, -0.00471007
0.317, 0.00477271
0.318, -0.00471009
0.319, 0.00464744
0.32, -0.00471007
0.321, 0.00477271
0.322, -0.00471009
0.323, 0.00464744
0.324, -0.00471007
0.325, 0.00477271
0.326, -0.00471009
0.327, 0.00464744
0.328, -0.00471007
0.329, 0.00477271
0.33, -0.00471009
0.331, 0.00464744
0.332, -0.00471007
0.333, 0.00477271
0.334, -0.00471009
0.335, 0.00464744
0.336, -0.00471007
0.337, 0.00477271
0.338, -0.00471009
0.339, 0.00464744
0.34, -0.00471007
0.341, 0.00477271
0.342, -0.00471009
0.343, 0.00464744
0.344, -0.00471007
0.345, 0.00477271
0.346, -0.00471009
0.347, 0.00464744
0.348, -0.00471007
0.349, 0.00477271
0.35, -0.00471009
0.351, 0.00464744
0.352, -0.00471007
0.353, 0.00477271
0.354, -0.00471009
0.355, 0.00464744
0.356, -0.00471007
0.357, 0.00477271
0.358, -0.00471009
0.359, 0.00464744
0.36, -0.00471007
0.361, 0.00477271
0.362, -0.00471009
0.363, 0.00464744
0.364, -0.00471007
0.365, 0.00477271
0.366, -0.00471009
0.367, 0.00464744
0.368, -0.00471007
0.369, 0.00477271
0.37, -0.00471009
0.371, 0.00464744
0.372, -0.00471007
0.373, 0.00477271
0.374, -0.00471009
0.375, 0.00464744
0.376, -0.00471007
0.377, 0.00477271
0.378, -0.00471009
0.379, 0.00464744
0.38, -0.00471007
0.381, 0.00477271
0.382, -0.00471009
0.383, 0.00464744
0.384, -0.00471007
0.385, 0.00477271
0.386, -0.00471009
0.387, 0.00464744
0.388, -0.00471007
0.389, 0.00477271
0.39, -0.00471009
0.391, 0.00464744
0.392, -0.00471007
0.393, 0.00477271
0.394, -0.00471009
0.395, 0.00464744
0.396, -0.00471007
0.397, 0.00477271
0.398, -0.00471009
0.399, 0.00464744
0.4, -0.00471007
0.401, 0.00477271
0.402, -0.00471009
0.403, 0.00464744
0.404, -0.00471007
0.405, 0.00477271
0.406, -0.00471009
0.407, 0.00464744
0.408, -0.00471007
0.409, 0.00477271
0.41, -0.00471009
0.411, 0.00464744
0.412, -0.00471007
0.413, 0.00477271
0.414, -0.00471009
0.415, 0.00464744
0.416, -0.00471007
0.417, 0.00477271
0.418, -0.00471009
0.419, 0.00464744
0.42, -0.00471007
0.421, 0.00477271
0.422, -0.00471009
0.423, 0.00464744
0.424, -0.00471007
0.425, 0.00477271
0.426, -0.00471009
0.427, 0.00464744
0.428, -0.00471007
0.429, 0.00477271
0.43, -0.00471009
0.431, 0.00464744
0.432, -0.00471007
0.433, 0.00477271
0.434, -0.00471009
0.435, 0.00464744
0.436, -0.00471007
0.437, 0.00477271
0.438, -0.00471009
0.439, 0.00464744
0.44, -0.00471007
0.441, 0.00477271
0.442, -0.00471009
0.443, 0.00464744
0.444, -0.00471007
0.445, 0.00477271
0.446, -0.00471009
0.447, 0.00464744
0.448, -0.00471007
0.449, 0.00477271
0.45, -0.00471009
0.451, 0.00464744
0.452, -0.00471007
0.453, 0.00477271
0.454, -0.00471009
0.455, 0.00464744
0.456, -0.00471007
0.457, 0.00477271
0.458, -0.00471009
0.459, 0.00464744
0.46, -0.00471007
0.461, 0.00477271
0.462, -0.00471009
0.463, 0.00464744
0.464, -0.00471007
0.465, 0.00477271
0.466, -0.00471009
0.467, 0.00464744
0.468, -0.00471007
0.469, 0.00477271
0.47, -0.00471009
0.471, 0.00464744
0.472, -0.00471007
0.473, 0.00477271
0.474, -0.00471009
0.475, 0.00464744
0.476, -0.00471007
0.477, 0.00477271
0.478, -0.00471009
0.479, 0.00464744
0.48, -0.00471007
0.481, 0.00477271
0.482, -0.00471009
0.483, 0.00464744
0.484, -0.00471007
0.485, 0.00477271
0.486, -0.00471009
0.487, 0.00464744
0.488, -0.00471007
0.489, 0.00477271
0.49, -0.00471009
0.491, 0.00464744
0.492, -0.00471007
0.493, 0.00477271
0.494, -0.00471009
0.495, 0.00464744
0.496, -0.00471007
0.497, 0.00477271
0.498, -0.00471009
0.499, 0.00464744
0.5, -0.00471007
0.501, 0.00477271
0.502, -0.00471009
0.503, 0.00464744
