Time,X Velocity,Y Velocity,Z Velocity,X Position,Y Position,Z Position,Roll,Yaw,Pitch,X Angular Velocity,Y Angular Velocity,Z Angular Velocity,X Force Applied,Y Force Applied,Z Force Applied,X Angular Acceleration,Y Angular Acceleration,Z Angular Acceleration,X Linear Acceleration,Y Linear Acceleration,Z Linear Acceleration
0.001224,-3.95E-09,-3.91E-09,-7.96E-09,-4.83E-12,-4.79E-12,0.5,9.58E-12,-4.99E-23,-9.66E-12,7.83E-09,-7.89E-09,-3.00E-21,0,0.076906,0,6.40E-06,-6.45E-06,-2.45E-18,-3.22E-06,-3.20E-06,-6.50E-06
0.002448,3.93E-09,3.96E-09,3.95E-09,-2.14E-14,5.55E-14,0.5,-1.11E-13,8.30E-23,-4.29E-14,-7.92E-09,7.86E-09,7.02E-20,0,0.153811,0,-1.29E-05,1.29E-05,5.98E-17,6.43E-06,6.43E-06,9.73E-06
0.003672,2.62E-11,5.76E-11,4.89E-14,1.06E-14,1.26E-13,0.5,-2.52E-13,1.06E-22,2.13E-14,-1.15E-10,5.24E-11,1.90E-20,0,0.230713,0,6.38E-06,-6.38E-06,-4.18E-17,-3.19E-06,-3.19E-06,-3.23E-06
0.004896,-8.61E-12,2.28E-11,-6.97E-14,9.48E-17,1.54E-13,0.5,-3.08E-13,1.45E-22,1.90E-16,-4.56E-11,-1.72E-11,3.13E-20,0,0.307613,0,5.69E-08,-5.69E-08,1.01E-17,-2.84E-08,-2.84E-08,-9.69E-11
0.00612,-9.64E-14,3.13E-11,5.91E-14,-2.32E-17,1.92E-13,0.5,-3.84E-13,1.18E-22,-4.63E-17,-6.26E-11,-1.93E-13,-2.17E-20,0,0.384507,0,-1.39E-08,1.39E-08,-4.34E-17,6.95E-09,6.95E-09,1.05E-10
0.007344,1.87E-14,3.14E-11,5.05E-14,-3.14E-19,2.31E-13,0.5,-4.61E-13,1.33E-22,-6.29E-19,-6.29E-11,3.74E-14,1.23E-20,0,0.461396,0,-1.84E-10,1.88E-10,2.78E-17,9.40E-11,9.21E-11,-7.01E-12
0.008568,2.99E-16,3.14E-11,-2.00E-14,5.10E-20,2.69E-13,0.5,-5.38E-13,7.52E-23,1.02E-19,-6.28E-11,5.97E-16,-4.72E-20,0,0.538278,0,3.46E-11,-3.00E-11,-4.86E-17,-1.50E-11,-1.73E-11,-5.76E-11
0.009792,-3.98E-17,3.14E-11,-4.24E-14,2.25E-21,3.08E-13,0.5,-6.15E-13,-3.62E-24,4.53E-21,-6.28E-11,-7.97E-17,-6.44E-20,0,0.615152,0,5.82E-12,-5.53E-13,-1.41E-17,-2.76E-13,-2.91E-12,-1.83E-11
0.011016,-2.79E-18,3.14E-11,-1.61E-14,-1.16E-21,3.46E-13,0.5,-6.92E-13,-2.50E-22,-2.54E-21,-6.28E-11,-5.78E-18,-2.01E-19,0,0.692018,0,6.03E-12,6.04E-14,-1.12E-16,3.02E-14,-3.01E-12,2.15E-11
0.01224,4.34E-19,3.14E-11,5.93E-14,-6.30E-22,3.84E-13,0.5,-7.69E-13,2.24E-23,-1.21E-21,-6.28E-11,1.09E-18,2.22E-19,0,0.768872,0,6.84E-12,5.61E-15,3.46E-16,2.63E-15,-3.42E-12,6.15E-11
0.013464,1.13E-18,3.14E-11,2.74E-15,7.55E-22,4.23E-13,0.5,-8.46E-13,7.57E-23,1.62E-21,-6.28E-11,2.31E-18,4.35E-20,0,0.845716,0,7.59E-12,9.93E-16,-1.46E-16,5.70E-16,-3.80E-12,-4.62E-11
0.014688,-1.86E-18,3.14E-11,-3.80E-15,-1.52E-21,4.61E-13,0.5,-9.23E-13,9.81E-23,-2.91E-21,-6.28E-11,-3.70E-18,1.83E-20,0,0.922547,0,8.32E-12,-4.91E-15,-2.06E-17,-2.44E-15,-4.16E-12,-5.34E-12
0.015912,1.61E-18,3.14E-11,-5.26E-15,4.44E-22,5.00E-13,0.5,-9.99E-13,1.97E-22,1.12E-21,-6.28E-11,3.29E-18,8.06E-20,0,0.999364,0,9.16E-12,5.72E-15,5.09E-17,2.83E-15,-4.58E-12,-1.19E-12
0.017136,-1.24E-18,3.14E-11,-1.10E-15,-1.08E-21,5.38E-13,0.5,-1.08E-12,2.48E-22,-1.87E-21,-6.27E-11,-2.44E-18,4.22E-20,0,1.07617,0,9.82E-12,-4.69E-15,-3.13E-17,-2.33E-15,-4.91E-12,3.39E-12
0.01836,1.56E-18,3.14E-11,9.06E-15,8.33E-22,5.76E-13,0.5,-1.15E-12,1.63E-22,1.86E-21,-6.27E-11,3.05E-18,-7.00E-20,0,1.15295,0,1.06E-11,4.48E-15,-9.17E-17,2.29E-15,-5.31E-12,8.30E-12
0.019584,-1.15E-18,3.14E-11,-6.50E-14,-5.70E-22,6.15E-13,0.5,-1.23E-12,1.88E-22,-9.20E-22,-6.27E-11,-2.27E-18,2.06E-20,0,1.22972,0,1.14E-11,-4.35E-15,7.40E-17,-2.21E-15,-5.69E-12,-6.05E-11
0.020808,1.44E-18,3.14E-11,4.00E-15,1.19E-21,6.53E-13,0.5,-1.31E-12,3.13E-22,2.72E-21,-6.27E-11,2.97E-18,1.02E-19,0,1.30647,0,1.22E-11,4.29E-15,6.64E-17,2.11E-15,-6.09E-12,5.64E-11
0.022032,-1.82E-18,3.13E-11,3.51E-14,-1.04E-21,6.92E-13,0.5,-1.38E-12,4.61E-22,-1.58E-21,-6.27E-11,-3.52E-18,1.21E-19,0,1.38321,0,1.28E-11,-5.30E-15,1.60E-17,-2.66E-15,-6.41E-12,2.54E-11
0.023256,1.99E-18,3.13E-11,-6.21E-14,1.40E-21,7.30E-13,0.5,-1.46E-12,8.82E-22,3.71E-21,-6.27E-11,4.33E-18,3.44E-19,0,1.45992,0,1.38E-11,6.41E-15,1.81E-16,3.11E-15,-6.88E-12,-7.94E-11
0.02448,-1.34E-18,3.13E-11,3.06E-14,-2.34E-22,7.68E-13,0.5,-1.54E-12,9.21E-22,4.86E-22,-6.27E-11,-2.64E-18,3.22E-20,0,1.53661,0,1.43E-11,-5.69E-15,-2.54E-16,-2.72E-15,-7.17E-12,7.57E-11
0.025704,6.26E-19,3.13E-11,-4.93E-14,5.33E-22,8.07E-13,0.5,-1.61E-12,1.24E-21,2.34E-21,-6.26E-11,1.52E-18,2.64E-19,0,1.61328,0,1.52E-11,3.39E-15,1.90E-16,1.60E-15,-7.60E-12,-6.53E-11
0.026928,-1.10E-18,3.13E-11,6.14E-14,-8.20E-22,8.45E-13,0.5,-1.69E-12,1.46E-21,-1.43E-22,-6.26E-11,-2.03E-18,1.79E-19,0,1.68992,0,1.59E-11,-2.90E-15,-6.96E-17,-1.41E-15,-7.96E-12,9.05E-11
0.028152,-1.13E-18,3.13E-11,5.39E-16,-2.20E-21,8.83E-13,0.5,-1.77E-12,1.63E-21,-2.74E-21,-6.26E-11,-2.12E-18,1.33E-19,0,1.76654,0,1.67E-11,-7.54E-17,-3.76E-17,-1.89E-17,-8.36E-12,-4.98E-11
